"COD","CODINTEGR","TITULO","TITABREV","NIVEL","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA"
"_020727911","A020727911","--- Despojos","",6,"020727","","","","","",""
"02072791","A02072791","---- Hígados","",7,"020727","","","","","",""
"02072799","A02072799","---- Los demás","",7,"020727","","","","","",""
"_020741","A020741","- De pato","",4,"0207","","","","","",""
"020741","A0207410","-- Sin trocear, frescos o refrigerados","",5,"020741","","","","","",""
"02074120","A02074120","--- Desplumados, sangrados, sin intestinos pero sin eviscerar, con la cabeza y las patas, llamados «patos 85 %»","",6,"020741","","","","","",""
"02074130","A02074130","--- Desplumados, eviscerados, sin la cabeza ni las patas, con el cuello, el corazón, el hígado y la molleja, llamados «patos 70 %»","",6,"020741","","","","","",""
"02074180","A02074180","--- Desplumados, eviscerados, sin la cabeza ni las patas y sin el cuello, el corazón, el hígado ni la molleja, llamados «patos 63 %», o presentados de otro modo","",6,"020741","","","","","",""
"020742","A020742","-- Sin trocear, congelados","",5,"020742","","","","","",""
"02074230","A02074230","--- Desplumados, eviscerados, sin la cabeza ni las patas, pero con el cuello, el corazón, el hígado y la molleja, llamados «patos 70 %»","",6,"020742","","","","","",""
"02074280","A02074280","--- Desplumados, eviscerados, sin la cabeza, las patas, el cuello, el hígado ni la molleja, llamados «patos 63 %», o presentados de otro modo","",6,"020742","","","","","",""
"03035310","A03035310","--- Sardinas de la especie Sardina pilchardus","",6,"030353","","","","","",""
"03035330","A03035330","--- Sardinas del género Sardinops; sardinelas (Sardinella spp.)","",6,"030353","","","","","",""
"03035390","A03035390","--- Espadines (Sprattus sprattus)","",6,"030353","","","","","",""
"030354","A030354","-- Caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus)","",5,"030354","","","","","",""
"03035410","A03035410","--- De las especies Scomber scombrus y Scomber japonicus","",6,"030354","","","","","",""
"03035490","A03035490","--- De la especie Scomber australasicus","",6,"030354","","","","","",""
"030355","A030355","-- Jureles (Trachurus spp.)","",5,"030355","","","","","",""
"03035510","A03035510","--- Jureles (Trachurus trachurus)","",6,"030355","","","","","",""
"03035530","A03035530","--- Jureles chilenos (Trachurus murphyi)","",6,"030355","","","","","",""
"03035590","A03035590","--- Los demás","",6,"030355","","","","","",""
"03035600","A03035600","-- Cobias (Rachycentron canadum)","",5,"030356","","","","","",""
"03035700","A03035700","-- Peces espada (Xiphias gladius)","",5,"030357","","","","","",""
"030359","A030359","-- Los demás","",5,"030359","","","","","",""
"03035910","A03035910","--- Anchoas (Engraulis spp.)","",6,"030359","","","","","",""
"_030359211","A030359211","--- Bacoretas orientales (Euthynnus affinis)","",6,"030359","","","","","",""
"03035921","A03035921","---- Destinados a la fabricación industrial de productos de la partida 1604","",7,"030359","","","","","",""
"03035929","A03035929","---- Los demás","",7,"030359","","","","","",""
"03035990","A03035990","--- Los demás","",6,"030359","","","","","",""
"_030363","A030363","- Pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae, excepto los despojos comestibles de pescado de las subpartidas 030391 a 030399","",4,"0303","","","","","",""
"030363","A0303630","-- Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)","",5,"030363","","","","","",""
"03036310","A03036310","--- De las especies Gadus morhua","",6,"030363","","","","","",""
"03036330","A03036330","--- De las especies Gadus ogac","",6,"030363","","","","","",""
"03036390","A03036390","--- De las especies Gadus macrocephalus","",6,"030363","","","","","",""
"03036400","A03036400","-- Eglefinos (Melanogrammus aeglefinus)","",5,"030364","","","","","",""
"03036500","A03036500","-- Carboneros (Pollachius virens)","",5,"030365","","","","","",""
"030366","A030366","-- Merluzas (Merluccius spp., Urophycis spp.)","",5,"030366","","","","","",""
"_030366111","A030366111","--- Merluzas del género Merluccius","",6,"030366","","","","","",""
"03036611","A03036611","---- Merluza del Cabo (Merluccius capensis) y merluza de altura (Merluccius paradoxus)","",7,"030366","","","","","",""
"03036612","A03036612","---- Merluza argentina (merluza sudamericana) (Merluccius hubbsi)","",7,"030366","","","","","",""
"03036613","A03036613","---- Merluza austral (merluza sureña) (Merluccius australis)","",7,"030366","","","","","",""
"03036619","A03036619","---- Los demás","",7,"030366","","","","","",""
"03036690","A03036690","--- Merluzas del género Urophycis","",6,"030366","","","","","",""
"03036700","A03036700","-- Abadejos de Alaska (Theraga chalcogramma)","",5,"030367","","","","","",""
"030368","A030368","-- Bacaladillas (Micromesistius poutassou, Micromesistius australis)","",5,"030368","","","","","",""
"03036810","A03036810","--- Bacaladilla (Micromesistius poutassou)","",6,"030368","","","","","",""
"03036890","A03036890","--- Polacas australes (Micromesistius australis)","",6,"030368","","","","","",""
"030369","A030369","-- Los demás","",5,"030369","","","","","",""
"03036910","A03036910","--- Bacalaos polares (Boreogadus saida)","",6,"030369","","","","","",""
"03036930","A03036930","--- Merlanes (Merlangius merlangus)","",6,"030369","","","","","",""
"03036950","A03036950","--- Abadejos (Pollachius pollachius)","",6,"030369","","","","","",""
"03036970","A03036970","--- Colas de rata azul (Macruronus novaezelandiae)","",6,"030369","","","","","",""
"03036980","A03036980","--- Marucas y escolanos (Molva spp.)","",6,"030369","","","","","",""
"03036990","A03036990","--- Los demás","",6,"030369","","","","","",""
"_030381","A030381","- Los demás pescados, excepto los despojos comestibles de pescado de las subpartidas 030391 a 030399","",4,"0303","","","","","",""
"030381","A0303810","-- Cazones y demás escualos","",5,"030381","","","","","",""
"03038115","A03038115","--- Mielgas (Squalus acanthias) y pintarrojas (Scyliorhinus spp.)","",6,"030381","","","","","",""
"03038130","A03038130","--- Marrajo sardinero (Lamna nasus)","",6,"030381","","","","","",""
"03038140","A03038140","--- Tintoreras (Prionace glauca)","",6,"030381","","","","","",""
"03038190","A03038190","--- Los demás","",6,"030381","","","","","",""
"03038200","A03038200","-- Rayas (Rajidae)","",5,"030382","","","","","",""
"03038300","A03038300","-- Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)","",5,"030383","","","","","",""
"030384","A030384","-- Róbalos (Dicentrarchus spp.)","",5,"030384","","","","","",""
"03038410","A03038410","--- Lubinas (Dicentrarchus labrax)","",6,"030384","","","","","",""
"03038490","A03038490","--- Las demás","",6,"030384","","","","","",""
"030389","A030389","-- Los demás","",5,"030389","","","","","",""
"03038910","A03038910","--- De agua dulce","",6,"030389","","","","","",""
"_030389211","A030389211","--- Los demás","",6,"030389","","","","","",""
"_030389212","A030389212","---- Pescados del género Euthynnus (excepto los listados o bonitos de vientre rayado (Euthynnus [Katsuwonus] pelamis) de la subpartida 030343 y excepto las bacoretas orientales (Euthynnus affinis) de la subpartida 030359)","",7,"030389","","","","","",""
"03038921","A03038921","----- Destinados a la fabricación industrial de productos de la partida 1604","",8,"030389","","","","","",""
"03038929","A03038929","----- Los demás","",8,"030389","","","","","",""
"_030389311","A030389311","---- Gallinetas nórdicas (Sebastes spp.)","",7,"030389","","","","","",""
"03038931","A03038931","----- De la especie Sebastes marinus","",8,"030389","","","","","",""
"03038939","A03038939","----- Los demás","",8,"030389","","","","","",""
"03038940","A03038940","---- Tasartes (Orcynopsis unicolor)","",7,"030389","","","","","",""
"03038950","A03038950","---- Las especies Dentex dentex y Pagellus spp.","",7,"030389","","","","","",""
"03038955","A03038955","---- Pargos dorados (Sparus aurata)","",7,"030389","","","","","",""
"03038960","A03038960","---- Japutas (Brama spp.)","",7,"030389","","","","","",""
"03038965","A03038965","---- Rapes (Lophius spp.)","",7,"030389","","","","","",""
"03038970","A03038970","---- Rosadas (Genypterus blacodes)","",7,"030389","","","","","",""
"03038990","A03038990","---- Los demás","",7,"030389","","","","","",""
"_030391","A030391","- Hígados, huevas, lechas, aletas, cabezas,colas, vejigas natatorias y demás despojos comestibles de pescado","",4,"0303","","","","","",""
"030391","A0303910","-- Hígados, huevas y lechas","",5,"030391","","","","","",""
"03039110","A03039110","--- Huevas y lechas de pescado, destinadas a la producción del ácido desoxirribonucleico o de sulfato de protamina","",6,"030391","","","","","",""
"03039190","A03039190","--- Los demás","",6,"030391","","","","","",""
"03039200","A03039200","-- Aletas de tiburón","",5,"030392","","","","","",""
"03039900","A03039900","-- Los demás","",5,"030399","","","","","",""
"0304","A0304","Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados","",3,"03","","","","","",""
"_030431","A030431","- Filetes frescos o refrigerados de tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., My","",4,"0304","","","","","",""
"03043100","A03043100","-- Tilapias (Oreochromis spp.)","",5,"030431","","","","","",""
"03043200","A03043200","-- Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","",5,"030432","","","","","",""
"03043300","A03043300","-- Percas del Nilo (Lates niloticus)","",5,"030433","","","","","",""
"03043900","A03043900","-- Los demás","",5,"030439","","","","","",""
"_030441","A030441","- Filetes de los demás pescados, frescos o refrigerados","",4,"0304","","","","","",""
"03044100","A03044100","-- Salmones del pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho","",5,"030441","","","","","",""
"030442","A030442","-- Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)","",5,"030442","","","","","",""
"04069076","A04069076","------- Danbo, fontal, fontina, fynbo, havarti, maribo, samso","",10,"040690","","","","","",""
"04069078","A04069078","------- Gouda","",10,"040690","","","","","",""
"04069079","A04069079","------- Esrom, itálico, kernhem, saint-nectaire, saint-paulin, taleggio","",10,"040690","","","","","",""
"04069081","A04069081","------- Cantal, cheshire, wensleydale, lancashire, double gloucester, blarney, colby, monterey","",10,"040690","","","","","",""
"04069082","A04069082","------- Camembert","",10,"040690","","","","","",""
"04069084","A04069084","------- Brie","",10,"040690","","","","","",""
"04069085","A04069085","------- Kefalograviera, kasseri","",10,"040690","","","","","",""
"_040690861","A040690861","------- Los demás quesos, con un contenido de agua en la materia no grasa","",10,"040690","","","","","",""
"04069086","A04069086","-------- Superior al 47 % pero inferior o igual al 52 % en peso","",11,"040690","","","","","",""
"04069089","A04069089","-------- Superior al 52 % pero inferior o igual al 62 % en peso","",11,"040690","","","","","",""
"04069092","A04069092","-------- Superior al 62 % pero inferior o igual al 72 % en peso","",11,"040690","","","","","",""
"04069093","A04069093","------ Superior al 72 % en peso","",9,"040690","","","","","",""
"04069099","A04069099","----- Los demás","",8,"040690","","","","","",""
"0407","A0407","Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos","",3,"04","","","","","",""
"_040711","A040711","- Huevos fecundados para incubación","",4,"0407","","","","","",""
"04071100","A04071100","-- De gallina de la especie Gallus domesticus","",5,"040711","","","","","",""
"040719","A040719","-- Los demás","",5,"040719","","","","","",""
"_040719111","A040719111","--- De aves de corral, distintos de los de las aves de la especie Gallus domesticus","",6,"040719","","","","","",""
"04071911","A04071911","---- De pava o de gansa","",7,"040719","","","","","",""
"04071919","A04071919","---- Los demás","",7,"040719","","","","","",""
"04071990","A04071990","--- Los demás","",6,"040719","","","","","",""
"_040721","A040721","- Los demás huevos frescos","",4,"0407","","","","","",""
"04072100","A04072100","-- De gallina de la especie Gallus domesticus","",5,"040721","","","","","",""
"040729","A040729","-- Los demás","",5,"040729","","","","","",""
"04072910","A04072910","--- De aves de corral, distintos de los de las aves de la especie Gallus domesticus","",6,"040729","","","","","",""
"04072990","A04072990","--- Los demás","",6,"040729","","","","","",""
"040790","A040790","- Los demás","",4,"0407","","","","","",""
"04079010","A04079010","-- De aves de corral","",5,"040790","","","","","",""
"04079090","A04079090","-- Los demás","",5,"040790","","","","","",""
"0408","A0408","Huevos de ave sin cáscara (cascarón) y yemas de huevo, frescos, secos, cocidos en agua o vapor, moldeados, congelados o conservados de otro modo, incluso con adición de azúcar u otro edulcorante","",3,"04","","","","","",""
"_040811","A040811","- Yemas de huevo","",4,"0408","","","","","",""
"040811","A0408110","-- Secas","",5,"040811","","","","","",""
"04081120","A04081120","--- Impropias para el consumo humano","",6,"040811","","","","","",""
"04081180","A04081180","--- Las demás","",6,"040811","","","","","",""
"040819","A040819","-- Las demás","",5,"040819","","","","","",""
"04081920","A04081920","--- Impropias para el consumo humano","",6,"040819","","","","","",""
"_040819811","A040819811","--- Las demás","",6,"040819","","","","","",""
"04081981","A04081981","---- Líquidas","",7,"040819","","","","","",""
"04081989","A04081989","---- Las demás, incluso congeladas","",7,"040819","","","","","",""
"_040891","A040891","- Los demás","",4,"0408","","","","","",""
"040891","A0408910","-- Secos","",5,"040891","","","","","",""
"04089120","A04089120","--- Impropios para el consumo humano","",6,"040891","","","","","",""
"04089180","A04089180","--- Los demás","",6,"040891","","","","","",""
"040899","A040899","-- Los demás","",5,"040899","","","","","",""
"04089920","A04089920","--- Impropios para el consumo humano","",6,"040899","","","","","",""
"04089980","A04089980","--- Los demás","",6,"040899","","","","","",""
"04090000","A04090000","Miel natural","",3,"04","","","","","",""
"04100000","A04100000","Productos comestibles de origen animal no expresados ni comprendidos en otra parte","",3,"04","","","","","",""
"05","A05","CAPÍTULO 5 - LOS DEMÁS PRODUCTOS DE ORIGEN ANIMAL NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE","",2,"I","","","","","",""
"05010000","A05010000","Cabello en bruto, incluso lavado o desgrasado; desperdicios de cabello","",3,"05","","","","","",""
"0502","A0502","Cerdas de cerdo o de jabalí; pelo de tejón y demás pelos para cepillería; desperdicios de dichas cerdas o pelos","",3,"05","","","","","",""
"05021000","A05021000","- Cerdas de cerdo o de jabalí y sus desperdicios","",4,"0502","","","","","",""
"05029000","A05029000","- Los demás","",4,"0502","","","","","",""
"05040000","A05040000","Tripas, vejigas y estómagos de animales, excepto los de pescado, enteros o en trozos, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados","",3,"05","","","","","",""
"0505","A0505","Pieles y demás partes de ave, con sus plumas o plumón, plumas y partes de plumas (incluso recortadas) y plumón, en bruto o simplemente limpiados, desinfectados o preparados para su conservación; polvo y desperdicios de plumas o de partes de plumas","",3,"05","","","","","",""
"050510","A050510","- Plumas de las utilizadas para relleno; plumón","",4,"0505","","","","","",""
"05051010","A05051010","-- En bruto","",5,"050510","","","","","",""
"05051090","A05051090","-- Las demás","",5,"050510","","","","","",""
"05059000","A05059000","- Los demás","",4,"0505","","","","","",""
"0506","A0506","Huesos y núcleos córneos, en bruto, desgrasados, simplemente preparados (pero sin cortar en forma determinada), acidulados o desgelatinizados; polvo y desperdicios de estas materias","",3,"05","","","","","",""
"05061000","A05061000","- Oseína y huesos acidulados","",4,"0506","","","","","",""
"05069000","A05069000","- Los demás","",4,"0506","","","","","",""
"0507","A0507","Marfil, concha (caparazón) de tortuga, ballenas de mamíferos marinos (incluidas las barbas), cuernos, astas, cascos, pezuñas, uñas, garras y picos, en bruto o simplemente preparados, pero sin cortar en forma determinada; polvo y desperdicios de estas mate","",3,"05","","","","","",""
"05071000","A05071000","- Marfil; polvo y desperdicios de marfil","",4,"0507","","","","","",""
"05079000","A05079000","- Los demás","",4,"0507","","","","","",""
"05080000","A05080000","Coral y materias similares, en bruto o simplemente preparados, pero sin otro trabajo; valvas y caparazones de moluscos, crustáceos o equinodermos, y jibiones, en bruto o simplemente preparados, pero sin cortar en forma determinada, incluso en polvo y desp","",3,"05","","","","","",""
"05100000","A05100000","Ámbar gris, castóreo, algalia y almizcle; cantáridas; bilis, incluso desecada; glándulas y demás sustancias de origen animal utilizadas para la preparación de productos farmacéuticos, frescas, refrigeradas, congeladas o conservadas provisionalmente de otr","",3,"05","","","","","",""
"0511","A0511","Productos de origen animal no expresados ni comprendidos en otra parte; animales muertos de los Capítulos 1 o 3, impropios para la alimentación humana","",3,"05","","","","","",""
"05111000","A05111000","- Semen de bovino","",4,"0511","","","","","",""
"_051191","A051191","- Los demás","",4,"0511","","","","","",""
"051191","A0511910","-- Productos de pescado o de crustáceos, moluscos o demás invertebrados acuáticos; animales muertos del Capítulo 3","",5,"051191","","","","","",""
"05119110","A05119110","--- Desperdicios de pescado","",6,"051191","","","","","",""
"05119190","A05119190","--- Los demás","",6,"051191","","","","","",""
"051199","A051199","-- Los demás","",5,"051199","","","","","",""
"05119910","A05119910","--- Tendones, nervios, recortes y otros desperdicios similares de piel en bruto","",6,"051199","","","","","",""
"_051199311","A051199311","--- Esponjas naturales de origen animal","",6,"051199","","","","","",""
"05119931","A05119931","---- En bruto","",7,"051199","","","","","",""
"05119939","A05119939","---- Las demás","",7,"051199","","","","","",""
"05119985","A05119985","--- Los demás","",6,"051199","","","","","",""
"II","B","SECCIÓN II - PRODUCTOS DEL REINO VEGETAL","",1,"","","","","","",""
"06","B06","CAPÍTULO 6 - PLANTAS VIVAS Y PRODUCTOS DE LA FLORICULTURA","",2,"II","","","","","",""
"0601","B0601","Bulbos, cebollas, tubérculos, raíces y bulbos tuberosos, turiones y rizomas, en reposo vegetativo, en vegetación o en flor; plantas y raíces de achicoria, excepto las raíces de la partida 1212","",3,"06","","","","","",""
"060110","B060110","- Bulbos, cebollas, tubérculos, raíces y bulbos tuberosos, turiones y rizomas, en reposo vegetativo","",4,"0601","","","","","",""
"06011010","B06011010","-- Jacintos","",5,"060110","","","","","",""
"06011020","B06011020","-- Narcisos","",5,"060110","","","","","",""
"06011030","B06011030","-- Tulipanes","",5,"060110","","","","","",""
"06011040","B06011040","-- Gladiolos","",5,"060110","","","","","",""
"06011090","B06011090","-- Los demás","",5,"060110","","","","","",""
"060120","B060120","- Bulbos, cebollas, tubérculos, raíces y bulbos tuberosos, turiones y rizomas, en vegetación o en flor; plantas y raíces de achicoria","",4,"0601","","","","","",""
"06012010","B06012010","-- Plantas y raíces de achicoria","",5,"060120","","","","","",""
"06012030","B06012030","-- Orquídeas, jacintos, narcisos y tulipanes","",5,"060120","","","","","",""
"06012090","B06012090","-- Los demás","",5,"060120","","","","","",""
"0602","B0602","Las demás plantas vivas (incluidas sus raíces), esquejes e injertos; micelios","",3,"06","","","","","",""
"060210","B060210","- Esquejes sin enraizar e injertos","",4,"0602","","","","","",""
"06021010","B06021010","-- De vid","",5,"060210","","","","","",""
"06021090","B06021090","-- Los demás","",5,"060210","","","","","",""
"060220","B060220","- Árboles, arbustos y matas, de frutas o de otros frutos comestibles, incluso injertados","",4,"0602","","","","","",""
"06022010","B06022010","-- Plantas de vid, injertadas o con raíces (barbados)","",5,"060220","","","","","",""
"_060220201","B060220201","-- Los demás","",5,"060220","","","","","",""
"06022020","B06022020","--- Con raíces desnudas","",6,"060220","","","","","",""
"_060220301","B060220301","--- Los demás","",6,"060220","","","","","",""
"06022030","B06022030","---- Agrios (cítricos)","",7,"060220","","","","","",""
"06022080","B06022080","---- Los demás","",7,"060220","","","","","",""
"06023000","B06023000","- Rododendros y azaleas, incluso injertados","",4,"0602","","","","","",""
"06024000","B06024000","- Rosales, incluso injertados","",4,"0602","","","","","",""
"060290","B060290","- Los demás","",4,"0602","","","","","",""
"06029010","B06029010","-- Micelios","",5,"060290","","","","","",""
"06029020","B06029020","-- Plantas de piña (ananá)","",5,"060290","","","","","",""
"06029030","B06029030","-- Plantas de hortalizas y plantas de fresas","",5,"060290","","","","","",""
"_060290411","B060290411","-- Los demás","",5,"060290","","","","","",""
"_060290412","B060290412","--- Plantas de exterior","",6,"060290","","","","","",""
"_060290413","B060290413","---- Árboles, arbustos y matas de tallo leñoso","",7,"060290","","","","","",""
"06029041","B06029041","----- Forestales","",8,"060290","","","","","",""
"_060290451","B060290451","----- Los demás","",8,"060290","","","","","",""
"06029045","B06029045","------ Esquejes enraizados y plantas jóvenes","",9,"060290","","","","","",""
"_060290461","B060290461","------ Los demás","",9,"060290","","","","","",""
"06029046","B06029046","------- Con raíces desnudas","",10,"060290","","","","","",""
"_060290471","B060290471","------- Los demás","",10,"060290","","","","","",""
"06029047","B06029047","-------- Coníferas y plantas de hoja perenne","",11,"060290","","","","","",""
"06029048","B06029048","-------- Los demás","",11,"060290","","","","","",""
"06029050","B06029050","---- Las demás plantas de exterior","",7,"060290","","","","","",""
"_060290701","B060290701","--- Plantas de interior","",6,"060290","","","","","",""
"06029070","B06029070","---- Esquejes enraizados y plantas jóvenes (excepto las cactáceas)","",7,"060290","","","","","",""
"_060290911","B060290911","---- Las demás","",7,"060290","","","","","",""
"06029091","B06029091","----- Plantas de flores, en capullo o en flor (excepto las cactáceas)","",8,"060290","","","","","",""
"06029099","B06029099","----- Las demás","",8,"060290","","","","","",""
"0603","B0603","Flores y capullos, cortados para ramos o adornos, frescos, secos, blanqueados, teñidos, impregnados o preparados de otra forma","",3,"06","","","","","",""
"_060311","B060311","- Frescos","",4,"0603","","","","","",""
"06031100","B06031100","-- Rosas","",5,"060311","","","","","",""
"06031200","B06031200","-- Claveles","",5,"060312","","","","","",""
"06031300","B06031300","-- Orquídeas","",5,"060313","","","","","",""
"06031400","B06031400","-- Crisantemos","",5,"060314","","","","","",""
"06031500","B06031500","-- Azucenas (Lilium spp.)","",5,"060315","","","","","",""
"060319","B060319","-- Los demás","",5,"060319","","","","","",""
"06031910","B06031910","--- Gladiolos","",6,"060319","","","","","",""
"06031920","B06031920","--- Ranúnculos","",6,"060319","","","","","",""
"06031970","B06031970","--- Los demás","",6,"060319","","","","","",""
"06039000","B06039000","- Los demás","",4,"0603","","","","","",""
"0604","B0604","Follaje, hojas, ramas y demás partes de plantas, sin flores ni capullos, y hierbas, musgos y líquenes, para ramos o adornos, frescos, secos, blanqueados, teñidos, impregnados o preparados de otra forma","",3,"06","","","","","",""
"060420","B060420","- Frescos","",4,"0604","","","","","",""
"_060420111","B060420111","-- Musgos y líquenes","",5,"060420","","","","","",""
"06042011","B06042011","--- Liquen de los renos","",6,"060420","","","","","",""
"06042019","B06042019","--- Los demás","",6,"060420","","","","","",""
"06042020","B06042020","-- Árboles de Navidad","",5,"060420","","","","","",""
"06042040","B06042040","-- Ramas de coníferas","",5,"060420","","","","","",""
"06042090","B06042090","-- Los demás","",5,"060420","","","","","",""
"060490","B060490","- Los demás","",4,"0604","","","","","",""
"_060490111","B060490111","-- Musgos y líquenes","",5,"060490","","","","","",""
"06049011","B06049011","--- Liquen de los renos","",6,"060490","","","","","",""
"06049019","B06049019","--- Los demás","",6,"060490","","","","","",""
"_060490911","B060490911","-- Los demás","",5,"060490","","","","","",""
"06049091","B06049091","--- Simplemente secos","",6,"060490","","","","","",""
"06049099","B06049099","--- Los demás","",6,"060490","","","","","",""
"07","B07","CAPÍTULO 7 - HORTALIZAS, PLANTAS, RAÍCES Y TUBÉRCULOS ALIMENTICIOS","",2,"II","","","","","",""
"0701","B0701","Patatas (papas) frescas o refrigeradas","",3,"07","","","","","",""
"07011000","B07011000","- Para siembra","",4,"0701","","","","","",""
"070190","B070190","- Las demás","",4,"0701","","","","","",""
"07019010","B07019010","-- Que se destinen a la fabricación de fécula","",5,"070190","","","","","",""
"_070190501","B070190501","-- Las demás","",5,"070190","","","","","",""
"07019050","B07019050","--- Tempranas, del 1 de enero al 30 de junio","",6,"070190","","","","","",""
"07019090","B07019090","--- Las demás","",6,"070190","","","","","",""
"07020000","B07020000","Tomates frescos o refrigerados","",3,"07","","","","","",""
"0703","B0703","Cebollas, chalotes, ajos, puerros y demás hortalizas aliáceas, frescos o refrigerados","",3,"07","","","","","",""
"070310","B070310","- Cebollas y chalotes","",4,"0703","","","","","",""
"_070310111","B070310111","-- Cebollas","",5,"070310","","","","","",""
"07031011","B07031011","--- Para simiente","",6,"070310","","","","","",""
"07031019","B07031019","--- Las demás","",6,"070310","","","","","",""
"07031090","B07031090","-- Chalotes","",5,"070310","","","","","",""
"07032000","B07032000","- Ajos","",4,"0703","","","","","",""
"07039000","B07039000","- Puerros y demás hortalizas aliáceas","",4,"0703","","","","","",""
"0704","B0704","Coles, incluidos los repollos, coliflores, coles rizadas, colinabos y productos comestibles similares del género Brassica, frescos o refrigerados","",3,"07","","","","","",""
"07041000","B07041000","- Coliflores y brécoles","",4,"0704","","","","","",""
"07042000","B07042000","- Coles (repollitos) de Bruselas","",4,"0704","","","","","",""
"070490","B070490","- Los demás","",4,"0704","","","","","",""
"07049010","B07049010","-- Coles blancas y rojas (lombardas)","",5,"070490","","","","","",""
"07049090","B07049090","-- Los demás","",5,"070490","","","","","",""
"0705","B0705","Lechugas (Lactuca sativa) y achicorias, comprendidas la escarola y la endibia (Cichorium spp.), frescas o refrigeradas","",3,"07","","","","","",""
"_070511","B070511","- Lechugas","",4,"0705","","","","","",""
"07051100","B07051100","-- Repolladas","",5,"070511","","","","","",""
"07051900","B07051900","-- Las demás","",5,"070519","","","","","",""
"_070521","B070521","- Achicorias, comprendidas la escarola y la endibia","",4,"0705","","","","","",""
"07052100","B07052100","-- Endibia witloof (Cichorium intybus var. foliosum)","",5,"070521","","","","","",""
"07052900","B07052900","-- Las demás","",5,"070529","","","","","",""
"0706","B0706","Zanahorias, nabos, remolachas para ensalada, salsifíes, apionabos, rábanos y raíces comestibles similares, frescos o refrigerados","",3,"07","","","","","",""
"07061000","B07061000","- Zanahorias y nabos","",4,"0706","","","","","",""
"070690","B070690","- Los demás","",4,"0706","","","","","",""
"07069010","B07069010","-- Apionabos","",5,"070690","","","","","",""
"07069030","B07069030","-- Rábanos rusticanos (Cochlearia armoracia)","",5,"070690","","","","","",""
"07069090","B07069090","-- Los demás","",5,"070690","","","","","",""
"070700","B0707","Pepinos y pepinillos, frescos o refrigerados","",3,"07","","","","","",""
"07070005","B07070005","- Pepinos","",4,"0707","","","","","",""
"07070090","B07070090","- Pepinillos","",4,"0707","","","","","",""
"0708","B0708","Hortalizas de vaina, aunque estén desvainadas, frescas o refrigeradas","",3,"07","","","","","",""
"07081000","B07081000","- Guisantes (arvejas, chícharos) (Pisum sativum)","",4,"0708","","","","","",""
"07082000","B07082000","- Judías (porotos, alubias, frijoles, fréjoles) (Vigna spp., Phaseolus spp.)","",4,"0708","","","","","",""
"07089000","B07089000","- Las demás","",4,"0708","","","","","",""
"0709","B0709","Las demás hortalizas, frescas o refrigeradas","",3,"07","","","","","",""
"03044210","A03044210","--- De la especie Oncorhynchus mykiss de peso superior a 400 g por unidad","",6,"030442","","","","","",""
"03044250","A03044250","--- De las especies Oncorhynchus apache y Oncorhynchus chrysogaster","",6,"030442","","","","","",""
"03044290","A03044290","--- Las demás","",6,"030442","","","","","",""
"03044300","A03044300","-- Pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae)","",5,"030443","","","","","",""
"030444","A030444","-- Pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae","",5,"030444","","","","","",""
"03044410","A03044410","--- Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus) y bacalaos polares (Boreogadus saida)","",6,"030444","","","","","",""
"03044430","A03044430","--- Carboneros (Pollachius virens)","",6,"030444","","","","","",""
"03044490","A03044490","--- Los demás","",6,"030444","","","","","",""
"03044500","A03044500","-- Peces espada (Xiphias gladius)","",5,"030445","","","","","",""
"03044600","A03044600","-- Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)","",5,"030446","","","","","",""
"030447","A030447","-- Cazones y demás escualos","",5,"030447","","","","","",""
