"COD","CODINTEGR","TITULO","TITABREV","NIVEL","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA"
"030249","A030249","-- Los demás","",5,"030249","","","","","",""
"_030249111","A030249111","--- Bacoretas orientales (Euthynnus affinis)","",6,"030249","","","","","",""
"03024911","A03024911","---- Destinados a la fabricación industrial de productos de la partida 1604","",7,"030249","","","","","",""
"03024919","A03024919","---- Los demás","",7,"030249","","","","","",""
"03024990","A03024990","--- Los demás","",6,"030249","","","","","",""
"_030251","A030251","- Pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae, excepto los despojos comestibles de pescado de las subpartidas 030291 a 030299","",4,"0302","","","","","",""
"030251","A0302510","-- Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)","",5,"030251","","","","","",""
"03025110","A03025110","--- De la especie Gadus morhua","",6,"030251","","","","","",""
"03025190","A03025190","--- Los demás","",6,"030251","","","","","",""
"03025200","A03025200","-- Eglefinos (Melanogrammus aeglefinus)","",5,"030252","","","","","",""
"03025300","A03025300","-- Carboneros (Pollachius virens)","",5,"030253","","","","","",""
"030254","A030254","-- Merluzas (Merluccius spp., Urophycis spp.)","",5,"030254","","","","","",""
"_030254111","A030254111","--- Merluza del género Merluccius","",6,"030254","","","","","",""
"03025411","A03025411","---- Merluza del Cabo (Merluccius capensis) y merluza de altura (Merluccius paradoxus)","",7,"030254","","","","","",""
"03025415","A03025415","---- Merluza austral (merluza sureña) (Merluccius australis)","",7,"030254","","","","","",""
"03025419","A03025419","---- Los demás","",7,"030254","","","","","",""
"03025490","A03025490","--- Merluza del género Urophycis","",6,"030254","","","","","",""
"03025500","A03025500","-- Abadejos de Alaska (Theragra chalcogramma)","",5,"030255","","","","","",""
"03025600","A03025600","-- Bacaladillas (Micromesistius poutassou, Micromesistius australis)","",5,"030256","","","","","",""
"030259","A030259","-- Los demás","",5,"030259","","","","","",""
"03025910","A03025910","--- Bacalaos polares (Boreogadus saida)","",6,"030259","","","","","",""
"03025920","A03025920","--- Merlanes (Merlangius merlangus)","",6,"030259","","","","","",""
"03025930","A03025930","--- Abadejos (Pollachius pollachius)","",6,"030259","","","","","",""
"03025940","A03025940","--- Maruca y escolanos (Molva spp.)","",6,"030259","","","","","",""
"03025990","A03025990","--- Los demás","",6,"030259","","","","","",""
"_030271","A030271","- Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp.,Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, ","",4,"0302","","","","","",""
"03027100","A03027100","-- Tilapias (Oreochromis spp.)","",5,"030271","","","","","",""
"03027200","A03027200","-- Bagres o pez gato (Pangasius spp., Silurus spp., Clariasspp., Ictalurus spp.)","",5,"030272","","","","","",""
"03027300","A03027300","-- Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","",5,"030273","","","","","",""
"03027400","A03027400","-- Anguilas (Anguilla spp.)","",5,"030274","","","","","",""
"03027900","A03027900","-- Los demás","",5,"030279","","","","","",""
"_030281","A030281","- Los demás pescados, excepto los despojos comestibles de pescado de las subpartidas 030291 a 030299","",4,"0302","","","","","",""
"030281","A0302810","-- Cazones y demás escualos","",5,"030281","","","","","",""
"03028115","A03028115","--- Mielgas (Squalus acanthias)y pintarrojas (Scyliorhinus spp.)","",6,"030281","","","","","",""
"03028130","A03028130","--- Marrajo sardinero (Lamna nasus)","",6,"030281","","","","","",""
"03028140","A03028140","--- Tintoreras (Prionace glauca)","",6,"030281","","","","","",""
"03028180","A03028180","--- Los demás","",6,"030281","","","","","",""
"03028200","A03028200","-- Rayas (Rajidae)","",5,"030282","","","","","",""
"03028300","A03028300","-- Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)","",5,"030283","","","","","",""
"030284","A030284","-- Róbalos (Dicentrarchus spp.)","",5,"030284","","","","","",""
"03028410","A03028410","--- Róbalos o lubinas (Dicentrarchus labrax)","",6,"030284","","","","","",""
"03028490","A03028490","--- Los demás","",6,"030284","","","","","",""
"030285","A030285","-- Sargos (doradas, espáridos) (Sparidae)","",5,"030285","","","","","",""
"03028510","A03028510","--- De las especies Dentex dentex y Pagellus spp.","",6,"030285","","","","","",""
"03028530","A03028530","--- Pargos dorados (Sparus aurata)","",6,"030285","","","","","",""
"03028590","A03028590","--- Los demás","",6,"030285","","","","","",""
"030289","A030289","-- Los demás","",5,"030289","","","","","",""
"03028910","A03028910","--- De agua dulce","",6,"030289","","","","","",""
"_030289211","A030289211","--- Los demás","",6,"030289","","","","","",""
"_030289212","A030289212","---- Pescados del género Euthynnus (excepto los listados o bonitos de vientre rayado (Euthynnus [Katsuwonus] pelamis) de la subpartida 030233 y excepto las bacoretas orientales (Euthynnus affinis) de la subpartida 030249)","",7,"030289","","","","","",""
"03028921","A03028921","----- Destinados a la fabricación industrial de productos de la partida 1604","",8,"030289","","","","","",""
"03028929","A03028929","----- Los demás","",8,"030289","","","","","",""
"_030289311","A030289311","---- Gallinetas nórdicas (Sebastes spp.)","",7,"030289","","","","","",""
"03028931","A03028931","----- De la especie Sebastes marinus","",8,"030289","","","","","",""
"03028939","A03028939","----- Los demás","",8,"030289","","","","","",""
"03028940","A03028940","---- Japutas (Brama spp.)","",7,"030289","","","","","",""
"03028950","A03028950","---- Rapes (Lophius spp.)","",7,"030289","","","","","",""
"03028960","A03028960","---- Rosadas (Genypterus blacodes)","",7,"030289","","","","","",""
"03028990","A03028990","---- Los demás","",7,"030289","","","","","",""
"_030291","A030291","- Hígados, huevas, lechas, aletas, cabezas,colas, vejigas natatorias y demás despojos comestibles de pescado","",4,"0302","","","","","",""
"03029100","A03029100","-- Hígados, huevas y lechas","",5,"030291","","","","","",""
"03029200","A03029200","-- Aletas de tiburón","",5,"030292","","","","","",""
"03029900","A03029900","-- Los demás","",5,"030299","","","","","",""
"0303","A0303","Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304)","",3,"03","","","","","",""
"_030311","A030311","- Salmónidos, excepto los despojos comestibles de pescado de las subpartidas 030391 a 030399","",4,"0303","","","","","",""
"03031100","A03031100","-- Salmones rojos (Oncorhynchus nerka)","",5,"030311","","","","","",""
"03031200","A03031200","-- Los demás salmones del Pacífico (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus)","",5,"030312","","","","","",""
"03031300","A03031300","-- Salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)","",5,"030313","","","","","",""
"030314","A030314","-- Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)","",5,"030314","","","","","",""
"03031410","A03031410","--- De las especies Oncorhynchus apache y Oncorhynchus chrysogaster","",6,"030314","","","","","",""
"03031420","A03031420","--- De la especie Oncorhynchus mykiss, sin descabezar, con branquias y evisceradas, de peso superior a 1,2 kg por unidad, o descabezadas, sin branquias y evisceradas, de peso superior a 1 kg por unidad","",6,"030314","","","","","",""
"03031490","A03031490","--- Las demás","",6,"030314","","","","","",""
"03031900","A03031900","-- Los demás","",5,"030319","","","","","",""
"_030323","A030323","- Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp.,Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, ","",4,"0303","","","","","",""
"03032300","A03032300","-- Tilapias (Oreochromis spp.)","",5,"030323","","","","","",""
"03032400","A03032400","-- Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","",5,"030324","","","","","",""
"03032500","A03032500","-- Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","",5,"030325","","","","","",""
"03032600","A03032600","-- Anguilas (Anguilla spp.)","",5,"030326","","","","","",""
"03032900","A03032900","-- Los demás","",5,"030329","","","","","",""
"_030331","A030331","- Pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae), excepto los despojos comestibles de pescado de las subpartidas 030391 a 030399","",4,"0303","","","","","",""
"030331","A0303310","-- Fletanes («halibut») (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)","",5,"030331","","","","","",""
"03033110","A03033110","--- Fletán («halibut») negro (Reinhardtius hippoglossoides)","",6,"030331","","","","","",""
"03033130","A03033130","--- Fletán («halibut») atlántico (Hippoglossus hippoglossus)","",6,"030331","","","","","",""
"03033190","A03033190","--- Fletán («halibut») del Pacífico (Hippoglossus stenolepis)","",6,"030331","","","","","",""
"03033200","A03033200","-- Sollas (Pleuronectes platessa)","",5,"030332","","","","","",""
"03033300","A03033300","-- Lenguados (Solea spp.)","",5,"030333","","","","","",""
"03033400","A03033400","-- Rodaballos («turbots») (Psetta maxima)","",5,"030334","","","","","",""
"030339","A030339","-- Los demás","",5,"030339","","","","","",""
"03033910","A03033910","--- Platija (Platichthys flesus)","",6,"030339","","","","","",""
"03033930","A03033930","--- Pescados del género Rhombosolea","",6,"030339","","","","","",""
"03033950","A03033950","--- Pescados de las especiesPelotreis flavilatus y Peltorhamphus novaezelandiae","",6,"030339","","","","","",""
"03033985","A03033985","--- Los demás","",6,"030339","","","","","",""
"_030341","A030341","- Atunes (del género Thunnus), listados o bonitos de vientre rayado [Euthynnus (Katsuwonus) pelamis], excepto los despojos comestibles de pescado de las subpartidas 030391 a 030399","",4,"0303","","","","","",""
"030341","A0303410","-- Albacoras o atunes blancos (Thunnus alalunga)","",5,"030341","","","","","",""
"03034110","A03034110","--- Destinados a la fabricación industrial de productos de la partida 1604","",6,"030341","","","","","",""
"03034190","A03034190","--- Los demás","",6,"030341","","","","","",""
"030342","A030342","-- Atunes de aleta amarilla (rabiles) (Thunnus albacares)","",5,"030342","","","","","",""
"03034220","A03034220","--- Destinados a la fabricación industrial de productos de la partida 1604","",6,"030342","","","","","",""
"03034290","A03034290","--- Los demás","",6,"030342","","","","","",""
"030343","A030343","-- Listados o bonitos de vientre rayado","",5,"030343","","","","","",""
"03034310","A03034310","--- Destinados a la fabricación industrial de productos de la partida 1604","",6,"030343","","","","","",""
"03034390","A03034390","--- Los demás","",6,"030343","","","","","",""
"030344","A030344","-- Patudos o atunes ojo grande (Thunnus obesus)","",5,"030344","","","","","",""
"03034410","A03034410","--- Destinados a la fabricación industrial de productos de la partida 1604","",6,"030344","","","","","",""
"03034490","A03034490","--- Los demás","",6,"030344","","","","","",""
"030345","A030345","-- Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis)","",5,"030345","","","","","",""
"_030345121","A030345121","--- Atunes comunes o de aleta azul del Atlántico (Thunnus thynnus)","",6,"030345","","","","","",""
"03034512","A03034512","---- Destinados a la fabricación industrial de productos de la partida 1604","",7,"030345","","","","","",""
"03034518","A03034518","---- Los demás","",7,"030345","","","","","",""
"_030345911","A030345911","--- Atunes comunes o de aleta azul del Pacífico (Thunnus orientalis)","",6,"030345","","","","","",""
"03034591","A03034591","---- Destinados a la fabricación industrial de productos de la partida 1604","",7,"030345","","","","","",""
"03034599","A03034599","---- Los demás","",7,"030345","","","","","",""
"030346","A030346","-- Atunes del sur (Thunnus maccoyii)","",5,"030346","","","","","",""
"03034610","A03034610","--- Destinados a la fabricación industrial de productos de la partida 1604","",6,"030346","","","","","",""
"03034690","A03034690","--- Los demás","",6,"030346","","","","","",""
"030349","A030349","-- Los demás","",5,"030349","","","","","",""
"03034920","A03034920","--- Destinados a la fabricación industrial de productos de la partida 1604","",6,"030349","","","","","",""
"03034985","A03034985","--- Los demás","",6,"030349","","","","","",""
"_030351","A030351","- Arenques (Clupea harengus, Clupea pallasii), anchoas (Engraulis spp.), sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.), espadines (Sprattus sprattus), caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus), cab","",4,"0303","","","","","",""
"03035100","A03035100","-- Arenques (Clupea harengus, Clupea pallasii)","",5,"030351","","","","","",""
"030353","A030353","-- Sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.) y espadines (Sprattus sprattus)","",5,"030353","","","","","",""
"I","A","SECCIÓN I - ANIMALES VIVOS Y PRODUCTOS DEL REINO ANIMAL","",1,"","","","","","",""
"01","A01","CAPÍTULO 1 - ANIMALES VIVOS","",2,"I","","","","","",""
"0101","A0101","Caballos, asnos, mulos y burdéganos, vivos","",3,"01","","","","","",""
"_010121","A010121","- Caballos","",4,"0101","","","","","",""
"01012100","A01012100","-- Reproductores de raza pura","",5,"010121","","","","","",""
"010129","A010129","-- Los demás","",5,"010129","","","","","",""
"01012910","A01012910","--- Que se destinen al matadero","",6,"010129","","","","","",""
"01012990","A01012990","--- Los demás","",6,"010129","","","","","",""
"01013000","A01013000","- Asnos","",4,"0101","","","","","",""
"01019000","A01019000","- Los demás","",4,"0101","","","","","",""
"0102","A0102","Animales vivos de la especie bovina","",3,"01","","","","","",""
"_010221","A010221","- Bovinos domésticos","",4,"0102","","","","","",""
"010221","A0102210","-- Reproductores de raza pura","",5,"010221","","","","","",""
"01022110","A01022110","--- Terneras (que no hayan parido nunca)","",6,"010221","","","","","",""
"01022130","A01022130","--- Vacas","",6,"010221","","","","","",""
"01022190","A01022190","--- Los demás","",6,"010221","","","","","",""
"010229","A010229","-- Los demás","",5,"010229","","","","","",""
"01022905","A01022905","--- De los subgéneros Bibos o Poephagus","",6,"010229","","","","","",""
"_010229101","A010229101","--- Los demás","",6,"010229","","","","","",""
"01022910","A01022910","---- De peso inferior o igual a 80 kg","",7,"010229","","","","","",""
"_010229211","A010229211","---- De peso superior a 80 kg pero inferior o igual a 160 kg","",7,"010229","","","","","",""
"01022921","A01022921","----- Que se destinen al matadero","",8,"010229","","","","","",""
"01022929","A01022929","----- Los demás","",8,"010229","","","","","",""
"_010229411","A010229411","---- De peso superior a 160 kg pero inferior o igual a 300 kg","",7,"010229","","","","","",""
"01022941","A01022941","----- Que se destinen al matadero","",8,"010229","","","","","",""
"01022949","A01022949","----- Los demás","",8,"010229","","","","","",""
"_010229511","A010229511","---- De peso superior a 300 kg","",7,"010229","","","","","",""
"_010229512","A010229512","----- Terneras (que no hayan parido nunca)","",8,"010229","","","","","",""
"01022951","A01022951","------ Que se destinen al matadero","",9,"010229","","","","","",""
"01022959","A01022959","------ Los demás","",9,"010229","","","","","",""
"_010229611","A010229611","----- Vacas","",8,"010229","","","","","",""
"01022961","A01022961","------ Que se destinen al matadero","",9,"010229","","","","","",""
"01022969","A01022969","------ Las demás","",9,"010229","","","","","",""
"_010229911","A010229911","----- Los demás","",8,"010229","","","","","",""
"01022991","A01022991","------ Que se destinen al matadero","",9,"010229","","","","","",""
"01022999","A01022999","------ Los demás","",9,"010229","","","","","",""
"_010231","A010231","- Búfalos","",4,"0102","","","","","",""
"01023100","A01023100","-- Reproductores de raza pura","",5,"010231","","","","","",""
"010239","A010239","-- Los demás","",5,"010239","","","","","",""
"01023910","A01023910","--- De las especies domésticas","",6,"010239","","","","","",""
"01023990","A01023990","--- Los demás","",6,"010239","","","","","",""
"010290","A010290","- Los demás","",4,"0102","","","","","",""
"01029020","A01029020","-- Reproductores de raza pura","",5,"010290","","","","","",""
"_010290911","A010290911","-- Los demás","",5,"010290","","","","","",""
"01029091","A01029091","--- De las especies domésticas","",6,"010290","","","","","",""
"01029099","A01029099","--- Los demás","",6,"010290","","","","","",""
"0103","A0103","Animales vivos de la especie porcina","",3,"01","","","","","",""
"01031000","A01031000","- Reproductores de raza pura","",4,"0103","","","","","",""
"_010391","A010391","- Los demás","",4,"0103","","","","","",""
"010391","A0103910","-- De peso inferior a 50 kg","",5,"010391","","","","","",""
"01039110","A01039110","--- De las especies domésticas","",6,"010391","","","","","",""
"01039190","A01039190","--- Los demás","",6,"010391","","","","","",""
"010392","A010392","-- De peso superior o igual a 50 kg","",5,"010392","","","","","",""
"_010392111","A010392111","--- De las especies domésticas","",6,"010392","","","","","",""
"01039211","A01039211","---- Cerdas que hayan parido por lo menos una vez y con un peso superior o igual a 160 kg","",7,"010392","","","","","",""
"01039219","A01039219","---- Los demás","",7,"010392","","","","","",""
"01039290","A01039290","--- Los demás","",6,"010392","","","","","",""
"0104","A0104","Animales vivos de las especies ovina o caprina","",3,"01","","","","","",""
"010410","A010410","- De la especie ovina","",4,"0104","","","","","",""
"01041010","A01041010","-- Reproductores de raza pura","",5,"010410","","","","","",""
"_010410301","A010410301","-- Los demás","",5,"010410","","","","","",""
"01041030","A01041030","--- Corderos (que no tengan más de un año)","",6,"010410","","","","","",""
"01041080","A01041080","--- Los demás","",6,"010410","","","","","",""
"010420","A010420","- De la especie caprina","",4,"0104","","","","","",""
"01042010","A01042010","-- Reproductores de raza pura","",5,"010420","","","","","",""
"01042090","A01042090","-- Los demás","",5,"010420","","","","","",""
"0105","A0105","Gallos, gallinas, patos, gansos, pavos (gallipavos) y pintadas, de las especies domésticas, vivos","",3,"01","","","","","",""
"_010511","A010511","- De peso inferior o igual a 185 g","",4,"0105","","","","","",""
"010511","A0105110","-- Aves de la especie Gallus domesticus","",5,"010511","","","","","",""
"_010511111","A010511111","--- Pollitos hembras de selección y de multiplicación","",6,"010511","","","","","",""
"01051111","A01051111","---- Razas ponedoras","",7,"010511","","","","","",""
"01051119","A01051119","---- Los demás","",7,"010511","","","","","",""
"_010511911","A010511911","--- Los demás","",6,"010511","","","","","",""
"01051191","A01051191","---- Razas ponedoras","",7,"010511","","","","","",""
"01051199","A01051199","---- Los demás","",7,"010511","","","","","",""
"01051200","A01051200","-- Pavos (gallipavos)","",5,"010512","","","","","",""
"01051300","A01051300","-- Patos","",5,"010513","","","","","",""
"01051400","A01051400","-- Gansos","",5,"010514","","","","","",""
"01051500","A01051500","-- Pintadas","",5,"010515","","","","","",""
"_010594","A010594","- Los demás","",4,"0105","","","","","",""
"01059400","A01059400","-- Aves de la especie Gallus domesticus","",5,"010594","","","","","",""
"010599","A010599","-- Los demás","",5,"010599","","","","","",""
"01059910","A01059910","--- Patos","",6,"010599","","","","","",""
"01059920","A01059920","--- Gansos","",6,"010599","","","","","",""
"01059930","A01059930","--- Pavos (gallipavos)","",6,"010599","","","","","",""
"01059950","A01059950","--- Pintadas","",6,"010599","","","","","",""
"0106","A0106","Los demás animales vivos","",3,"01","","","","","",""
"_010611","A010611","- Mamíferos","",4,"0106","","","","","",""
"01061100","A01061100","-- Primates","",5,"010611","","","","","",""
"01061200","A01061200","-- Ballenas, delfines y marsopas (mamíferos del orden Cetacea); manatíes y dugones o dugongos (mamíferos del orden Sirenia); otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia)","",5,"010612","","","","","",""
"01061300","A01061300","-- Camellos y demás camélidos (Camelidae)","",5,"010613","","","","","",""
"010614","A010614","-- Conejos y liebres","",5,"010614","","","","","",""
"01061410","A01061410","--- Conejos domésticos","",6,"010614","","","","","",""
"01061490","A01061490","--- Los demás","",6,"010614","","","","","",""
"01061900","A01061900","-- Los demás","",5,"010619","","","","","",""
"01062000","A01062000","- Reptiles (incluidas las serpientes y tortugas de mar)","",4,"0106","","","","","",""
"_010631","A010631","- Aves","",4,"0106","","","","","",""
"01063100","A01063100","-- Aves de rapiña","",5,"010631","","","","","",""
"01063200","A01063200","-- Psitaciformes (incluidos los loros, guacamayos, cacatúas y demás papagayos)","",5,"010632","","","","","",""
"01063300","A01063300","-- Avestruces; emúes (Dromaius novaehollandiae)","",5,"010633","","","","","",""
"010639","A010639","-- Las demás","",5,"010639","","","","","",""
"01063910","A01063910","--- Palomas","",6,"010639","","","","","",""
"01063980","A01063980","--- Los demás","",6,"010639","","","","","",""
"_010641","A010641","- Insectos","",4,"0106","","","","","",""
"01064100","A01064100","-- Abejas","",5,"010641","","","","","",""
"01064900","A01064900","-- Los demás","",5,"010649","","","","","",""
"01069000","A01069000","- Los demás","",4,"0106","","","","","",""
"02","A02","CAPÍTULO 2 - CARNE Y DESPOJOS COMESTIBLES","",2,"I","","","","","",""
"0201","A0201","Carne de animales de la especie bovina, fresca o refrigerada","",3,"02","","","","","",""
"02011000","A02011000","- En canales o medias canales","",4,"0201","","","","","",""
"020120","A020120","- Los demás cortes (trozos) sin deshuesar","",4,"0201","","","","","",""
"02012020","A02012020","-- Cuartos llamados «compensados»","",5,"020120","","","","","",""
"02012030","A02012030","-- Cuartos delanteros, unidos o separados","",5,"020120","","","","","",""
"02012050","A02012050","-- Cuartos traseros, unidos o separados","",5,"020120","","","","","",""
"02012090","A02012090","-- Los demás","",5,"020120","","","","","",""
"02013000","A02013000","- Deshuesada","",4,"0201","","","","","",""
"0202","A0202","Carne de animales de la especie bovina, congelada","",3,"02","","","","","",""
"02021000","A02021000","- En canales o medias canales","",4,"0202","","","","","",""
"020220","A020220","- Los demás cortes (trozos) sin deshuesar","",4,"0202","","","","","",""
"02022010","A02022010","-- Cuartos llamados «compensados»","",5,"020220","","","","","",""
"02022030","A02022030","-- Cuartos delanteros unidos o separados","",5,"020220","","","","","",""
"02022050","A02022050","-- Cuartos traseros unidos o separados","",5,"020220","","","","","",""
"02022090","A02022090","-- Los demás","",5,"020220","","","","","",""
"020230","A020230","- Deshuesada","",4,"0202","","","","","",""
"02023010","A02023010","-- Cuartos delanteros enteros o cortados en cinco trozos como máximo, presentándose cada cuarto delantero en un solo bloque de congelación, cuartos llamados «compensados» presentados en dos bloques de congelación que contengan, uno, el cuarto delantero co","",5,"020230","","","","","",""
"02023050","A02023050","-- Cortes de cuartos delanteros y cortes de pecho, llamados «australianos»","",5,"020230","","","","","",""
"02023090","A02023090","-- Las demás","",5,"020230","","","","","",""
"0203","A0203","Carne de animales de la especie porcina, fresca, refrigerada o congelada","",3,"02","","","","","",""
"_020311","A020311","- Fresca o refrigerada","",4,"0203","","","","","",""
"020311","A0203110","-- En canales o medias canales","",5,"020311","","","","","",""
"02031110","A02031110","--- De animales de la especie porcina doméstica","",6,"020311","","","","","",""
"02031190","A02031190","--- Las demás","",6,"020311","","","","","",""
"020312","A020312","-- Piernas, paletas, y sus trozos, sin deshuesar","",5,"020312","","","","","",""
"_020312111","A020312111","--- De animales de la especie porcina doméstica","",6,"020312","","","","","",""
"02031211","A02031211","---- Piernas y trozos de pierna","",7,"020312","","","","","",""
"02031219","A02031219","---- Paletas y trozos de paleta","",7,"020312","","","","","",""
"02031290","A02031290","--- Las demás","",6,"020312","","","","","",""
"020319","A020319","-- Las demás","",5,"020319","","","","","",""
"_020319111","A020319111","--- De animales de la especie porcina doméstica","",6,"020319","","","","","",""
"02031911","A02031911","---- Partes delanteras y trozos de partes delanteras","",7,"020319","","","","","",""
"02031913","A02031913","---- Chuleteros y trozos de chuletero","",7,"020319","","","","","",""
"02031915","A02031915","---- Panceta y trozos de panceta","",7,"020319","","","","","",""
"_020319551","A020319551","---- Las demás","",7,"020319","","","","","",""
"02031955","A02031955","----- Deshuesadas","",8,"020319","","","","","",""
"02031959","A02031959","----- Las demás","",8,"020319","","","","","",""
"02031990","A02031990","--- Las demás","",6,"020319","","","","","",""
"_020321","A020321","- Congelada","",4,"0203","","","","","",""
