"COD","CODINTEGR","TITULO","TITABREV","NIVEL","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA"
"02073615","A02073615","De pato o de pintada","",5,"020736","","","","","",""
"_020736201","A020736201","Sin deshuesar","",,"","","","","","",""
"_020736202","A020736202","Mitades o cuartos","",,"","","","","","",""
"02073621","A02073621","De pato","",5,"020736","","","","","",""
"02073623","A02073623","De ganso","",5,"020736","","","","","",""
"02073625","A02073625","De pintada","",5,"020736","","","","","",""
"02073631","A02073631","Alas enteras, incluso sin la punta","",5,"020736","","","","","",""
"02073641","A02073641","Troncos, cuellos, troncos con cuello, rabadillas y puntas de alas","",5,"020736","","","","","",""
"_0207365","A0207365","Pechugas y trozos de pechuga","",,"","","","","","",""
"02073651","A02073651","De ganso","",5,"020736","","","","","",""
"02073653","A02073653","De pato o de pintada","",5,"020736","","","","","",""
"_0207366","A0207366","Muslos, contramuslos, y sus trozos","",,"","","","","","",""
"02073661","A02073661","De ganso","",5,"020736","","","","","",""
"02073663","A02073663","De pato o de pintada","",5,"020736","","","","","",""
"02073671","A02073671","Gansos y patos semideshuesados","",5,"020736","","","","","",""
"02073679","A02073679","Los demás","",5,"020736","","","","","",""
"_020736801","A020736801","Despojos","",,"","","","","","",""
"_020736802","A020736802","Hígados","",,"","","","","","",""
"02073681","A02073681","Hígados grasos de ganso","",5,"020736","","","","","",""
"03023690","A03023690","Los demás","",5,"030236","","","","","",""
"030239","A030239","Los demás","",4,"0302","","","","","",""
"03023910","A03023910","Destinados a la fabricación industrial de productos de la partida 1604","",5,"030239","","","","","",""
"03023990","A03023990","Los demás","",5,"030239","","","","","",""
"03024000","A03024000","Arenques (Clupea harengus, Clupea pallasii) (excepto los hígados, huevas y lechas)","",5,"030240","","","","","",""
"03025010","A03025010","De la especie Gadus morhua","",5,"030250","","","","","",""
"03025090","A03025090","Los demás","",5,"030250","","","","","",""
"_03026","A03026","Los demás pescados (excepto los hígados, huevas y lechas)","",,"","","","","","",""
"03026110","A03026110","Sardinas de la especie Sardina pilchardus","",5,"030261","","","","","",""
"03026130","A03026130","Sardinas del género Sardinops; sardinelas (Sardinella spp.)","",5,"030261","","","","","",""
"03026180","A03026180","Espadines (Sprattus sprattus)","",5,"030261","","","","","",""
"03026200","A03026200","Eglefinos (Melanogrammus aeglefinus)","",5,"030262","","","","","",""
"03026300","A03026300","Carboneros (Pollachius virens)","",5,"030263","","","","","",""
"030265","A030265","Escualos","",4,"0302","","","","","",""
"03026520","A03026520","Mielgas (Squalus acanthias)","",5,"030265","","","","","",""
"03026550","A03026550","Pintarrojas ((Scyliorhinus spp.)","",5,"030265","","","","","",""
"03026560","A03026560","Marrajo sardinero (Lamna nasus)","",5,"030265","","","","","",""
"03026595","A03026595","Los demás","",5,"030265","","","","","",""
"03026600","A03026600","Anguilas (Anguilla spp.)","",5,"030266","","","","","",""
"03026700","A03026700","Peces espada (Xiphias gladius)","",5,"030267","","","","","",""
"030269","A030269","Los demás","",4,"0302","","","","","",""
"_0302691","A0302691","De agua dulce","",,"","","","","","",""
"03026911","A03026911","Carpas","",5,"030269","","","","","",""
"03026915","A03026915","Tilapia (Oreochromis spp.)","",5,"030269","","","","","",""
"03026918","A03026918","Los demás","",5,"030269","","","","","",""
"_030269201","A030269201","De mar","",,"","","","","","",""
"03026921","A03026921","Destinados a la fabricación industrial de productos de la partida 1604","",5,"030269","","","","","",""
"03026925","A03026925","Los demás","",5,"030269","","","","","",""
"_0302693","A0302693","Gallinetas nórdicas (Sebastes spp.)","",,"","","","","","",""
"03026931","A03026931","De la especie Sebastes marinus","",5,"030269","","","","","",""
"03034510","A03034510","Destinados a la fabricación industrial de productos de la partida 1604","",5,"030345","","","","","",""
"03034590","A03034590","Los demás","",5,"030345","","","","","",""
"030346","A030346","Atunes del sur (Thunnus maccoyii)","",4,"0303","","","","","",""
"03034610","A03034610","Destinados a la fabricación industrial de productos de la partida 1604","",5,"030346","","","","","",""
"03034690","A03034690","Los demás","",5,"030346","","","","","",""
"030349","A030349","Los demás","",4,"0303","","","","","",""
"03034930","A03034930","Destinados a la fabricación industrial de productos de la partida 1604","",5,"030349","","","","","",""
"03034980","A03034980","Los demás","",5,"030349","","","","","",""
"_0303510","A0303510","Arenques (Clupea harengus, Clupea pallasii) y bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus), excepto de los hígados, huevas y lechas","",,"","","","","","",""
"03035100","A03035100","Arenques (Clupea harengus, Clupea pallasii)","",5,"030351","","","","","",""
"030352","A030352","Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)","",4,"0303","","","","","",""
"03035210","A03035210","De las especies Gadus morhua","",5,"030352","","","","","",""
"03035230","A03035230","De las especies Gadus ogac","",5,"030352","","","","","",""
"03035290","A03035290","De las especies Gadus macrocephalus","",5,"030352","","","","","",""
"_0303610","A0303610","Peces espada (Xiphias gladius), austromerluza antárctica y austromerluza negra (merluza negra, bacalao de profundidad, nototenia negra) (Dissostichus spp.),  excepto los hígados, huevas y lechas","",,"","","","","","",""
"03036100","A03036100","Pez espada (Xiphias gladius)","",5,"030361","","","","","",""
"_03037","A03037","Los demás pescados (excepto los hígados, huevas y lechas)","",,"","","","","","",""
"030371","A030371","Sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.) y espadines (Sprattus sprattus)","",4,"0303","","","","","",""
"03037110","A03037110","Sardinas de la especie Sardina pilchardus","",5,"030371","","","","","",""
"22089078","D22089078","Otras bebidas espirituosas","",5,"220890","","","","","",""
"22089091","D22089091","Inferior o igual a 2 l","",5,"220890","","","","","",""
"22089099","D22089099","Superior a 2 l","",5,"220890","","","","","",""
"220900","D220900","Vinagre y sucedáneos del vinagre obtenidos a partir del ácido acético","",4,"2209","","","","","",""
"_2209001","D2209001","Vinagre de vino, en recipientes de contenido","",,"","","","","","",""
"22090011","D22090011","Inferior o igual a 2 l","",5,"220900","","","","","",""
"22090019","D22090019","Superior a 2 l","",5,"220900","","","","","",""
"22090091","D22090091","Inferior o igual a 2 l","",5,"220900","","","","","",""
"22090099","D22090099","Superior a 2 l","",5,"220900","","","","","",""
"2301","D2301","Harina, polvo y pellets, de carne, despojos, pescado o de crustáceos, moluscos o demás invertebrados acuáticos, impropios para la alimentación humana; chicharrones","",3,"23","","","","","",""
"23011000","D23011000","Harina, polvo y pellets, de carne o despojos; chicharrones","",5,"230110","","","","","",""
"2302","D2302","Salvados, moyuelos y demás residuos del cernido, de la molienda o de otros tratamientos de los cereales o de las leguminosas, incluso en pellets","",3,"23","","","","","",""
"230210","D230210","De maíz","",4,"2302","","","","","",""
"23021090","D23021090","Los demás","",5,"230210","","","","","",""
"230230","D230230","De trigo","",4,"2302","","","","","",""
"23023090","D23023090","Los demás","",5,"230230","","","","","",""
"230240","D230240","De los demás cereales","",4,"2302","","","","","",""
"_2302400","D2302400","De arroz","",,"","","","","","",""
"23024002","D23024002","Con un contenido de almidón inferior o igual al 35 % en peso","",5,"230240","","","","","",""
"280450","F280450","Boro; telurio","",4,"2804","","","","","",""
"28045010","F28045010","Boro","",5,"280450","","","","","",""
"28045090","F28045090","Telurio","",5,"280450","","","","","",""
"_2804610","F2804610","Silicio","",,"","","","","","",""
"28046100","F28046100","Con un contenido de silicio superior o igual al 99,99 % en peso","",5,"280461","","","","","",""
"28046900","F28046900","Los demás","",5,"280469","","","","","",""
"28047000","F28047000","Fósforo","",5,"280470","","","","","",""
"28048000","F28048000","Arsénico","",5,"280480","","","","","",""
"28049000","F28049000","Selenio","",5,"280490","","","","","",""
"2805","F2805","Metales alcalinos o alcalinotérreos; metales de las tierras raras, escandio e itrio, incluso mezclados o aleados entre sí; mercurio","",3,"28","","","","","",""
"_2805110","F2805110","Metales alcalinos o alcalinotérreos","",,"","","","","","",""
"28051100","F28051100","Sodio","",5,"280511","","","","","",""
"28051200","F28051200","Calcio","",5,"280512","","","","","",""
"280519","F280519","Los demás","",4,"2805","","","","","",""
"28051910","F28051910","Estroncio y bario","",5,"280519","","","","","",""
"28051990","F28051990","Los demás","",5,"280519","","","","","",""
"56029000","K56029000","Los demás","",5,"560290","","","","","",""
"5603","K5603","Tela sin tejer, incluso impregnada, recubierta, revestida o estratificada","",3,"56","","","","","",""
"_56031","K56031","De filamentos sintéticos o artificiales","",,"","","","","","",""
"560311","K560311","De peso inferior o igual a 25 g/m²","",4,"5603","","","","","",""
"56031110","K56031110","Recubiertas o revestidas","",5,"560311","","","","","",""
"56031190","K56031190","Las demás","",5,"560311","","","","","",""
"560312","K560312","De peso superior a 25 g/m² pero inferior o igual a 70 g/m²","",4,"5603","","","","","",""
"56031210","K56031210","Recubiertas o revestidas","",5,"560312","","","","","",""
"56031290","K56031290","Las demás","",5,"560312","","","","","",""
"560313","K560313","De peso superior a 70 g/m² pero inferior o igual a 150 g/m²","",4,"5603","","","","","",""
"56031310","K56031310","Recubiertas o revestidas","",5,"560313","","","","","",""
"56031390","K56031390","Las demás","",5,"560313","","","","","",""
"560314","K560314","De peso superior a 150 g/m²","",4,"5603","","","","","",""
"56031410","K56031410","Recubiertas o revestidas","",5,"560314","","","","","",""
"56031490","K56031490","Las demás","",5,"560314","","","","","",""
"_56039","K56039","Las demás","",,"","","","","","",""
"560391","K560391","De peso inferior o igual a 25 g/m²","",4,"5603","","","","","",""
"56039110","K56039110","Recubiertas o revestidas","",5,"560391","","","","","",""
"56039190","K56039190","Las demás","",5,"560391","","","","","",""
"560392","K560392","De peso superior a 25 g/m² pero inferior o igual a 70 g/m²","",4,"5603","","","","","",""
"56039210","K56039210","Recubiertas o revestidas","",5,"560392","","","","","",""
"56039290","K56039290","Las demás","",5,"560392","","","","","",""
"560393","K560393","De peso superior a 70 g/m² pero inferior o igual a 150 g/m²","",4,"5603","","","","","",""
"56039310","K56039310","Recubiertas o revestidas","",5,"560393","","","","","",""
"56039390","K56039390","Las demás","",5,"560393","","","","","",""
"560394","K560394","De peso superior a 150 g/m²","",4,"5603","","","","","",""
"56039410","K56039410","Recubiertas o revestidas","",5,"560394","","","","","",""
"56039490","K56039490","Las demás","",5,"560394","","","","","",""
"03037130","A03037130","Sardinas del género Sardinops; sardinelas (Sardinella spp.)","",5,"030371","","","","","",""
"03037180","A03037180","Espadines (Sprattus sprattus)","",5,"030371","","","","","",""
"03037200","A03037200","Eglefinos (Melanogrammus aeglefinus)","",5,"030372","","","","","",""
"03037300","A03037300","Carboneros (Pollachius virens)","",5,"030373","","","","","",""
"030374","A030374","Caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus)","",4,"0303","","","","","",""
"03037430","A03037430","De las especies Scomber scombrus y Scomber japonicus","",5,"030374","","","","","",""
"03037490","A03037490","De la especie Scomber australasicus","",5,"030374","","","","","",""
"030375","A030375","Escualos","",4,"0303","","","","","",""
"03037550","A03037550","Pintarrojas (Scyliorhinus spp.)","",5,"030375","","","","","",""
"03037560","A03037560","Marrajo sardinero (Lamna nasus)","",5,"030375","","","","","",""
"03037595","A03037595","Los demás","",5,"030375","","","","","",""
"03037600","A03037600","Anguilas (Anguilla spp.)","",5,"030376","","","","","",""
"030378","A030378","Merluzas (Merluccius spp., Urophycis spp.)","",4,"0303","","","","","",""
"_0303781","A0303781","Merluzas del género Merluccius","",,"","","","","","",""
"03037812","A03037812","Merluza argentina (merluza sudamericana) (Merluccius hubbsi)","",5,"030378","","","","","",""
"03037813","A03037813","Merluza austral (merluza sureña) (Merluccius australis)","",5,"030378","","","","","",""
"03037819","A03037819","Los demás","",5,"030378","","","","","",""
"03037890","A03037890","Merluzas del género Urophycis","",5,"030378","","","","","",""
"030379","A030379","Los demás","",4,"0303","","","","","",""
"_0303791","A0303791","De agua dulce","",,"","","","","","",""
"03037911","A03037911","Carpas","",5,"030379","","","","","",""
"03037919","A03037919","Los demás","",5,"030379","","","","","",""
"_0303792","A0303792","De mar","",,"","","","","","",""
"03037920","A03037920","Destinados a la fabricación industrial de productos de la partida 1604 ","",5,"030379","","","","","",""
"03037931","A03037931","Los demás","",5,"030379","","","","","",""
"_03037934","A03037934","Gallinetas nórdicas (Sebastes spp.)","",,"","","","","","",""
"03037935","A03037935","De la especie Sebastes marinus","",5,"030379","","","","","",""
"03037937","A03037937","Los demás","",5,"030379","","","","","",""
"03037945","A03037945","Merlanes (Merlangius merlangus)","",5,"030379","","","","","",""
"03037951","A03037951","Marucas y escolanos (Molva spp.)","",5,"030379","","","","","",""
"03037958","A03037958","Tasartes (Orcynopsis unicolor)","",5,"030379","","","","","",""
"03037965","A03037965","Anchoas (Engraulis spp.)","",5,"030379","","","","","",""
"03037971","A03037971","Doradas de mar de las especies Dentex dentex y Pagellus spp.","",5,"030379","","","","","",""
"03037975","A03037975","Japutas (Brama spp.)","",5,"030379","","","","","",""
"03037981","A03037981","Rapes (Lophius spp.)","",5,"030379","","","","","",""
"280530","F280530","Metales de las tierras raras, escandio e itrio, incluso mezclados o aleados entre sí","",4,"2805","","","","","",""
"20051000","D20051000","Hortalizas homogeneizadas","",5,"200510","","","","","",""
"200520","D200520","Patatas (papas)","",4,"2005","","","","","",""
"20052010","D20052010","En forma de harinas, sémolas o copos","",5,"200520","","","","","",""
"_2005202","D2005202","Las demás","",,"","","","","","",""
"20052020","D20052020","En rodajas finas, fritas, incluso saladas o aromatizadas, en envases herméticamente cerrados, idóneos para su consumo inmediato","",5,"200520","","","","","",""
"20052080","D20052080","Las demás","",5,"200520","","","","","",""
"20054000","D20054000","Guisantes (arvejas, chícharos) (Pisum sativum)","",5,"200540","","","","","",""
"_2005510","D2005510","Judías (porotos, alubias, frijoles, fréjoles) (Vigna spp., Phaseolus spp.)","",,"","","","","","",""
"20055100","D20055100","Desvainadas","",5,"200551","","","","","",""
"20055900","D20055900","Las demás","",5,"200559","","","","","",""
"20056000","D20056000","Espárragos","",5,"200560","","","","","",""
"20057000","D20057000","Aceitunas","",5,"200570","","","","","",""
"20058000","D20058000","Maíz dulce (Zea mays var. saccharata)","",5,"200580","","","","","",""
"_2005910","D2005910","Las demás hortalizas y las mezclas de hortalizas","",,"","","","","","",""
"20059100","D20059100","Brotes de bambú","",5,"200591","","","","","",""
"200599","D200599","Las demás","",4,"2005","","","","","",""
"20059910","D20059910","Frutos del género Capsicum (excepto los pimientos dulces)","",5,"200599","","","","","",""
"20059920","D20059920","Alcaparras","",5,"200599","","","","","",""
"20059930","D20059930","Alcachofas","",5,"200599","","","","","",""
"20059940","D20059940","Zanahorias","",5,"200599","","","","","",""
"20059950","D20059950","Mezclas de hortalizas","",5,"200599","","","","","",""
"20059960","D20059960","Choucroute","",5,"200599","","","","","",""
"20059990","D20059990","Las demás","",5,"200599","","","","","",""
"200600","D200600","Hortalizas, frutas u otros frutos o sus cortezas y demás partes de plantas, confitados con azúcar (almibarados, glaseados o escarchados)","",4,"2006","","","","","",""
"20060010","D20060010","Jengibre","",5,"200600","","","","","",""
"_200600301","D200600301","Los demás","",,"","","","","","",""
"_200600302","D200600302","Con un contenido de azúcares superior al 13 % en peso","",,"","","","","","",""
"20060035","D20060035","Frutos tropicales y nueces tropicales","",5,"200600","","","","","",""
"20060038","D20060038","Los demás","",5,"200600","","","","","",""
"_2006009","D2006009","Los demás","",,"","","","","","",""
"20060099","D20060099","Los demás","",5,"200600","","","","","",""
"200710","D200710","Preparaciones homogeneizadas","",4,"2007","","","","","",""
"20071010","D20071010","Con un contenido de azúcares superior al 13 % en peso","",5,"200710","","","","","",""
"_2007109","D2007109","Las demás","",,"","","","","","",""
"20071091","D20071091","De frutos tropicales","",5,"200710","","","","","",""
"20071099","D20071099","Los demás","",5,"200710","","","","","",""
"_20079","D20079","Los demás","",,"","","","","","",""
"200791","D200791","De agrios (cítricos)","",4,"2007","","","","","",""
"20079110","D20079110","Con un contenido de azúcares superior al 30 % en peso","",5,"200791","","","","","",""
"20079130","D20079130","Con un contenido de azúcares superior al 13 % pero inferior o igual al 30 % en peso","",5,"200791","","","","","",""
"20079190","D20079190","Los demás","",5,"200791","","","","","",""
"_2007991","D2007991","Con un contenido de azúcares superior al 30 % en peso","",,"","","","","","",""
"20079920","D20079920","Puré y pasta de castañas","",5,"200799","","","","","",""
"_2007993","D2007993","Los demás","",,"","","","","","",""
"20079931","D20079931","De cerezas","",5,"200799","","","","","",""
"20079933","D20079933","De fresas (frutillas)","",5,"200799","","","","","",""
"20079935","D20079935","De frambuesas","",5,"200799","","","","","",""
"20079939","D20079939","Los demás","",5,"200799","","","","","",""
"20079950","D20079950","Con un contenido de azúcares superior al 13 % pero inferior o igual al 30 % en peso","",5,"200799","","","","","",""
"_2007999","D2007999","Los demás","",,"","","","","","",""
"20079997","D20079997","Los demás","",5,"200799","","","","","",""
"_20081","D20081","Frutos de cáscara, cacahuates (cacahuetes, maníes) y demás semillas, incluso mezclados entre sí","",,"","","","","","",""
"200811","D200811","Cacahuates (cacahuetes, maníes)","",4,"2008","","","","","",""
"20081110","D20081110","Manteca de cacahuete (cacahuate, maní)","",5,"200811","","","","","",""
"_2008119","D2008119","Los demás, en envases inmediatos con un contenido neto","",,"","","","","","",""
"20081191","D20081191","Superior a 1 kg","",5,"200811","","","","","",""
"_20081195","D20081195","Inferior o igual a 1 kg","",,"","","","","","",""
"20081196","D20081196","Tostados","",5,"200811","","","","","",""
"20081198","D20081198","Los demás","",5,"200811","","","","","",""
"200819","D200819","Los demás, incluidas las mezclas","",4,"2008","","","","","",""
"_2008191","D2008191","En envases inmediatos con un contenido neto superior a 1 kg","",,"","","","","","",""
"20081911","D20081911","Nueces tropicales; mezclas con un contenido de nueces tropicales y frutos tropicales superior o igual al 50 % en peso","",5,"200819","","","","","",""
"_20081914","D20081914","Los demás","",,"","","","","","",""
"20081913","D20081913","Almendras y pistachos, tostados","",5,"200819","","","","","",""
"20081919","D20081919","Los demás","",5,"200819","","","","","",""
"_2008199","D2008199","En envases inmediatos con un contenido neto inferior o igual a 1 kg","",,"","","","","","",""
"20081991","D20081991","Nueces tropicales; mezclas con un contenido de nueces tropicales y frutos tropicales superior o igual al 50 % en peso","",5,"200819","","","","","",""
"_200819920","D200819920","Los demás","",,"","","","","","",""
"_200819921","D200819921","Frutos de cáscara tostados","",,"","","","","","",""
"20081993","D20081993","Almendras y pistachos","",5,"200819","","","","","",""
"20081995","D20081995","Los demás","",5,"200819","","","","","",""
"20081999","D20081999","Los demás","",5,"200819","","","","","",""
"200820","D200820","Piñas (ananás)","",4,"2008","","","","","",""
"_200820101","D200820101","Con alcohol añadido","",,"","","","","","",""
"_200820102","D200820102","En envases inmediatos con un contenido neto superior a 1 kg","",,"","","","","","",""
"20082011","D20082011","Con un contenido de azúcares superior al 17 % en peso","",5,"200820","","","","","",""
"2401","D2401","Tabaco en rama o sin elaborar; desperdicios de tabaco","",3,"24","","","","","",""
"240110","D240110","Tabaco sin desvenar o desnervar","",4,"2401","","","","","",""
"24011035","D24011035","Tabaco light air-cured","",5,"240110","","","","","",""
"24011060","D24011060","Tabaco sun-cured del tipo oriental","",5,"240110","","","","","",""
"24011070","D24011070","Tabaco dark air-cured","",5,"240110","","","","","",""
"24011085","D24011085","Tabaco flue-cured","",5,"240110","","","","","",""
"24011095","D24011095","Los demás","",5,"240110","","","","","",""
"240120","D240120","Tabaco total o parcialmente desvenado o desnervado","",4,"2401","","","","","",""
"24012035","D24012035","Tabaco light air-cured","",5,"240120","","","","","",""
"24012060","D24012060","Tabaco sun-cured del tipo oriental","",5,"240120","","","","","",""
"24012085","D24012085","Tabaco flue-cured","",5,"240120","","","","","",""
"24012095","D24012095","Los demás","",5,"240120","","","","","",""
"24013000","D24013000","Desperdicios de tabaco","",5,"240130","","","","","",""
"24021000","D24021000","Cigarros (puros), incluso despuntados, y cigarritos (puritos), que contengan tabaco","",5,"240210","","","","","",""
"240220","D240220","Cigarrillos que contengan tabaco","",4,"2402","","","","","",""
"24022010","D24022010","Que contengan clavo","",5,"240220","","","","","",""
"24022090","D24022090","Los demás","",5,"240220","","","","","",""
"24029000","D24029000","Los demás","",5,"240290","","","","","",""
"240310","D240310","Tabaco para fumar, incluso con sucedáneos de tabaco en cualquier proporción","",4,"2403","","","","","",""
"24031010","D24031010","En envases inmediatos de contenido neto inferior o igual a 500 g","",5,"240310","","","","","",""
"24031090","D24031090","Los demás","",5,"240310","","","","","",""
"_2403910","D2403910","Los demás","",,"","","","","","",""
"24039100","D24039100","Tabaco «homogeneizado» o «reconstituido»","",5,"240391","","","","","",""
"240399","D240399","Los demás","",4,"2403","","","","","",""
"24039990","D24039990","Los demás","",5,"240399","","","","","",""
"V","E","SECCIÓN V - PRODUCTOS MINERALES","",1,"","","","","","",""
"25010010","E25010010","Agua de mar y agua madre de salinas","",5,"250100","","","","","",""
"_2501003","E2501003","Sal incluidas la de mesa y la desnaturalizada, y cloruro de sodio puro, incluso en disolución acuosa o con adición de antiaglomerantes o de agentes que garanticen una buena fluidez","",,"","","","","","",""
"25010031","E25010031","Que se destinen a una transformación química (separación de Na y Cl) para la fabricación de otros productos","",5,"250100","","","","","",""
"_2501005","E2501005","Los demás","",,"","","","","","",""
"_2501009","E2501009","Los demás","",,"","","","","","",""
"25010091","E25010091","Sal para la alimentación humana","",5,"250100","","","","","",""
"25010099","E25010099","Los demás","",5,"250100","","","","","",""
"_560210102","K560210102","Fieltro punzonado","",,"","","","","","",""
"56021011","K56021011","De yute o de otras fibras textiles del líber de la partida 5303","",5,"560210","","","","","",""
"56021019","K56021019","De las demás materias textiles","",5,"560210","","","","","",""
"_5602103","K5602103","Productos obtenidos mediante costura por cadeneta","",,"","","","","","",""
"56021031","K56021031","De lana o pelo fino","",5,"560210","","","","","",""
"56021038","K56021038","De las demás materias textiles","",5,"560210","","","","","",""
"_5602210","K5602210","Los demás fieltros sin impregnar, recubrir, revestir ni estratificar","",,"","","","","","",""
"56022100","K56022100","De lana o pelo fino","",5,"560221","","","","","",""
"56022900","K56022900","De las demás materias textiles","",5,"560229","","","","","",""
"_021011101","A021011101","De la especie porcina doméstica","",,"","","","","","",""
"_021011102","A021011102","Salados o en salmuera","",,"","","","","","",""
"02101111","A02101111","Jamones y trozos de jamón","",5,"021011","","","","","",""
"02101119","A02101119","Paletas y trozos de paleta","",5,"021011","","","","","",""
"_0210113","A0210113","Secos o ahumados","",,"","","","","","",""
"02101131","A02101131","Jamones y trozos de jamón","",5,"021011","","","","","",""
"02101139","A02101139","Paletas y trozos de paleta","",5,"021011","","","","","",""
"02101190","A02101190","Los demás","",5,"021011","","","","","",""
"021012","A021012","Tocino entreverado de panza (panceta) y sus trozos","",4,"0210","","","","","",""
"_0210121","A0210121","De la especie porcina doméstica","",,"","","","","","",""
"02101211","A02101211","Salados o en salmuera","",5,"021012","","","","","",""
"02101219","A02101219","Secos o ahumados","",5,"021012","","","","","",""
"02101290","A02101290","Los demás","",5,"021012","","","","","",""
"021019","A021019","Las demás","",4,"0210","","","","","",""
"_02101901","A02101901","De la especie porcina doméstica","",,"","","","","","",""
"_02101902","A02101902","Salados o en salmuera","",,"","","","","","",""
"02101910","A02101910","Medias canales de tipo «bacon» o tres cuartos delanteros","",5,"021019","","","","","",""
"02101920","A02101920","Tres cuartos traseros o centros","",5,"021019","","","","","",""
"02101930","A02101930","Partes delanteras y trozos de partes delanteras","",5,"021019","","","","","",""
"02101940","A02101940","Chuleteros y trozos de chuletero","",5,"021019","","","","","",""
"02101950","A02101950","Los demás","",5,"021019","","","","","",""
"_0210196","A0210196","Secos o ahumados","",,"","","","","","",""
"02101960","A02101960","Partes delanteras y trozos de partes delanteras","",5,"021019","","","","","",""
"02101970","A02101970","Chuleteros y partes de chuletero","",5,"021019","","","","","",""
"_0210198","A0210198","Los demás","",,"","","","","","",""
"03026933","A03026933","Los demás","",5,"030269","","","","","",""
"03026935","A03026935","Pescados de la especie Boreogadus saida","",5,"030269","","","","","",""
"03026941","A03026941","Merlanes (Merlangius merlangus)","",5,"030269","","","","","",""
"03026945","A03026945","Maruca y escolanos (Molva spp.)","",5,"030269","","","","","",""
"03026951","A03026951","Abadejos (Theragra chalcogramma y Pollachius pollachius)","",5,"030269","","","","","",""
"03026955","A03026955","Anchoas (Engraulis spp.)","",5,"030269","","","","","",""
"03026961","A03026961","Doradas de mar de las especies Dentex dentex y Pagellus spp.","",5,"030269","","","","","",""
"_030269611","A030269611","Merluza (Merluccius spp., Urophycis spp.)","",,"","","","","","",""
"_030269612","A030269612","Merluza del género Merluccius","",,"","","","","","",""
"03026966","A03026966","Merluza del Cabo (Merluccius capensis) y merluza de altura (Merluccius paradoxus)","",5,"030269","","","","","",""
"03026967","A03026967","Merluza austral (merluza sureña) (Merluccius australis)","",5,"030269","","","","","",""
"03026968","A03026968","Los demás","",5,"030269","","","","","",""
"03026969","A03026969","Merluza del género Urophycis","",5,"030269","","","","","",""
"03026975","A03026975","Japutas (Brama spp.)","",5,"030269","","","","","",""
"03026981","A03026981","Rapes (Lophius spp.)","",5,"030269","","","","","",""
"03026982","A03026982","Bacaladilla (Micromesistius poutassou o Gadus poutassou) y polacas australes (Micromesistius australis)","",5,"030269","","","","","",""
"03026991","A03026991","Jureles (Caranx trachurus, Trachurus trachurus)","",5,"030269","","","","","",""
"03026992","A03026992","Rosadas (Genypterus blacodes)","",5,"030269","","","","","",""
