"COD","CODINTEGR","TITULO","TITABREV","NIVEL","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA"
"22051090","D22051090","De grado alcohólico adquirido superior a 18 % vol","",5,"220510","","","","","",""
"220590","D220590","Los demás","",4,"2205","","","","","",""
"22059010","D22059010","De grado alcohólico adquirido inferior o igual a 18 % vol","",5,"220590","","","","","",""
"22059090","D22059090","De grado alcohólico adquirido superior a 18 % vol","",5,"220590","","","","","",""
"220600","D220600","Las demás bebidas fermentadas (por ejemplo: sidra, perada, aguamiel); mezclas de bebidas fermentadas y mezclas de bebidas fermentadas y bebidas no alcohólicas, no expresadas ni comprendidas en otra parte","",4,"2206","","","","","",""
"22060010","D22060010","Piquetas","",5,"220600","","","","","",""
"_220600301","D220600301","Las demás","",,"","","","","","",""
"_220600302","D220600302","Espumosas","",,"","","","","","",""
"22060031","D22060031","Sidra y perada","",5,"220600","","","","","",""
"22060039","D22060039","Las demás","",5,"220600","","","","","",""
"_220600501","D220600501","No espumosas, en recipientes de contenido","",,"","","","","","",""
"_220600502","D220600502","Inferior o igual a 2 l","",,"","","","","","",""
"22060051","D22060051","Sidra y perada","",5,"220600","","","","","",""
"22060059","D22060059","Las demás","",5,"220600","","","","","",""
"_22060080","D22060080","Superior a 2 l","",,"","","","","","",""
"22060081","D22060081","Sidra y perada","",5,"220600","","","","","",""
"22060089","D22060089","Las demás","",5,"220600","","","","","",""
"22071000","D22071000","Alcohol etílico sin desnaturalizar con grado alcohólico volumétrico superior o igual al 80 % vol","",5,"220710","","","","","",""
"22072000","D22072000","Alcohol etílico y aguardiente desnaturalizados, de cualquier graduación","",5,"220720","","","","","",""
"2208","D2208","Alcohol etílico sin desnaturalizar con grado alcohólico volumétrico inferior al 80 % vol; aguardientes, licores y demás bebidas espirituosas","",3,"22","","","","","",""
"220820","D220820","Aguardiente de vino o de orujo de uvas","",4,"2208","","","","","",""
"22082012","D22082012","Coñac","",5,"220820","","","","","",""
"22082014","D22082014","Armañac","",5,"220820","","","","","",""
"22082026","D22082026","Grappa","",5,"220820","","","","","",""
"22082027","D22082027","Brandy de Jerez","",5,"220820","","","","","",""
"22082029","D22082029","Los demás","",5,"220820","","","","","",""
"_2208204","D2208204","En recipientes de contenido superior a 2 l","",,"","","","","","",""
"22082040","D22082040","Destilado en bruto","",5,"220820","","","","","",""
"_2208206","D2208206","Los demás","",,"","","","","","",""
"22082062","D22082062","Coñac","",5,"220820","","","","","",""
"22082086","D22082086","Grappa","",5,"220820","","","","","",""
"22082087","D22082087","Brandy de Jerez","",5,"220820","","","","","",""
"22082089","D22082089","Los demás","",5,"220820","","","","","",""
"220830","D220830","Whisky","",4,"2208","","","","","",""
"22083011","D22083011","Inferior o igual a 2 l","",5,"220830","","","","","",""
"22083019","D22083019","Superior a 2 l","",5,"220830","","","","","",""
"_2208303","D2208303","Whisky Scotch","",,"","","","","","",""
"22083030","D22083030","Whisky de malta «single malt»","",5,"220830","","","","","",""
"22083041","D22083041","Inferior o igual a 2 l","",5,"220830","","","","","",""
"22083049","D22083049","Superior a 2 l","",5,"220830","","","","","",""
"_2208306","D2208306","Whisky de grano «single grain» y «blended», en recipientes de contenido","",,"","","","","","",""
"22083061","D22083061","Inferior o igual a 2 l","",5,"220830","","","","","",""
"22083069","D22083069","Superior a 2 l","",5,"220830","","","","","",""
"22083071","D22083071","Inferior o igual a 2 l","",5,"220830","","","","","",""
"22083079","D22083079","Superior a 2 l","",5,"220830","","","","","",""
"_2208308","D2208308","Los demás, en recipientes de contenido","",,"","","","","","",""
"22083082","D22083082","Inferior o igual a 2 l","",5,"220830","","","","","",""
"22083088","D22083088","Superior a 2 l","",5,"220830","","","","","",""
"_2208401","D2208401","En recipientes de contenido inferior o igual a 2 l","",,"","","","","","",""
"_2208403","D2208403","Los demás","",,"","","","","","",""
"22084031","D22084031","De valor superior a 7,9 € por l de alcohol puro","",5,"220840","","","","","",""
"22084039","D22084039","Los demás","",5,"220840","","","","","",""
"_2208405","D2208405","En recipientes de contenido superior a 2 l","",,"","","","","","",""
"22084051","D22084051","Ron con un contenido en substancias volátiles distintas del alcohol etílico y del alcohol metílico superior o igual a 225 g por hectolitro de alcohol puro (con una tolerancia del 10 %)","",5,"220840","","","","","",""
"_2208409","D2208409","Los demás","",,"","","","","","",""
"22084091","D22084091","De valor superior a 2 € por l de alcohol puro","",5,"220840","","","","","",""
"22084099","D22084099","Los demás","",5,"220840","","","","","",""
"220850","D220850","Gin y ginebra","",4,"2208","","","","","",""
"_2208501","D2208501","Gin, en recipientes de contenido","",,"","","","","","",""
"22085011","D22085011","Inferior o igual a 2 l","",5,"220850","","","","","",""
"22085019","D22085019","Superior a 2 l","",5,"220850","","","","","",""
"_2208509","D2208509","Ginebra, en recipientes de contenido","",,"","","","","","",""
"22085091","D22085091","Inferior o igual a 2 l","",5,"220850","","","","","",""
"22085099","D22085099","Superior a 2 l","",5,"220850","","","","","",""
"220860","D220860","Vodka","",4,"2208","","","","","",""
"_2208601","D2208601","Con grado alcohólico volumétrico inferior o igual a 45,4 % vol, en recipientes de contenido","",,"","","","","","",""
"22086011","D22086011","Inferior o igual a 2 l","",5,"220860","","","","","",""
"22086019","D22086019","Superior a 2 l","",5,"220860","","","","","",""
"_2208609","D2208609","De grado alcohólico volumétrico superior a 45,4 % vol, en recipientes de contenido","",,"","","","","","",""
"22086091","D22086091","Inferior o igual a 2 l","",5,"220860","","","","","",""
"22086099","D22086099","Superior a 2 l","",5,"220860","","","","","",""
"220870","D220870","Licores","",4,"2208","","","","","",""
"22087010","D22087010","En recipientes de contenido inferior o igual a 2 l","",5,"220870","","","","","",""
"22087090","D22087090","En recipientes de contenido superior a 2 l","",5,"220870","","","","","",""
"220890","D220890","Los demás","",4,"2208","","","","","",""
"_2208901","D2208901","Arak, en recipientes de contenido","",,"","","","","","",""
"22089011","D22089011","Inferior o igual a 2 l","",5,"220890","","","","","",""
"22089019","D22089019","Superior a 2 l","",5,"220890","","","","","",""
"_2208903","D2208903","Aguardientes de ciruelas, de peras o de cerezas, en recipientes de contenido","",,"","","","","","",""
"22089033","D22089033","Inferior o igual a 2 l","",5,"220890","","","","","",""
"22089038","D22089038","Superior a 2 l","",5,"220890","","","","","",""
"_220890401","D220890401","Los demás aguardientes  y demás bebidas espirituosas, en recipientes de contenido","",,"","","","","","",""
"_220890402","D220890402","Inferior o igual a 2 l","",,"","","","","","",""
"22089041","D22089041","Ouzo","",5,"220890","","","","","",""
"_220890441","D220890441","Los demás","",,"","","","","","",""
"_220890442","D220890442","Aguardientes","",,"","","","","","",""
"_220890443","D220890443","De frutas","",,"","","","","","",""
"22089048","D22089048","Los demás","",5,"220890","","","","","",""
"_2208905","D2208905","Los demás","",,"","","","","","",""
"23024008","D23024008","Los demás","",5,"230240","","","","","",""
"_2302401","D2302401","Los demás","",,"","","","","","",""
"23024090","D23024090","Los demás","",5,"230240","","","","","",""
"23025000","D23025000","De leguminosas","",5,"230250","","","","","",""
"2303","D2303","Residuos de la industria del almidón y residuos similares, pulpa de remolacha, bagazo de caña de azúcar y demás desperdicios de la industria azucarera, heces y desperdicios de cervecería o de destilería, incluso en pellets","",3,"23","","","","","",""
"230310","D230310","Residuos de la industria del almidón y residuos similares","",4,"2303","","","","","",""
"23031011","D23031011","Superior al 40 % en peso","",5,"230310","","","","","",""
"23031019","D23031019","Inferior o igual al 40 % en peso","",5,"230310","","","","","",""
"23031090","D23031090","Los demás","",5,"230310","","","","","",""
"230320","D230320","Pulpa de remolacha, bagazo de caña de azúcar y demás desperdicios de la industria azucarera","",4,"2303","","","","","",""
"23032010","D23032010","Pulpa de remolacha","",5,"230320","","","","","",""
"23032090","D23032090","Los demás","",5,"230320","","","","","",""
"23033000","D23033000","Heces y desperdicios de cervecería o de destilería","",5,"230330","","","","","",""
"23050000","D23050000","Tortas y demás residuos sólidos de la extracción del aceite de cacahuete (cacahuate, maní), incluso molidos o en pellets","",5,"230500","","","","","",""
"23061000","D23061000","De semillas de algodón","",5,"230610","","","","","",""
"23062000","D23062000","De semillas de lino","",5,"230620","","","","","",""
"23063000","D23063000","De semillas de girasol","",5,"230630","","","","","",""
"_2306410","D2306410","De semillas de nabo (nabina) o de colza","",,"","","","","","",""
"23064100","D23064100","Con bajo contenido de ácido erúcico","",5,"230641","","","","","",""
"23064900","D23064900","Los demás","",5,"230649","","","","","",""
"23065000","D23065000","De coco o de copra","",5,"230650","","","","","",""
"23066000","D23066000","De nuez o de almendra de palma","",5,"230660","","","","","",""
"230690","D230690","Los demás","",4,"2306","","","","","",""
"23069005","D23069005","De germen de maíz","",5,"230690","","","","","",""
"_230690101","D230690101","Los demás","",,"","","","","","",""
"_230690102","D230690102","Orujo de aceitunas y demás residuos de la extracción del aceite de oliva","",,"","","","","","",""
"23069019","D23069019","Con un contenido de aceite de oliva superior al 3 % en peso","",5,"230690","","","","","",""
"23069090","D23069090","Los demás","",5,"230690","","","","","",""
"230700","D230700","Lías o heces de vino; tártaro bruto","",4,"2307","","","","","",""
"_2307001","D2307001","Lías de vino","",,"","","","","","",""
"23070011","D23070011","Con un grado alcohólico total inferior o igual al 7,9 % mas y con un contenido de materia seca superior o igual al 25 % en peso","",5,"230700","","","","","",""
"23070019","D23070019","Los demás","",5,"230700","","","","","",""
"23070090","D23070090","Tártaro bruto","",5,"230700","","","","","",""
"230800","D230800","Materias vegetales y desperdicios vegetales, residuos y subproductos vegetales, incluso en pellets, de los tipos utilizados para la alimentación de los animales, no expresados ni comprendidos en otra parte","",4,"2308","","","","","",""
"_2308001","D2308001","Orujo de uvas","",,"","","","","","",""
"23080011","D23080011","Con un grado alcohólico total inferior o igual al 4,3 % mas y un contenido de materia seca superior o igual al 40 % en peso","",5,"230800","","","","","",""
"23080019","D23080019","Los demás","",5,"230800","","","","","",""
"23080040","D23080040","Bellotas y castañas de Indias; orujo de frutos (excepto el de uvas)","",5,"230800","","","","","",""
"23080090","D23080090","Los demás","",5,"230800","","","","","",""
"2309","D2309","Preparaciones del tipo de las utilizadas para la alimentación de los animales","",3,"23","","","","","",""
"230910","D230910","Alimentos para perros o gatos, acondicionados para la venta al por menor","",4,"2309","","","","","",""
"_230910102","D230910102","Que contengan almidón, fécula, glucosa, maltodextrina o jarabe de glucosa o de maltodextrina","",,"","","","","","",""
"_230910103","D230910103","Sin almidón ni fécula o con un contenido de estas materias inferior o igual al 10 % en peso","",,"","","","","","",""
"23091011","D23091011","Sin productos lácteos o con un contenido de estos productos inferior al 10 % en peso","",5,"230910","","","","","",""
"23091015","D23091015","Con un contenido de productos lácteos superior o igual al 50 % pero inferior al 75 % en peso","",5,"230910","","","","","",""
"23091019","D23091019","Con un contenido de productos lácteos superior o igual al 75 % en peso","",5,"230910","","","","","",""
"23091031","D23091031","Sin productos lácteos o con un contenido de estos productos inferior al 10 % en peso","",5,"230910","","","","","",""
"23091039","D23091039","Con un contenido de productos lácteos superior o igual al 50 % en peso","",5,"230910","","","","","",""
"_2309105","D2309105","Con un contenido de almidón o de fécula superior al 30 % en peso","",,"","","","","","",""
"23091051","D23091051","Sin productos lácteos o con un contenido de estos productos inferior al 10 % en peso","",5,"230910","","","","","",""
"23091059","D23091059","Con un contenido de productos lácteos superior o igual al 50 % en peso","",5,"230910","","","","","",""
"23091090","D23091090","Los demás","",5,"230910","","","","","",""
"230990","D230990","Las demás","",4,"2309","","","","","",""
"23099010","D23099010","Productos llamados «solubles» de pescado o de mamíferos marinos","",5,"230990","","","","","",""
"23099020","D23099020","Contemplados en la nota complementaria 5 del presente capítulo","",5,"230990","","","","","",""
"_230990301","D230990301","Los demás, incluidas las premezclas","",,"","","","","","",""
"_230990303","D230990303","Que contengan almidón, fécula, glucosa, maltodextrina o jarabes de glucosa o maltodextrina","",,"","","","","","",""
"_230990304","D230990304","Sin almidón ni fécula o con un contenido de estas materias inferior o igual al 10 % en peso","",,"","","","","","",""
"23099031","D23099031","Sin productos lácteos o con un contenido de estos productos inferior al 10 % en peso","",5,"230990","","","","","",""
"23099035","D23099035","Con un contenido de productos lácteos superior o igual al 50 % pero inferior al 75 % en peso","",5,"230990","","","","","",""
"23099039","D23099039","Con un contenido de productos lácteos superior o igual al 75 % en peso","",5,"230990","","","","","",""
"23099041","D23099041","Sin productos lácteos o con un contenido de estos productos inferior al 10 % en peso","",5,"230990","","","","","",""
"23099043","D23099043","Con un contenido de productos lácteos superior o igual al 10 % pero inferior al 50 % en peso","",5,"230990","","","","","",""
"_2309905","D2309905","Con un contenido de almidón o de fécula superior al 30 % en peso","",,"","","","","","",""
"23099051","D23099051","Sin productos lácteos o con un contenido de estos productos inferior al 10 % en peso","",5,"230990","","","","","",""
"23099059","D23099059","Con un contenido de productos lácteos superior o igual al 50 % en peso","",5,"230990","","","","","",""
"2814","F2814","Amoníaco anhidro o en disolución acuosa","",3,"28","","","","","",""
"28141000","F28141000","Amoníaco anhidro","",5,"281410","","","","","",""
"28142000","F28142000","Amoníaco en disolución acuosa","",5,"281420","","","","","",""
"2815","F2815","Hidróxido de sodio (sosa o soda cáustica); hidróxido de potasio (potasa cáustica); peróxidos de sodio o de potasio","",3,"28","","","","","",""
"_2815110","F2815110","Hidróxido de sodio (sosa o soda cáustica)","",,"","","","","","",""
"28151100","F28151100","Sólido","",5,"281511","","","","","",""
"28151200","F28151200","En disolución acuosa (lejía de sosa o soda cáustica)","",5,"281512","","","","","",""
"28152000","F28152000","Hidróxido de potasio (potasa cáustica)","",5,"281520","","","","","",""
"28153000","F28153000","Peróxidos de sodio o de potasio","",5,"281530","","","","","",""
"2816","F2816","Hidróxido y peróxido de magnesio; óxidos, hidróxidos y peróxidos, de estroncio o de bario","",3,"28","","","","","",""
"28161000","F28161000","Hidróxido y peróxido de magnesio","",5,"281610","","","","","",""
"28164000","F28164000","Óxidos, hidróxidos y peróxidos, de estroncio o de bario","",5,"281640","","","","","",""
"28170000","F28170000","Óxido de cinc; peróxido de cinc","",5,"281700","","","","","",""
"2818","F2818","Corindón artificial, aunque no sea de constitución química definida; óxido de aluminio; hidróxido de aluminio","",3,"28","","","","","",""
"281810","F281810","Corindón artificial, aunque no sea de constitución química definida","",4,"2818","","","","","",""
"_2818101","F2818101","Con un contenido de óxido de aluminio superior o igual al 98,5 % en peso","",,"","","","","","",""
"28181019","F28181019","Con un contenido de partículas, de tamaño superior a 10 mm, superior o igual al 50 % del peso total","",5,"281810","","","","","",""
"_2818109","F2818109","Con un contenido de óxido de aluminio inferior al 98,5 % en peso","",,"","","","","","",""
"28181099","F28181099","Con un contenido de partículas, de tamaño superior a 10 mm, superior o igual al 50 % del peso total","",5,"281810","","","","","",""
"28182000","F28182000","Óxido de aluminio, excepto el corindón artificial","",5,"281820","","","","","",""
"28183000","F28183000","Hidróxido de aluminio","",5,"281830","","","","","",""
"28191000","F28191000","Trióxido de cromo","",5,"281910","","","","","",""
"281990","F281990","Los demás","",4,"2819","","","","","",""
"28199010","F28199010","Dióxido de cromo","",5,"281990","","","","","",""
"28199090","F28199090","Los demás","",5,"281990","","","","","",""
"2820","F2820","Óxidos de manganeso","",3,"28","","","","","",""
"282090","F282090","Los demás","",4,"2820","","","","","",""
"28209090","F28209090","Los demás","",5,"282090","","","","","",""
"2821","F2821","Óxidos e hidróxidos de hierro; tierras colorantes con un contenido de hierro combinado, expresado en Fe2O3 superior o igual al 70 % en peso","",3,"28","","","","","",""
"28211000","F28211000","Óxidos e hidróxidos de hierro","",5,"282110","","","","","",""
"28212000","F28212000","Tierras colorantes","",5,"282120","","","","","",""
"28230000","F28230000","Óxidos de titanio","",5,"282300","","","","","",""
"2824","F2824","Óxidos de plomo; minio y minio anaranjado","",3,"28","","","","","",""
"28241000","F28241000","Monóxido de plomo (litargirio, masicote)","",5,"282410","","","","","",""
"282490","F282490","Los demás","",4,"2824","","","","","",""
"28249010","F28249010","Minio y minio anaranjado","",5,"282490","","","","","",""
"28249090","F28249090","Los demás","",5,"282490","","","","","",""
"28251000","F28251000","Hidrazina e hidroxilamina y sus sales inorgánicas","",5,"282510","","","","","",""
"28252000","F28252000","Óxido e hidróxido de litio","",5,"282520","","","","","",""
"28253000","F28253000","Óxidos e hidróxidos de vanadio","",5,"282530","","","","","",""
"28254000","F28254000","Óxidos e hidróxidos de níquel","",5,"282540","","","","","",""
"28255000","F28255000","Óxidos e hidróxidos de cobre","",5,"282550","","","","","",""
"28257000","F28257000","Óxidos e hidróxidos de molibdeno","",5,"282570","","","","","",""
"28258000","F28258000","Óxidos de antimonio","",5,"282580","","","","","",""
"282590","F282590","Los demás","",4,"2825","","","","","",""
"_2825901","F2825901","Óxido, hidróxido y peróxido de calcio","",,"","","","","","",""
"28259019","F28259019","Los demás","",5,"282590","","","","","",""
"28259020","F28259020","Óxido e hidróxido de berilio","",5,"282590","","","","","",""
"28259040","F28259040","Óxidos e hidróxidos de volframio (tungsteno)","",5,"282590","","","","","",""
"28259060","F28259060","Óxido de cadmio","",5,"282590","","","","","",""
"28259085","F28259085","Los demás","",5,"282590","","","","","",""
"_282599","F282599","V. SALES Y PEROXOSALES METÁLICAS DE LOS ÁCIDOS INORGÁNICOS","",,"","","","","","",""
"2826","F2826","Fluoruros; fluorosilicatos, fluoroaluminatos y demás sales complejas de flúor","",3,"28","","","","","",""
"2844","F2844","Elementos químicos radiactivos e isótopos radiactivos (incluidos los elementos químicos e isótopos fisionables o fértiles) y sus compuestos; mezclas y residuos que contengan estos productos","",3,"28","","","","","",""
"284410","F284410","Uranio natural y sus compuestos; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan uranio natural o compuestos de uranio natural","",4,"2844","","","","","",""
"_2844101","F2844101","Uranio natural","",,"","","","","","",""
"290719","F290719","Los demás","",4,"2907","","","","","",""
"29071910","F29071910","Xilenoles y sus sales","",5,"290719","","","","","",""
"29071990","F29071990","Los demás","",5,"290719","","","","","",""
"29072100","F29072100","Resorcinol y sus sales","",5,"290721","","","","","",""
"29072200","F29072200","Hidroquinona y sus sales","",5,"290722","","","","","",""
"29072900","F29072900","Los demás","",5,"290729","","","","","",""
"2908","F2908","Derivados halogenados, sulfonados, nitrados o nitrosados, de los fenoles o de los fenoles-alcoholes","",3,"29","","","","","",""
"_2908110","F2908110","Derivados solamente halogenados y sus sales","",,"","","","","","",""
"29081100","F29081100","Pentaclorofenol (ISO)","",5,"290811","","","","","",""
"29081900","F29081900","Los demás","",5,"290819","","","","","",""
"29089100","F29089100","Dinoseb (ISO) y sus sales","",5,"290891","","","","","",""
"290899","F290899","Los demás","",4,"2908","","","","","",""
"29089990","F29089990","Los demás","",5,"290899","","","","","",""
"2909","F2909","Éteres, éteres-alcoholes, éteres-fenoles, éteres-alcoholes-fenoles, peróxidos de alcoholes, peróxidos de éteres, peróxidos de cetonas (aunque no sean de constitución química definida), y sus derivados halogenados, sulfonados, nitrados o nitrosados","",3,"29","","","","","",""
"_2909110","F2909110","Éteres acíclicos y sus derivados halogenados, sulfonados, nitrados o nitrosados","",,"","","","","","",""
"29091100","F29091100","Éter dietílico (óxido de dietilo)","",5,"290911","","","","","",""
"290919","F290919","Los demás","",4,"2909","","","","","",""
"29091910","F29091910","Terc-butil etil éter (etil-terc-butil-éter, ETBE)","",5,"290919","","","","","",""
"29091990","F29091990","Los demás","",5,"290919","","","","","",""
"29092000","F29092000","Éteres ciclánicos, ciclénicos, cicloterpénicos, y sus derivados halogenados, sulfonados, nitrados o nitrosados","",5,"290920","","","","","",""
"290930","F290930","Éteres aromáticos y sus derivados halogenados, sulfonados, nitrados o nitrosados","",4,"2909","","","","","",""
"29093010","F29093010","Éter difenílico (óxido de difenilo)","",5,"290930","","","","","",""
"_2909303","F2909303","Derivados bromados","",,"","","","","","",""
"29093031","F29093031","Éter de pentabromodifenilo; 1,2,4,5-tetrabromo-3,6-bis(pentabromofenoxi)benceno","",5,"290930","","","","","",""
"2936","F2936","Provitaminas y vitaminas, naturales o reproducidas por síntesis, incluidos los concentrados naturales y sus derivados utilizados principalmente como vitaminas, mezclados o no entre sí o en disoluciones de cualquier clase","",3,"29","","","","","",""
"_2936210","F2936210","Vitaminas y sus derivados, sin mezclar","",,"","","","","","",""
"29362100","F29362100","Vitaminas A y sus derivados","",5,"293621","","","","","",""
"29362200","F29362200","Vitamina B1 y sus derivados","",5,"293622","","","","","",""
"29362400","F29362400","Ácido D- o DL-pantoténico (vitamina B3 o vitamina B5) y sus derivados","",5,"293624","","","","","",""
"29362600","F29362600","Vitamina B12 y sus derivados","",5,"293626","","","","","",""
"29362700","F29362700","Vitamina C y sus derivados","",5,"293627","","","","","",""
"19019099","D19019099","Los demás","",5,"190190","","","","","",""
"1902","D1902","Pastas alimenticias, incluso cocidas o rellenas (de carne u otras sustancias) o preparadas de otra forma, tales como espaguetis, fideos, macarrones, tallarines, lasañas, ñoquis, ravioles, canelones; cuscús, incluso preparado","",3,"19","","","","","",""
"_1902110","D1902110","Pastas alimenticias sin cocer, rellenar ni preparar de otra forma","",,"","","","","","",""
"19021100","D19021100","Que contengan huevo","",5,"190211","","","","","",""
"190219","D190219","Las demás","",4,"1902","","","","","",""
"19021910","D19021910","Sin harina ni sémola de trigo blando","",5,"190219","","","","","",""
"19021990","D19021990","Los demás","",5,"190219","","","","","",""
"190220","D190220","Pastas alimenticias rellenas, incluso cocidas o preparadas de otra forma","",4,"1902","","","","","",""
"19022030","D19022030","Con un contenido de embutidos y similares, de carne y despojos de cualquier clase superior al 20 % en peso, incluida la grasa de cualquier naturaleza u origen","",5,"190220","","","","","",""
"_1902209","D1902209","Las demás","",,"","","","","","",""
"19022099","D19022099","Las demás","",5,"190220","","","","","",""
"190230","D190230","Las demás pastas alimenticias","",4,"1902","","","","","",""
"19023010","D19023010","Secas","",5,"190230","","","","","",""
"19023090","D19023090","Las demás","",5,"190230","","","","","",""
"190240","D190240","Cuscús","",4,"1902","","","","","",""
"19024010","D19024010","Sin preparar","",5,"190240","","","","","",""
"190410","D190410","Productos a base de cereales obtenidos por inflado o tostado","",4,"1904","","","","","",""
"19041010","D19041010","A base de maíz","",5,"190410","","","","","",""
"19041030","D19041030","A base de arroz","",5,"190410","","","","","",""
"19041090","D19041090","Los demás","",5,"190410","","","","","",""
"190420","D190420","Preparaciones alimenticias obtenidas con copos de cereales sin tostar o con mezclas de copos de cereales sin tostar y copos de cereales tostados o cereales inflados","",4,"1904","","","","","",""
"19042010","D19042010","Preparaciones a base de copos de cereales, sin tostar, del tipo Müsli","",5,"190420","","","","","",""
"_1904209","D1904209","Las demás","",,"","","","","","",""
"19042091","D19042091","A base de maíz","",5,"190420","","","","","",""
"19042095","D19042095","A base de arroz","",5,"190420","","","","","",""
"19042099","D19042099","Las demás","",5,"190420","","","","","",""
"19043000","D19043000","Trigo bulgur","",5,"190430","","","","","",""
"190490","D190490","Los demás","",4,"1904","","","","","",""
"19049010","D19049010","A base de arroz","",5,"190490","","","","","",""
"19049080","D19049080","Los demás","",5,"190490","","","","","",""
"19051000","D19051000","Pan crujiente llamado Knäckebrot","",5,"190510","","","","","",""
"190520","D190520","Pan de especias","",4,"1905","","","","","",""
"19052010","D19052010","Con un contenido de sacarosa, incluido el azúcar invertido calculado en sacarosa, inferior al 30 % en peso","",5,"190520","","","","","",""
"19052030","D19052030","Con un contenido de sacarosa, incluido el azúcar invertido calculado en sacarosa, superior o igual al 30 % pero inferior al 50 % en peso","",5,"190520","","","","","",""
"19052090","D19052090","Con un contenido de sacarosa, incluido el azúcar invertido calculado en sacarosa, superior o igual al 50 % en peso","",5,"190520","","","","","",""
"_19053","D19053","Galletas dulces (con adición de edulcorante); barquillos y obleas, incluso rellenos (gaufrettes, wafers) y waffles (gaufres)","",,"","","","","","",""
"190531","D190531","Galletas dulces (con adición de edulcorante)","",4,"1905","","","","","",""
"_1905311","D1905311","Total o parcialmente recubiertos o revestidos de chocolate o de otras preparaciones que contengan cacao","",,"","","","","","",""
"19053111","D19053111","En envases inmediatos con un contenido inferior o igual a 85 g","",5,"190531","","","","","",""
"19053119","D19053119","Los demás","",5,"190531","","","","","",""
"_1905313","D1905313","Los demás","",,"","","","","","",""
"19053130","D19053130","Con un contenido de materias grasas de la leche superior o igual al 8 % en peso","",5,"190531","","","","","",""
"_1905319","D1905319","Las demás","",,"","","","","","",""
"19053191","D19053191","Galletas dobles rellenas","",5,"190531","","","","","",""
"19053199","D19053199","Las demás","",5,"190531","","","","","",""
"19053205","D19053205","Con un contenido de agua superior al 10 % en peso","",5,"190532","","","","","",""
"_190532101","D190532101","Los demás","",,"","","","","","",""
"_190532102","D190532102","Total o parcialmente recubiertos o revestidos de chocolate o de otras preparaciones que contengan cacao","",,"","","","","","",""
"19053219","D19053219","Los demás","",5,"190532","","","","","",""
"_1905329","D1905329","Los demás","",,"","","","","","",""
"19053291","D19053291","Salados, rellenos o sin rellenar","",5,"190532","","","","","",""
"19053299","D19053299","Los demás","",5,"190532","","","","","",""
"190540","D190540","Pan tostado y productos similares tostados","",4,"1905","","","","","",""
"19054010","D19054010","Pan a la brasa","",5,"190540","","","","","",""
"19054090","D19054090","Los demás","",5,"190540","","","","","",""
"190590","D190590","Los demás","",4,"1905","","","","","",""
"19059010","D19059010","Pan ázimo (mazoth)","",5,"190590","","","","","",""
"_1905903","D1905903","Los demás","",,"","","","","","",""
"19059030","D19059030","Pan sin miel, huevos, queso o frutos, con unos contenidos de azúcares y de materias grasas inferiores o iguales al 5 % en peso calculados sobre materia seca","",5,"190590","","","","","",""
"19059045","D19059045","Galletas","",5,"190590","","","","","",""
"_1905906","D1905906","Los demás","",,"","","","","","",""
"19059060","D19059060","Con edulcorantes añadidos","",5,"190590","","","","","",""
"19059090","D19059090","Los demás","",5,"190590","","","","","",""
"20","D20","CAPÍTULO 20 - PREPARACIONES DE HORTALIZAS, DE FRUTAS U OTROS FRUTOS O DEMÁS PARTES DE PLANTAS","",2,"IV","","","","","",""
"20011000","D20011000","Pepinos y pepinillos","",5,"200110","","","","","",""
"200190","D200190","Los demás","",4,"2001","","","","","",""
"20019010","D20019010","Chutney de mango","",5,"200190","","","","","",""
"20019020","D20019020","Frutos del género Capsicum (excepto los pimientos dulces)","",5,"200190","","","","","",""
"20019030","D20019030","Maíz dulce (Zea mays var. saccharata)","",5,"200190","","","","","",""
"20019050","D20019050","Setas","",5,"200190","","","","","",""
"20019060","D20019060","Palmitos","",5,"200190","","","","","",""
"20019065","D20019065","Aceitunas","",5,"200190","","","","","",""
"20019070","D20019070","Pimientos dulces","",5,"200190","","","","","",""
"20019091","D20019091","Frutos tropicales y nueces tropicales","",5,"200190","","","","","",""
"20019097","D20019097","Los demás","",5,"200190","","","","","",""
"2002","D2002","Tomates preparados o conservados (excepto en vinagre o en ácido acético)","",3,"20","","","","","",""
"200210","D200210","Tomates enteros o en trozos","",4,"2002","","","","","",""
"20021010","D20021010","Pelados","",5,"200210","","","","","",""
"20021090","D20021090","Los demás","",5,"200210","","","","","",""
"200290","D200290","Los demás","",4,"2002","","","","","",""
"20029011","D20029011","En envases inmediatos con un contenido neto superior a 1 kg","",5,"200290","","","","","",""
"20029019","D20029019","En envases inmediatos con un contenido neto inferior o igual a 1 kg","",5,"200290","","","","","",""
"20029031","D20029031","En envases inmediatos con un contenido neto superior a 1 kg","",5,"200290","","","","","",""
"20029039","D20029039","En envases inmediatos con un contenido neto inferior o igual a 1 kg","",5,"200290","","","","","",""
"20029091","D20029091","En envases inmediatos con un contenido neto superior a 1 kg","",5,"200290","","","","","",""
"20029099","D20029099","En envases inmediatos con un contenido neto inferior o igual a 1 kg","",5,"200290","","","","","",""
"2003","D2003","Hongos y trufas, preparados o conservados (excepto en vinagre o en ácido acético)","",3,"20","","","","","",""
