"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA"
"02121","002121","Camels and camelids",5,"","0212","","","","","",
"02122","002122","Sheep",5,"","0212","","","","","",
"02123","002123","Goats",5,"","0212","","","","","",
"02129","002129","Other ruminants, n.e.c.",5,"","0212","","","","","",
"0213","00213","Horses and other equines",4,"","021","","","","","",
"02131","002131","Horses",5,"","0213","","","","","",
"02132","002132","Asses",5,"","0213","","","","","",
"02133","002133","Mules and hinnies",5,"","0213","","","","","",
"0214","00214","Swine / pigs",4,"","021","","","","","",
"02140","002140","Swine / pigs",5,"","0214","","","","","",
"0215","00215","Poultry",4,"","021","","","","","",
"02151","002151","Chickens",5,"","0215","","","","","",
"02152","002152","Turkeys",5,"","0215","","","","","",
"02153","002153","Geese",5,"","0215","","","","","",
"02154","002154","Ducks",5,"","0215","","","","","",
"02155","002155","Guinea fowls",5,"","0215","","","","","",
"0219","00219","Other live animals",4,"","021","","","","","",
"02191","002191","Rabbits and hares",5,"","0219","","","","","",
"02192","002192","Other mammals",5,"","0219","","","","","",
"02193","002193","Ostriches and emus",5,"","0219","","","","","",
"02194","002194","Other birds",5,"","0219","","","","","",
"02195","002195","Reptiles",5,"","0219","","","","","",
"02196","002196","Bees",5,"","0219","","","","","",
"02199","002199","Other live animals, n.e.c.",5,"","0219","","","","","",
"022","0022","Raw milk",3,"","02","","","","","",
"0221","00221","Raw milk from bovine animals",4,"","022","","","","","",
"02211","002211","Raw milk of cattle",5,"","0221","","","","","",
"02212","002212","Raw milk of buffalo",5,"","0221","","","","","",
"0229","00229","Other raw milk",4,"","022","","","","","",
"02291","002291","Raw milk of sheep",5,"","0229","","","","","",
"02292","002292","Raw milk of goats",5,"","0229","","","","","",
"02293","002293","Raw milk of camel",5,"","0229","","","","","",
"02299","002299","Other raw milk n.e.c.",5,"","0229","","","","","",
"023","0023","Eggs of hens or other birds in shell, fresh",3,"","02","","","","","",
"0231","00231","Hen eggs in shell, fresh",4,"","023","","","","","",
"02311","002311","Hen eggs in shell, fresh, for hatching",5,"","0231","","","","","",
"02312","002312","Other hen eggs in shell, fresh",5,"","0231","","","","","",
"0232","00232","Eggs from other birds in shell, fresh, n.e.c.",4,"","023","","","","","",
"02321","002321","Eggs from other birds in shell, fresh, for hatching",5,"","0232","","","","","",
"02322","002322","Other eggs from other birds in shell, fresh",5,"","0232","","","","","",
"024","0024","Reproductive materials of animals",3,"","02","","","","","",
"0241","00241","Semen",4,"","024","","","","","",
"02411","002411","Bovine semen",5,"","0241","","","","","",
"02419","002419","Semen, n.e.c.",5,"","0241","","","","","",
"0242","00242","Embryos",4,"","024","","","","","",
"02420","002420","Embryos",5,"","0242","","","","","",
"029","0029","Other animal products",3,"","02","","","","","",
"0291","00291","Natural honey",4,"","029","","","","","",
"02910","002910","Natural honey",5,"","0291","","","","","",
"0292","00292","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",4,"","029","","","","","",
"02920","002920","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",5,"","0292","","","","","",
"0293","00293","Edible products of animal origin n.e.c.",4,"","029","","","","","",
"02930","002930","Edible products of animal origin n.e.c.",5,"","0293","","","","","",
"0294","00294","Raw animal materials used in textiles",4,"","029","","","","","",
"02941","002941","Shorn wool, greasy, including fleece-washed shorn wool",5,"","0294","","","","","",
"02942","002942","Pulled wool, greasy, including fleece-washed pulled wool; coarse animal hair",5,"","0294","","","","","",
"02943","002943","Fine animal hair, not carded or combed",5,"","0294","","","","","",
"02944","002944","Silk-worm cocoons suitable for reeling",5,"","0294","","","","","",
"0295","00295","Hides, skins and furskins, raw",4,"","029","","","","","",
"02951","002951","Raw hides and skins of bovine animals",5,"","0295","","","","","",
"02952","002952","Raw hides and skins of equine animals",5,"","0295","","","","","",
"02953","002953","Raw hides and skins of sheep or lambs",5,"","0295","","","","","",
"02954","002954","Raw hides and skins of goats or kids",5,"","0295","","","","","",
"02955","002955","Raw furskins",5,"","0295","","","","","",
"02959","002959","Raw skins of other animals",5,"","0295","","","","","",
"0296","00296","Insect waxes and spermaceti, whether or not refined or coloured",4,"","029","","","","","",
"02960","002960","Insect waxes and spermaceti, whether or not refined or coloured",5,"","0296","","","","","",
"03","003","Forestry and logging products",2,"","0","","","","","",
"031","0031","Wood in the rough",3,"","03","","","","","",
"0311","00311","Logs of coniferous wood",4,"","031","","","","","",
"03110","003110","Logs of coniferous wood",5,"","0311","","","","","",
"0312","00312","Logs of non-coniferous wood",4,"","031","","","","","",
"03120","003120","Logs of non-coniferous wood",5,"","0312","","","","","",
"0313","00313","Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms",4,"","031","","","","","",
"03131","003131","Fuel wood of coniferous wood",5,"","0313","","","","","",
"03132","003132","Fuel wood of non-coniferous wood",5,"","0313","","","","","",
"032","0032","Non-wood forest products",3,"","03","","","","","",
"0321","00321","Natural gums and resins, gums-resins and oleoresins",4,"","032","","","","","",
"03211","003211","Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip",5,"","0321","","","","","",
"03219","003219","Lac, resins, balsams, natural gums and other resins n.e.c.",5,"","0321","","","","","",
"0322","00322","Natural cork, raw or simply prepared",4,"","032","","","","","",
"03220","003220","Natural cork, raw or simply prepared",5,"","0322","","","","","",
"0323","00323","Other wild edible products",4,"","032","","","","","",
"03230","003230","Other wild edible products",5,"","0323","","","","","",
"0324","00324","Parts of plants, without flowers or flower buds, and grasses, mosses and lichens, suitable for ornamental purposes",4,"","032","","","","","",
"03241","003241","Christmas trees",5,"","0324","","","","","",
"03249","003249","Other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, suitable for ornamental purposes",5,"","0324","","","","","",
"0325","00325","Vegetable materials of a kind used primarily for plaiting or as stuffing or padding; raw vegetable materials of a kind used primarily for dyeing or tanning; vegetable products n.e.c.",4,"","032","","","","","",
"03250","003250","Vegetable materials of a kind used primarily for plaiting or as stuffing or padding; raw vegetable materials of a kind used primarily for dyeing or tanning; vegetable products n.e.c.",5,"","0325","","","","","",
"04","004","Fish and other fishing products",2,"","0","","","","","",
"041","0041","Fish, live, not for human consumption",3,"","04","","","","","",
"0411","00411","Ornamental fish",4,"","041","","","","","",
"04111","004111","Wild ornamental fish",5,"","0411","","","","","",
"04112","004112","Farmed ornamental fish",5,"","0411","","","","","",
"0419","00419","Other live fish, not for human consumption, including seeds and feeds for aquaculture",4,"","041","","","","","",
"04191","004191","Other wild live fish, not for human consumption, including seeds and feeds for aquaculture",5,"","0419","","","","","",
"04192","004192","Other farmed live fish, not for human consumption, including seeds and feeds for aquaculture",5,"","0419","","","","","",
"042","0042","Fish live, fresh or chilled for human consumption",3,"","04","","","","","",
"0421","00421","Freshwater fish, live, fresh or chilled",4,"","042","","","","","",
"04211","004211","Wild freshwater fish, live, fresh or chilled",5,"","0421","","","","","",
"04212","004212","Farmed freshwater fish, live, fresh or chilled",5,"","0421","","","","","",
"0422","00422","Salmonidae, live, fresh or chilled",4,"","042","","","","","",
"04221","004221","Wild salmonidae, live, fresh or chilled",5,"","0422","","","","","",
"04222","004222","Farmed salmonidae, live, fresh or chilled",5,"","0422","","","","","",
"0423","00423","Flatfish, live, fresh or chilled",4,"","042","","","","","",
"04231","004231","Wild flatfish, live, fresh or chilled",5,"","0423","","","","","",
"04232","004232","Farmed flatfish, live, fresh or chilled",5,"","0423","","","","","",
"0424","00424","Fish of Gadiformes, live, fresh or chilled",4,"","042","","","","","",
"04241","004241","Wild fish of Gadiformes, live, fresh or chilled",5,"","0424","","","","","",
"04242","004242","Farmed fish of Gadiformes, live, fresh or chilled",5,"","0424","","","","","",
"0425","00425","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",4,"","042","","","","","",
"04251","004251","Wild tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",5,"","0425","","","","","",
"04252","004252","Farmed tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",5,"","0425","","","","","",
"0426","00426","Other pelagic fish, live, fresh or chilled",4,"","042","","","","","",
"04261","004261","Other wild pelagic fish, live, fresh or chilled",5,"","0426","","","","","",
"04262","004262","Other farmed pelagic fish, live, fresh or chilled",5,"","0426","","","","","",
"0429","00429","Other fish, live, fresh or chilled",4,"","042","","","","","",
"04291","004291","Other wild fish, live, fresh or chilled",5,"","0429","","","","","",
"04292","004292","Other farmed fish, live, fresh or chilled",5,"","0429","","","","","",
"043","0043","Crustaceans, live, fresh or chilled",3,"","04","","","","","",
"0431","00431","Crabs, live, fresh or chilled",4,"","043","","","","","",
"04311","004311","Wild crabs, live, fresh or chilled",5,"","0431","","","","","",
"04312","004312","Farmed crabs, live, fresh or chilled",5,"","0431","","","","","",
"0432","00432","Rock lobster and other sea crawfish, live, fresh or chilled",4,"","043","","","","","",
"04321","004321","Wild rock lobster and other sea crawfish, live, fresh or chilled",5,"","0432","","","","","",
"04322","004322","Farmed rock lobster and other sea crawfish, live, fresh or chilled",5,"","0432","","","","","",
"0433","00433","Lobsters (""Homarus spp.""), live, fresh or chilled",4,"","043","","","","","",
"04331","004331","Wild lobsters (""Homarus spp.""), live, fresh or chilled",5,"","0433","","","","","",
"04332","004332","Farmed lobsters (""Homarus spp.""), live, fresh or chilled",5,"","0433","","","","","",
"0434","00434","Norway lobsters, live, fresh or chilled",4,"","043","","","","","",
"04341","004341","Wild Norway lobsters, live, fresh or chilled",5,"","0434","","","","","",
"04342","004342","Farmed Norway lobsters, live, fresh or chilled",5,"","0434","","","","","",
"0435","00435","Cold-water shrimps and prawns (""Pandalus spp."", ""Crangon crangon""), live, fresh or chilled",4,"","043","","","","","",
"04351","004351","Wild cold-water shrimps and prawns (""Pandalus spp."", ""Crangon crangon""), live, fresh or chilled",5,"","0435","","","","","",
"04352","004352","Farmed cold-water shrimps and prawns (""Pandalus spp."", ""Crangon crangon""), live, fresh or chilled",5,"","0435","","","","","",
"0436","00436","Other shrimps and prawns, live, fresh or chilled",4,"","043","","","","","",
"04361","004361","Other wild shrimps and prawns, live, fresh or chilled",5,"","0436","","","","","",
"04362","004362","Other farmed shrimps and prawns, live, fresh or chilled",5,"","0436","","","","","",
"0439","00439","Other crustaceans, live, fresh or chilled",4,"","043","","","","","",
"04391","004391","Other wild crustaceans, live, fresh or chilled",5,"","0439","","","","","",
"04392","004392","Other farmed crustaceans, live, fresh or chilled",5,"","0439","","","","","",
"044","0044","Molluscs live, fresh or chilled",3,"","04","","","","","",
"0441","00441","Abalone, live, fresh or chilled",4,"","044","","","","","",
"04411","004411","Wild abalone, live, fresh or chilled",5,"","0441","","","","","",
"04412","004412","Farmed abalone, live, fresh or chilled",5,"","0441","","","","","",
"0442","00442","Oysters, live, fresh or chilled",4,"","044","","","","","",
"04421","004421","Wild oysters, live, fresh or chilled",5,"","0442","","","","","",
"04422","004422","Farmed oysters, live, fresh or chilled",5,"","0442","","","","","",
"0443","00443","Mussels, live, fresh or chilled",4,"","044","","","","","",
"04431","004431","Wild mussels, live, fresh or chilled",5,"","0443","","","","","",
"04432","004432","Farmed mussels, live, fresh or chilled",5,"","0443","","","","","",
"0444","00444","Scallops, live, fresh or chilled",4,"","044","","","","","",
"04441","004441","Wild scallops, live, fresh or chilled",5,"","0444","","","","","",
"04442","004442","Farmed scallops, live, fresh or chilled",5,"","0444","","","","","",
"0445","00445","Clams, cockles and ark shells, live, fresh or chilled",4,"","044","","","","","",
"04451","004451","Wild clams, cockles and ark shells, live, fresh or chilled",5,"","0445","","","","","",
"04452","004452","Farmed clams, cockles and ark shells, live, fresh or chilled",5,"","0445","","","","","",
"0446","00446","Cuttle fish and squid, live, fresh or chilled",4,"","044","","","","","",
"04461","004461","Wild cuttle fish and squid, live, fresh or chilled",5,"","0446","","","","","",
"04462","004462","Farmed cuttle fish and squid, live, fresh or chilled",5,"","0446","","","","","",
"0447","00447","Octopus, live, fresh or chilled",4,"","044","","","","","",
"04471","004471","Wild octopus, live, fresh or chilled",5,"","0447","","","","","",
"04472","004472","Farmed octopus, live, fresh or chilled",5,"","0447","","","","","",
"0449","00449","Other molluscs, live, fresh or chilled",4,"","044","","","","","",
"04491","004491","Other wild molluscs, live, fresh or chilled",5,"","0449","","","","","",
"04492","004492","Other farmed molluscs, live, fresh or chilled",5,"","0449","","","","","",
"045","0045","Other aquatic invertebrates, live, fresh or chilled",3,"","04","","","","","",
"0451","00451","Sea cucumbers, live, fresh or chilled",4,"","045","","","","","",
"04511","004511","Wild sea cucumbers, live, fresh or chilled",5,"","0451","","","","","",
"04512","004512","Farmed sea cucumbers, live, fresh or chilled",5,"","0451","","","","","",
"0452","00452","Sea urchins, live, fresh or chilled",4,"","045","","","","","",
"04521","004521","Wild sea urchins, live, fresh or chilled",5,"","0452","","","","","",
"04522","004522","Farmed sea urchins, live, fresh or chilled",5,"","0452","","","","","",
"0453","00453","Jellyfish, live, fresh or chilled",4,"","045","","","","","",
"04530","004530","Jellyfish, live, fresh or chilled",5,"","0453","","","","","",
"0459","00459","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",4,"","045","","","","","",
"04590","004590","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",5,"","0459","","","","","",
"049","0049","Other aquatic plants and animals",3,"","04","","","","","",
"0491","00491","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose",4,"","049","","","","","",
"04911","004911","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone",5,"","0491","","","","","",
"04912","004912","Wild live aquatic plants and animals for ornamental purpose",5,"","0491","","","","","",
"04913","004913","Farmed live aquatic plants and animals for ornamental purpose",5,"","0491","","","","","",
"0492","00492","Natural sponges of aquatic animal origin",4,"","049","","","","","",
"04920","004920","Natural sponges of aquatic animal origin",5,"","0492","","","","","",
"0493","00493","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",4,"","049","","","","","",
"04931","004931","Wild seaweeds and other algae, fresh, frozen or dried, whether or not ground, fit for human consumption",5,"","0493","","","","","",
"04932","004932","Farmed seaweeds and other algae, fresh, frozen or dried, whether or not ground, fit for human consumption",5,"","0493","","","","","",
"04933","004933","Wild seaweeds and other algae, fresh, frozen or dried, whether or not ground, unfit for human consumption",5,"","0493","","","","","",
"04934","004934","Farmed seaweeds and other algae, fresh, frozen or dried, whether or not ground, unfit for human consumption",5,"","0493","","","","","",
"1","1","Ores and minerals; electricity, gas and water",1,"","","","","","","",
"11","111","Coal and peat",2,"","1","","","","","",
"110","1110","Coal and peat",3,"","11","","","","","",
"1101","11101","Hard coal",4,"","110","","","","","",
"11010","111010","Hard coal",5,"","1101","","","","","",
"1102","11102","Patent fuel and similar solid fuels manufactured from hard coal",4,"","110","","","","","",
"11020","111020","Patent fuel and similar solid fuels manufactured from hard coal",5,"","1102","","","","","",
"1103","11103","Brown coal",4,"","110","","","","","",
"11030","111030","Brown coal",5,"","1103","","","","","",
"1104","11104","Brown coal briquettes and similar solid fuels manufactured from brown coal",4,"","110","","","","","",
"11040","111040","Brown coal briquettes and similar solid fuels manufactured from brown coal",5,"","1104","","","","","",
"1105","11105","Peat",4,"","110","","","","","",
"11050","111050","Peat",5,"","1105","","","","","",
"12","112","Crude petroleum and natural gas",2,"","1","","","","","",
"120","1120","Crude petroleum and natural gas",3,"","12","","","","","",
"1201","11201","Petroleum oils and oils obtained from bituminous minerals, crude",4,"","120","","","","","",
"12010","112010","Petroleum oils and oils obtained from bituminous minerals, crude",5,"","1201","","","","","",
"1202","11202","Natural gas, liquefied or in the gaseous state",4,"","120","","","","","",
"12020","112020","Natural gas, liquefied or in the gaseous state",5,"","1202","","","","","",
"1203","11203","Bituminous or oil shale and tar sands",4,"","120","","","","","",
"12030","112030","Bituminous or oil shale and tar sands",5,"","1203","","","","","",
"13","113","Uranium and thorium ores and concentrates",2,"","1","","","","","",
"130","1130","Uranium and thorium ores and concentrates",3,"","13","","","","","",
"1300","11300","Uranium and thorium ores and concentrates",4,"","130","","","","","",
"13000","113000","Uranium and thorium ores and concentrates",5,"","1300","","","","","",
"14","114","Metal ores",2,"","1","","","","","",
"141","1141","Iron ores and concentrates, other than roasted iron pyrites",3,"","14","","","","","",
"1410","11410","Iron ores and concentrates, other than roasted iron pyrites",4,"","141","","","","","",
"14100","114100","Iron ores and concentrates, other than roasted iron pyrites",5,"","1410","","","","","",
"142","1142","Non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates)",3,"","14","","","","","",
"1421","11421","Copper, ores and concentrates",4,"","142","","","","","",
"14210","114210","Copper, ores and concentrates",5,"","1421","","","","","",
"1422","11422","Nickel ores and concentrates",4,"","142","","","","","",
"14220","114220","Nickel ores and concentrates",5,"","1422","","","","","",
"1423","11423","Aluminium ores and concentrates",4,"","142","","","","","",
"14230","114230","Aluminium ores and concentrates",5,"","1423","","","","","",
"1424","11424","Precious metal ores and concentrates",4,"","142","","","","","",
"14240","114240","Precious metal ores and concentrates",5,"","1424","","","","","",
"1429","11429","Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates)",4,"","142","","","","","",
"14290","114290","Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates)",5,"","1429","","","","","",
"15","115","Stone, sand and clay",2,"","1","","","","","",
"151","1151","Monumental or building stone",3,"","15","","","","","",
"1511","11511","Slate",4,"","151","","","","","",
"15110","115110","Slate",5,"","1511","","","","","",
"1512","11512","Marble and other calcareous monumental or building stone",4,"","151","","","","","",
"15120","115120","Marble and other calcareous monumental or building stone",5,"","1512","","","","","",
"1513","11513","Granite, sandstone and other monumental or building stone",4,"","151","","","","","",
"15130","115130","Granite, sandstone and other monumental or building stone",5,"","1513","","","","","",
"152","1152","Gypsum; anhydrite; limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",3,"","15","","","","","",
"1520","11520","Gypsum; anhydrite; limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",4,"","152","","","","","",
"15200","115200","Gypsum; anhydrite; limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",5,"","1520","","","","","",
"153","1153","Sands, pebbles, gravel, broken or crushed stone, natural bitumen and asphalt",3,"","15","","","","","",
"1531","11531","Natural sands",4,"","153","","","","","",
"15310","115310","Natural sands",5,"","1531","","","","","",
"1532","11532","Pebbles, gravel, broken or crushed stone, macadam; granules, chippings and powder of stone",4,"","153","","","","","",
"15320","115320","Pebbles, gravel, broken or crushed stone, macadam; granules, chippings and powder of stone",5,"","1532","","","","","",
"1533","11533","Bitumen and asphalt, natural; asphaltites and asphaltic rock",4,"","153","","","","","",
"15330","115330","Bitumen and asphalt, natural; asphaltites and asphaltic rock",5,"","1533","","","","","",
"154","1154","Clays",3,"","15","","","","","",
"1540","11540","Clays",4,"","154","","","","","",
"15400","115400","Clays",5,"","1540","","","","","",
"16","116","Other minerals",2,"","1","","","","","",
"161","1161","Chemical and fertilizer minerals",3,"","16","","","","","",
"1611","11611","Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk",4,"","161","","","","","",
"16110","116110","Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk",5,"","1611","","","","","",
"1612","11612","Unroasted iron pyrites",4,"","161","","","","","",
"16120","116120","Unroasted iron pyrites",5,"","1612","","","","","",
"1619","11619","Other chemical minerals",4,"","161","","","","","",
"16190","116190","Other chemical minerals",5,"","1619","","","","","",
"162","1162","Salt and pure sodium chloride; sea water",3,"","16","","","","","",
"1620","11620","Salt and pure sodium chloride; sea water",4,"","162","","","","","",
"16200","116200","Salt and pure sodium chloride; sea water",5,"","1620","","","","","",
"163","1163","Precious and semi-precious stones; pumice stone; emery; natural abrasives; other minerals",3,"","16","","","","","",
"1631","11631","Precious stones (including diamonds, but not industrial diamonds) and semi-precious stones, unworked or simply sawn or roughly shaped",4,"","163","","","","","",
"16310","116310","Precious stones (including diamonds, but not industrial diamonds) and semi-precious stones, unworked or simply sawn or roughly shaped",5,"","1631","","","","","",
"1632","11632","Industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives",4,"","163","","","","","",
"16320","116320","Industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives",5,"","1632","","","","","",
"1633","11633","Chalk and dolomite",4,"","163","","","","","",
"16330","116330","Chalk and dolomite",5,"","1633","","","","","",
"1639","11639","Other minerals n.e.c.",4,"","163","","","","","",
"16390","116390","Other minerals n.e.c.",5,"","1639","","","","","",
"17","117","Electricity, town gas, steam and hot water",2,"","1","","","","","",
"171","1171","Electrical energy",3,"","17","","","","","",
"1710","11710","Electrical energy",4,"","171","","","","","",
"17100","117100","Electrical energy",5,"","1710","","","","","",
"172","1172","Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons",3,"","17","","","","","",
"1720","11720","Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons",4,"","172","","","","","",
"17200","117200","Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons",5,"","1720","","","","","",
"173","1173","Steam and hot water",3,"","17","","","","","",
"1730","11730","Steam and hot water",4,"","173","","","","","",
"17300","117300","Steam and hot water",5,"","1730","","","","","",
"174","1174","Ice and snow",3,"","17","","","","","",
"1740","11740","Ice and snow",4,"","174","","","","","",
"17400","117400","Ice and snow",5,"","1740","","","","","",
"18","118","Natural water",2,"","1","","","","","",
"180","1180","Natural water",3,"","18","","","","","",
"1800","11800","Natural water",4,"","180","","","","","",
"18000","118000","Natural water",5,"","1800","","","","","",
"2","2","Food products, beverages and tobacco; textiles, apparel and leather products",1,"","","","","","","",
"21","221","Meat, fish, fruits, vegetables, oils and fats",2,"","2","","","","","",
"211","2211","Meat and meat products",3,"","21","","","","","",
"2111","22111","Meat of mammals, fresh or chilled",4,"","211","","","","","",
"21111","221111","Meat of cattle, fresh or chilled",5,"","2111","","","","","",
"21112","221112","Meat of buffalo, fresh or chilled",5,"","2111","","","","","",
"21113","221113","Meat of pigs, fresh or chilled",5,"","2111","","","","","",
"21114","221114","Meat of rabbits and hares, fresh or chilled",5,"","2111","","","","","",
"21115","221115","Meat of sheep, fresh or chilled",5,"","2111","","","","","",
"21116","221116","Meat of goat, fresh or chilled",5,"","2111","","","","","",
"21117","221117","Meat of camels and camelids, fresh or chilled",5,"","2111","","","","","",
"21118","221118","Meat of horses and other equines, fresh or chilled",5,"","2111","","","","","",
"21119","221119","Other meat of mammals, fresh or chilled",5,"","2111","","","","","",
