"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA"
"35220","335220","Lysine and its esters and salts thereof; glutamic acid and its salts; quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids; acyclic amides and their derivatives and salts thereof; cyclic amides (except ureines) and their derivatives and salts",5,"","3522","","","","","",
"3523","33523","Lactones n.e.c., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring, a pyrimidine ring, a piperazine ring, an unfused triazine ring or a phenothiazine ring system not further fused; hydantoin and its derivatives; sulphonamides",4,"","352","","","","","",
"35230","335230","Lactones n.e.c., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring, a pyrimidine ring, a piperazine ring, an unfused triazine ring or a phenothiazine ring system not further fused; hydantoin and its derivatives; sulphonamides",5,"","3523","","","","","",
"3524","33524","Sugars, chemically pure n.e.c.; sugar ethers and sugar esters and their salts n.e.c.",4,"","352","","","","","",
"35240","335240","Sugars, chemically pure n.e.c.; sugar ethers and sugar esters and their salts n.e.c.",5,"","3524","","","","","",
"3525","33525","Provitamins, vitamins and hormones; glycosides and vegetable alkaloids and their salts, ethers, esters and other derivatives; antibiotics",4,"","352","","","","","",
"35250","335250","Provitamins, vitamins and hormones; glycosides and vegetable alkaloids and their salts, ethers, esters and other derivatives; antibiotics",5,"","3525","","","","","",
"3526","33526","Medicaments, for therapeutic or prophylactic uses",4,"","352","","","","","",
"35260","335260","Medicaments, for therapeutic or prophylactic uses",5,"","3526","","","","","",
"3527","33527","Other pharmaceutical products",4,"","352","","","","","",
"35270","335270","Other pharmaceutical products",5,"","3527","","","","","",
"3529","33529","Other articles for medical or surgical purposes",4,"","352","","","","","",
"35290","335290","Other articles for medical or surgical purposes",5,"","3529","","","","","",
"353","3353","Soap, cleaning preparations, perfumes and toilet preparations",3,"","35","","","","","",
"3531","33531","Organic surface active agents, except soap",4,"","353","","","","","",
"35310","335310","Organic surface active agents, except soap",5,"","3531","","","","","",
"3532","33532","Soap and detergents, perfume and toilet preparations",4,"","353","","","","","",
"35321","335321","Soap; organic surface-active products and preparations for use as soap; paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent",5,"","3532","","","","","",
"35322","335322","Detergents and washing preparations",5,"","3532","","","","","",
"35323","335323","Perfume and toilet preparations",5,"","3532","","","","","",
"3533","33533","Cleaning and polishing preparations",4,"","353","","","","","",
"35331","335331","Preparations for perfuming or deodorizing rooms",5,"","3533","","","","","",
"35332","335332","Artificial waxes and prepared waxes",5,"","3533","","","","","",
"35333","335333","Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal",5,"","3533","","","","","",
"35334","335334","Scouring pastes and powders and other scouring preparations",5,"","3533","","","","","",
"354","3354","Chemical products n.e.c.",3,"","35","","","","","",
"3541","33541","Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids; terpenic by-products of the deterpenation of essential oils; mixtures of odoriferous substances of a kind used as raw materials in industry",4,"","354","","","","","",
"35410","335410","Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids; terpenic by-products of the deterpenation of essential oils; mixtures of odoriferous substances of a kind used as raw materials in industry",5,"","3541","","","","","",
"3542","33542","Glues and gelatine, peptones and their derivatives, and related products; caseinates and other casein derivatives; albuminates and other albumin derivatives",4,"","354","","","","","",
"35420","335420","Glues and gelatine, peptones and their derivatives, and related products; caseinates and other casein derivatives; albuminates and other albumin derivatives",5,"","3542","","","","","",
"3543","33543","Lubricating preparations and preparations of a kind used for the oil or grease treatment of materials, except of petroleum; prepared additives for mineral oils; prepared liquids for hydraulic transmission, except of petroleum; anti-freezing preparations and prepared de-icing fluids",4,"","354","","","","","",
"35430","335430","Lubricating preparations and preparations of a kind used for the oil or grease treatment of materials, except of petroleum; prepared additives for mineral oils; prepared liquids for hydraulic transmission, except of petroleum; anti-freezing preparations and prepared de-icing fluids",5,"","3543","","","","","",
"3544","33544","Modelling pastes; ""dental wax"" or ""dental impression compounds""; other preparations for use in dentistry with a basis of plaster; preparations and charges for fire-extinguishers; charged fire-extinguishing grenades; prepared culture media for development and maintenance of micro-organisms and plant, human or animal cells; composite diagnostic or laboratory reagents n.e.c.",4,"","354","","","","","",
"35440","335440","Modelling pastes; ""dental wax"" or ""dental impression compounds""; other preparations for use in dentistry with a basis of plaster; preparations and charges for fire-extinguishers; charged fire-extinguishing grenades; prepared culture media for development and maintenance of micro-organisms and plant, human or animal cells; composite diagnostic or laboratory reagents n.e.c.",5,"","3544","","","","","",
"3545","33545","Prepared explosives; safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators",4,"","354","","","","","",
"35450","335450","Prepared explosives; safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators",5,"","3545","","","","","",
"3546","33546","Pyrotechnic articles",4,"","354","","","","","",
"35460","335460","Pyrotechnic articles",5,"","3546","","","","","",
"3547","33547","Chemical elements and compounds doped for use in electronics",4,"","354","","","","","",
"35470","335470","Chemical elements and compounds doped for use in electronics",5,"","3547","","","","","",
"3549","33549","Other chemical products",4,"","354","","","","","",
"35491","335491","Biodiesel",5,"","3549","","","","","",
"35499","335499","Other chemical products n.e.c.",5,"","3549","","","","","",
"355","3355","Man-made fibres",3,"","35","","","","","",
"3551","33551","Synthetic filament tow and staple fibres, not carded or combed",4,"","355","","","","","",
"35510","335510","Synthetic filament tow and staple fibres, not carded or combed",5,"","3551","","","","","",
"3552","33552","Synthetic filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale",4,"","355","","","","","",
"35520","335520","Synthetic filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale",5,"","3552","","","","","",
"3553","33553","Synthetic monofilament and strip",4,"","355","","","","","",
"35530","335530","Synthetic monofilament and strip",5,"","3553","","","","","",
"3554","33554","Artificial filament tow and staple fibres, not carded or combed",4,"","355","","","","","",
"35540","335540","Artificial filament tow and staple fibres, not carded or combed",5,"","3554","","","","","",
"3555","33555","Artificial filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale",4,"","355","","","","","",
"35550","335550","Artificial filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale",5,"","3555","","","","","",
"3556","33556","Artificial monofilament and strip",4,"","355","","","","","",
"35560","335560","Artificial monofilament and strip",5,"","3556","","","","","",
"36","336","Rubber and plastics products",2,"","3","","","","","",
"361","3361","Rubber tyres and tubes",3,"","36","","","","","",
"3611","33611","New pneumatic tyres, inner tubes, solid or cushion tyres, interchangeable tyre treads, tyre flaps and ""camel-back"", of rubber",4,"","361","","","","","",
"36111","336111","New pneumatic tyres, of rubber, of a kind used on motor cars",5,"","3611","","","","","",
"36112","336112","New pneumatic tyres, of rubber, of a kind used on motorcycles or bicycles",5,"","3611","","","","","",
"36113","336113","Other new pneumatic tyres, of rubber",5,"","3611","","","","","",
"36114","336114","Inner tubes, solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",5,"","3611","","","","","",
"36115","336115","""Camel-back"" strips for retreading rubber tyres",5,"","3611","","","","","",
"3612","33612","Retreaded pneumatic tyres, of rubber",4,"","361","","","","","",
"36120","336120","Retreaded pneumatic tyres, of rubber",5,"","3612","","","","","",
"362","3362","Other rubber products",3,"","36","","","","","",
"3621","33621","Reclaimed rubber",4,"","362","","","","","",
"36210","336210","Reclaimed rubber",5,"","3621","","","","","",
"3622","33622","Unvulcanized compounded rubber, in primary forms or in plates, sheets or strip; unvulcanized rubber in forms other than primary forms or plates, sheets or strip (except ""camel-back"" strips for retreading rubber tyres); articles of unvulcanized rubber; thread, cord, plates, sheets, strip, rods and profile shapes, of vulcanized rubber other than hard rubber",4,"","362","","","","","",
"36220","336220","Unvulcanized compounded rubber, in primary forms or in plates, sheets or strip; unvulcanized rubber in forms other than primary forms or plates, sheets or strip (except ""camel-back"" strips for retreading rubber tyres); articles of unvulcanized rubber; thread, cord, plates, sheets, strip, rods and profile shapes, of vulcanized rubber other than hard rubber",5,"","3622","","","","","",
"3623","33623","Tubes, pipes and hoses of vulcanized rubber other than hard rubber",4,"","362","","","","","",
"36230","336230","Tubes, pipes and hoses of vulcanized rubber other than hard rubber",5,"","3623","","","","","",
"3624","33624","Conveyor or transmission belts or belting, of vulcanized rubber",4,"","362","","","","","",
"36240","336240","Conveyor or transmission belts or belting, of vulcanized rubber",5,"","3624","","","","","",
"3625","33625","Rubberized textile fabrics, except tyre cord fabric",4,"","362","","","","","",
"36250","336250","Rubberized textile fabrics, except tyre cord fabric",5,"","3625","","","","","",
"3626","33626","Articles of apparel and clothing accessories (including gloves) of vulcanized rubber other than hard rubber",4,"","362","","","","","",
"36260","336260","Articles of apparel and clothing accessories (including gloves) of vulcanized rubber other than hard rubber",5,"","3626","","","","","",
"3627","33627","Articles of vulcanized rubber n.e.c.; hard rubber; articles of hard rubber",4,"","362","","","","","",
"36270","336270","Articles of vulcanized rubber n.e.c.; hard rubber; articles of hard rubber",5,"","3627","","","","","",
"363","3363","Semi-manufactures of plastics",3,"","36","","","","","",
"3631","33631","Monofilament of which any cross-sectional dimension exceeds 1 mm, rods, sticks and profile shapes, of plastics",4,"","363","","","","","",
"36310","336310","Monofilament of which any cross-sectional dimension exceeds 1 mm, rods, sticks and profile shapes, of plastics",5,"","3631","","","","","",
"3632","33632","Tubes, pipes and hoses, and fittings therefor, of plastics",4,"","363","","","","","",
"36320","336320","Tubes, pipes and hoses, and fittings therefor, of plastics",5,"","3632","","","","","",
"3633","33633","Plates, sheets, film, foil and strip, of plastics, not self-adhesive, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",4,"","363","","","","","",
"36330","336330","Plates, sheets, film, foil and strip, of plastics, not self-adhesive, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",5,"","3633","","","","","",
"3639","33639","Other plates, sheets, film, foil and strip, of plastics",4,"","363","","","","","",
"36390","336390","Other plates, sheets, film, foil and strip, of plastics",5,"","3639","","","","","",
"364","3364","Packaging products of plastics",3,"","36","","","","","",
"3641","33641","Sacks and bags, of plastics",4,"","364","","","","","",
"36410","336410","Sacks and bags, of plastics",5,"","3641","","","","","",
"3649","33649","Other articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics",4,"","364","","","","","",
"36490","336490","Other articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics",5,"","3649","","","","","",
"369","3369","Other plastics products",3,"","36","","","","","",
"3691","33691","Floor coverings of plastics, in rolls or in the form of tiles; wall or ceiling coverings of plastics",4,"","369","","","","","",
"36910","336910","Floor coverings of plastics, in rolls or in the form of tiles; wall or ceiling coverings of plastics",5,"","3691","","","","","",
"3692","33692","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics",4,"","369","","","","","",
"36920","336920","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics",5,"","3692","","","","","",
"3693","33693","Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary ware, of plastics",4,"","369","","","","","",
"36930","336930","Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary ware, of plastics",5,"","3693","","","","","",
"3694","33694","Tableware, kitchenware, other household articles and toilet articles, of plastics",4,"","369","","","","","",
"36940","336940","Tableware, kitchenware, other household articles and toilet articles, of plastics",5,"","3694","","","","","",
"3695","33695","Builders' ware of plastics n.e.c.",4,"","369","","","","","",
"36950","336950","Builders' ware of plastics n.e.c.",5,"","3695","","","","","",
"3696","33696","Parts n.e.c. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of plastics",4,"","369","","","","","",
"36960","336960","Parts n.e.c. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of plastics",5,"","3696","","","","","",
"3697","33697","Safety headgear; other headgear of rubber or plastics",4,"","369","","","","","",
"36971","336971","Safety headgear",5,"","3697","","","","","",
"36972","336972","Other headgear of rubber or plastics",5,"","3697","","","","","",
"3698","33698","Electrical insulating fittings of plastics",4,"","369","","","","","",
"36980","336980","Electrical insulating fittings of plastics",5,"","3698","","","","","",
"3699","33699","Articles of plastics n.e.c.",4,"","369","","","","","",
"36990","336990","Articles of plastics n.e.c.",5,"","3699","","","","","",
"37","337","Glass and glass products and other non-metallic products n.e.c.",2,"","3","","","","","",
"371","3371","Glass and glass products",3,"","37","","","","","",
"3711","33711","Unworked glass, flat glass and pressed or moulded glass for construction; glass mirrors",4,"","371","","","","","",
"37111","337111","Glass in the mass, in balls (except microspheres), rods or tubes, unworked; waste and scrap of glass",5,"","3711","","","","","",
"37112","337112","Unworked cast, rolled, drawn or blown glass, in sheets",5,"","3711","","","","","",
"37113","337113","Float glass and surface ground or polished glass, in sheets",5,"","3711","","","","","",
"37114","337114","Glass in sheets, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed, etc.",5,"","3711","","","","","",
"37115","337115","Safety glass",5,"","3711","","","","","",
"37116","337116","Glass mirrors; multiple walled insulating units of glass",5,"","3711","","","","","",
"37117","337117","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",5,"","3711","","","","","",
"3712","33712","Glass fibres and articles thereof, except woven fabrics",4,"","371","","","","","",
"37121","337121","Slivers, rovings, yarn and chopped strands, of glass",5,"","3712","","","","","",
"37129","337129","Voiles, webs, mats, mattresses, boards and other articles of glass fibres, except woven fabrics",5,"","3712","","","","","",
"3719","33719","Other glass articles",4,"","371","","","","","",
"37191","337191","Bottles, jars, phials and other containers, of glass, of a kind used for the conveyance or packing of goods, except ampoules; stoppers, lids and other closures, of glass",5,"","3719","","","","","",
"37192","337192","Glass envelopes, open, and glass parts thereof, for electric lamps, cathode-ray tubes or the like",5,"","3719","","","","","",
"37193","337193","Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (except bottles, jars and the like, of glass, and ornaments of lamp-worked glass)",5,"","3719","","","","","",
"37194","337194","Clock or watch glasses and similar glasses; glasses for spectacles, not optically worked; hollow glass spheres and their segments for the manufacture of such glasses",5,"","3719","","","","","",
"37195","337195","Laboratory, hygienic or pharmaceutical glassware; ampoules of glass",5,"","3719","","","","","",
"37196","337196","Parts n.e.c. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of glass",5,"","3719","","","","","",
"37197","337197","Electrical insulators of glass",5,"","3719","","","","","",
"37199","337199","Articles of glass n.e.c. (including glass inners for vacuum flasks, signalling glassware, glass cubes for mosaics, glass beads, glass microspheres and ornaments of lamp-worked glass)",5,"","3719","","","","","",
"372","3372","Non-structural ceramic ware",3,"","37","","","","","",
"3721","33721","Ceramic sinks, baths, water closet pans, flushing cisterns and similar sanitary fixtures",4,"","372","","","","","",
"37210","337210","Ceramic sinks, baths, water closet pans, flushing cisterns and similar sanitary fixtures",5,"","3721","","","","","",
"3722","33722","Ceramic household and ornamental articles",4,"","372","","","","","",
"37221","337221","Ceramic tableware, kitchenware, other household articles and toilet articles",5,"","3722","","","","","",
"37222","337222","Statuettes and other ornamental ceramic articles",5,"","3722","","","","","",
"3729","33729","Other non-structural ceramic wares",4,"","372","","","","","",
"37291","337291","Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods",5,"","3729","","","","","",
"37292","337292","Electrical insulators of ceramics; insulating fittings, for electrical machines, appliances or equipment, of ceramics",5,"","3729","","","","","",
"37299","337299","Other non-structural ceramic articles n.e.c.",5,"","3729","","","","","",
"373","3373","Refractory products and structural non-refractory clay products",3,"","37","","","","","",
"3731","33731","Bricks, blocks, tiles and other ceramic goods of siliceous earths",4,"","373","","","","","",
"37310","337310","Bricks, blocks, tiles and other ceramic goods of siliceous earths",5,"","3731","","","","","",
"3732","33732","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous earths",4,"","373","","","","","",
"37320","337320","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous earths",5,"","3732","","","","","",
"3733","33733","Refractory cements, mortars, concretes and similar compositions n.e.c.",4,"","373","","","","","",
"37330","337330","Refractory cements, mortars, concretes and similar compositions n.e.c.",5,"","3733","","","","","",
"3170","33170","Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood (including staves)",4,"","317","","","","","",
"31700","331700","Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood (including staves)",5,"","3170","","","","","",
"319","3319","Other products of wood; articles of cork, plaiting materials and straw",3,"","31","","","","","",
"3191","33191","Other products of wood",4,"","319","","","","","",
"31911","331911","Tools, tool bodies, tool handles, broom or brush bodies and handles, boot or shoe lasts and trees, of wood",5,"","3191","","","","","",
"31912","331912","Tableware and kitchenware, of wood",5,"","3191","","","","","",
"31913","331913","Wood marquetry and inlaid wood; cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood",5,"","3191","","","","","",
"31914","331914","Wooden frames for paintings, photographs, mirrors or similar objects, and other articles of wood",5,"","3191","","","","","",
"3192","33192","Articles of cork and straw or other plaiting materials; basketware and wickerwork",4,"","319","","","","","",
"31921","331921","Natural cork, debacked or roughly squared, or in blocks, plates, sheets or strip; crushed, granulated or ground cork; waste cork",5,"","3192","","","","","",
"31922","331922","Articles of natural cork; agglomerated cork and articles thereof",5,"","3192","","","","","",
"31923","331923","Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",5,"","3192","","","","","",
"32","332","Pulp, paper and paper products; printed matter and related articles",2,"","3","","","","","",
"321","3321","Pulp, paper and paperboard",3,"","32","","","","","",
"3211","33211","Pulps of wood or other fibrous cellulosic material",4,"","321","","","","","",
"32111","332111","Chemical wood pulp, dissolving grades",5,"","3211","","","","","",
"32112","332112","Chemical wood pulp, other than dissolving grades",5,"","3211","","","","","",
"32113","332113","Mechanical wood pulp; semi-chemical wood pulp; pulps of fibrous cellulosic material other than wood",5,"","3211","","","","","",
"3212","33212","Newsprint, hand-made paper and other uncoated paper and paperboard of a kind used for graphic purposes, and punch card stock and punch tape paper",4,"","321","","","","","",
"32121","332121","Newsprint",5,"","3212","","","","","",
"32122","332122","Hand-made paper and paperboard",5,"","3212","","","","","",
"32129","332129","Other uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and punch card stock and punch tape paper",5,"","3212","","","","","",
"3213","33213","Toilet tissue stock, uncoated kraftliner and other uncoated paper and paperboard; miscellaneous other papers",4,"","321","","","","","",
"32131","332131","Toilet or facial tissue stock, towel or napkin stock and similar paper, cellulose wadding and webs of cellulose fibres",5,"","3213","","","","","",
"32132","332132","Kraftliner, uncoated",5,"","3213","","","","","",
"32133","332133","Other uncoated kraft paper and paperboard; sack kraft paper, creped or crinkled",5,"","3213","","","","","",
"32134","332134","Fluting paper, including straw and semi-chemical",5,"","3213","","","","","",
"32135","332135","Testliner (recycled liner board)",5,"","3213","","","","","",
"32136","332136","Sulphite wrapping paper, filter paper and paperboard, felt paper and other paper and paperboard; cigarette paper not cut to size or in the form of booklets or tubes",5,"","3213","","","","","",
"32137","332137","Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers",5,"","3213","","","","","",
"3214","33214","Processed paper and paperboard",4,"","321","","","","","",
"32141","332141","Composite paper and paperboard, not surface-coated or impregnated",5,"","3214","","","","","",
"32142","332142","Paper and paperboard, creped, crinkled, embossed or perforated n.e.c.",5,"","3214","","","","","",
"32143","332143","Paper and paperboard coated with kaolin or with other inorganic substances",5,"","3214","","","","","",
"32149","332149","Other paper and paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, gummed or adhesive, covered, surface-coloured, surface-decorated or printed, in rolls or sheets",5,"","3214","","","","","",
"3215","33215","Corrugated paper and paperboard and containers of paper and paperboard",4,"","321","","","","","",
"32151","332151","Corrugated paper and paperboard",5,"","3215","","","","","",
"32152","332152","Sacks and bags of paper",5,"","3215","","","","","",
"32153","332153","Cartons, boxes, cases, record sleeves and other packing containers (except bags) of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like",5,"","3215","","","","","",
"3219","33219","Other paper and paperboard products",4,"","321","","","","","",
"32191","332191","Carbon paper, self-copy paper and other copying or transfer papers, not in bulk sizes; duplicator stencils and offset plates, of paper",5,"","3219","","","","","",
"32192","332192","Envelopes, letter cards, plain postcards and correspondence cards of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing paper stationery",5,"","3219","","","","","",
"32193","332193","Toilet paper, handkerchiefs, towels, serviettes, napkins for babies, tampons, and similar household, sanitary or hospital articles, and articles of apparel, of paper pulp, paper, cellulose wadding or webs of cellulose fibres",5,"","3219","","","","","",
"32194","332194","Wallpaper and similar wall coverings; window transparencies of paper",5,"","3219","","","","","",
"32195","332195","Textile wall coverings",5,"","3219","","","","","",
"32196","332196","Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles, of any material",5,"","3219","","","","","",
"32197","332197","Labels of paper or paperboard",5,"","3219","","","","","",
"32198","332198","Filter blocks, slabs and plates, of paper pulp",5,"","3219","","","","","",
"32199","332199","Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; cigarette paper, in booklets or tubes, or in rolls of a width not exceeding 5 cm; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres",5,"","3219","","","","","",
"322","3322","Books, in print",3,"","32","","","","","",
"3221","33221","Educational textbooks, in print",4,"","322","","","","","",
"32210","332210","Educational textbooks, in print",5,"","3221","","","","","",
"3222","33222","General reference books, in print",4,"","322","","","","","",
"32220","332220","General reference books, in print",5,"","3222","","","","","",
"3223","33223","Directories, in print",4,"","322","","","","","",
"32230","332230","Directories, in print",5,"","3223","","","","","",
"3229","33229","Other books, in print",4,"","322","","","","","",
"32291","332291","Professional, technical and scholarly books, in print",5,"","3229","","","","","",
"32292","332292","Children's books, in print",5,"","3229","","","","","",
"32299","332299","Other books n.e.c., in print",5,"","3229","","","","","",
"323","3323","Newspapers and periodicals, daily, in print",3,"","32","","","","","",
"3230","33230","Newspapers and periodicals, daily, in print",4,"","323","","","","","",
"32300","332300","Newspapers and periodicals, daily, in print",5,"","3230","","","","","",
"324","3324","Newspapers and periodicals, other than daily, in print",3,"","32","","","","","",
"3241","33241","General interest newspapers and periodicals, other than daily, in print",4,"","324","","","","","",
"32410","332410","General interest newspapers and periodicals, other than daily, in print",5,"","3241","","","","","",
"3242","33242","Business, professional or academic newspapers and periodicals, other than daily, in print",4,"","324","","","","","",
"32420","332420","Business, professional or academic newspapers and periodicals, other than daily, in print",5,"","3242","","","","","",
"3249","33249","Other newspapers and periodicals, other than daily, in print",4,"","324","","","","","",
"32490","332490","Other newspapers and periodicals, other than daily, in print",5,"","3249","","","","","",
"325","3325","Printed maps; music, printed or in manuscript; postcards, greeting cards, pictures and plans",3,"","32","","","","","",
"3251","33251","Maps and hydrographic or similar charts (including wall maps, topographical plans and globes), printed, other than in book-form",4,"","325","","","","","",
"32511","332511","Maps and hydrographic or similar charts (including wall maps, topographical plans and maps for globes), printed, other than in book-form",5,"","3251","","","","","",
"32512","332512","Globes",5,"","3251","","","","","",
"3252","33252","Music, printed or in manuscript",4,"","325","","","","","",
"32520","332520","Music, printed or in manuscript",5,"","3252","","","","","",
"3253","33253","Printed or illustrated postcards; printed cards bearing personal greetings or messages, with or without envelopes or trimmings",4,"","325","","","","","",
"32530","332530","Printed or illustrated postcards; printed cards bearing personal greetings or messages, with or without envelopes or trimmings",5,"","3253","","","","","",
"3254","33254","Printed pictures, designs and photographs",4,"","325","","","","","",
"32540","332540","Printed pictures, designs and photographs",5,"","3254","","","","","",
"3255","33255","Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; hand-written texts; photographic reproductions and carbon copies of the foregoing",4,"","325","","","","","",
"32550","332550","Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; hand-written texts; photographic reproductions and carbon copies of the foregoing",5,"","3255","","","","","",
"326","3326","Stamps, cheque forms, banknotes, stock certificates, brochures and leaflets, advertising material and other printed matter",3,"","32","","","","","",
"3261","33261","Unused postage, revenue or similar stamps; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and similar documents of title",4,"","326","","","","","",
"32610","332610","Unused postage, revenue or similar stamps; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and similar documents of title",5,"","3261","","","","","",
"3262","33262","Trade advertising material, commercial catalogues and the like",4,"","326","","","","","",
"32620","332620","Trade advertising material, commercial catalogues and the like",5,"","3262","","","","","",
"3263","33263","Transfers (decalcomanias) and printed calendars",4,"","326","","","","","",
"32630","332630","Transfers (decalcomanias) and printed calendars",5,"","3263","","","","","",
"3269","33269","Other printed matter",4,"","326","","","","","",
"32690","332690","Other printed matter",5,"","3269","","","","","",
"327","3327","Registers, account books, notebooks, letter pads, diaries and similar articles, blotting-pads, binders, file covers, forms and other articles of stationery, of paper or paperboard",3,"","32","","","","","",
"3270","33270","Registers, account books, notebooks, letter pads, diaries and similar articles, blotting-pads, binders, file covers, forms and other articles of stationery, of paper or paperboard",4,"","327","","","","","",
"32700","332700","Registers, account books, notebooks, letter pads, diaries and similar articles, blotting-pads, binders, file covers, forms and other articles of stationery, of paper or paperboard",5,"","3270","","","","","",
"328","3328","Composed type, prepared printing plates or cylinders, impressed lithographic stones or other impressed media for use in printing",3,"","32","","","","","",
"3280","33280","Composed type, prepared printing plates or cylinders, impressed lithographic stones or other impressed media for use in printing",4,"","328","","","","","",
"32800","332800","Composed type, prepared printing plates or cylinders, impressed lithographic stones or other impressed media for use in printing",5,"","3280","","","","","",
"33","333","Coke oven products; refined petroleum products; nuclear fuel",2,"","3","","","","","",
"331","3331","Coke and semi-coke of coal, of lignite or of peat; retort carbon",3,"","33","","","","","",
"3310","33310","Coke and semi-coke of coal, of lignite or of peat; retort carbon",4,"","331","","","","","",
"33100","333100","Coke and semi-coke of coal, of lignite or of peat; retort carbon",5,"","3310","","","","","",
"332","3332","Tar distilled from coal, from lignite or from peat, and other mineral tars",3,"","33","","","","","",
"3320","33320","Tar distilled from coal, from lignite or from peat, and other mineral tars",4,"","332","","","","","",
"33200","333200","Tar distilled from coal, from lignite or from peat, and other mineral tars",5,"","3320","","","","","",
"333","3333","Petroleum oils and oils obtained from bituminous materials, other than crude; preparations n.e.c. containing by weight 70% or more of these oils, such oils being the basic constituents of the preparations",3,"","33","","","","","",
"3331","33331","Motor gasoline and aviation gasoline",4,"","333","","","","","",
"33311","333311","Motor gasoline",5,"","3331","","","","","",
"33312","333312","Aviation gasoline",5,"","3331","","","","","",
"3332","33332","Gasolene-type jet fuel",4,"","333","","","","","",
"33320","333320","Gasolene-type jet fuel",5,"","3332","","","","","",
"3333","33333","Naphtha",4,"","333","","","","","",
"33330","333330","Naphtha",5,"","3333","","","","","",
"3334","33334","Kerosenes",4,"","333","","","","","",
"33342","333342","Kerosene-type jet fuel",5,"","3334","","","","","",
"33349","333349","Other kerosene",5,"","3334","","","","","",
"3335","33335","White spirit and special boiling point industrial spirits",4,"","333","","","","","",
"33350","333350","White spirit and special boiling point industrial spirits",5,"","3335","","","","","",
"3336","33336","Gas oil",4,"","333","","","","","",
"33360","333360","Gas oil",5,"","3336","","","","","",
"3337","33337","Fuel oils n.e.c.",4,"","333","","","","","",
"33370","333370","Fuel oils n.e.c.",5,"","3337","","","","","",
"3338","33338","Lubricants",4,"","333","","","","","",
"33380","333380","Lubricants",5,"","3338","","","","","",
