"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA","NOMBRE"
"522","522","Comerciantes y vendedores de tiendas y almacenes","3","","52","","","","","",,"AYUDACOD_ISCO08"
"5221","5221","Comerciantes de tiendas","4","","522","","","","","",,"AYUDACOD_ISCO08"
"5222","5222","Supervisores de tiendas y almacenes","4","","522","","","","","",,"AYUDACOD_ISCO08"
"5223","5223","Asistentes de venta de tiendas y almacenes","4","","522","","","","","",,"AYUDACOD_ISCO08"
"523","523","Cajeros y expendedores de billetes","3","","52","","","","","",,"AYUDACOD_ISCO08"
"5230","5230","Cajeros y expendedores de billetes","4","","523","","","","","",,"AYUDACOD_ISCO08"
"524","524","Otros vendedores","3","","52","","","","","",,"AYUDACOD_ISCO08"
"5241","5241","Modelos de moda, arte y publicidad","4","","524","","","","","",,"AYUDACOD_ISCO08"
"5242","5242","Demostradores de tiendas","4","","524","","","","","",,"AYUDACOD_ISCO08"
"5243","5243","Vendedores puerta a puerta","4","","524","","","","","",,"AYUDACOD_ISCO08"
"5244","5244","Vendedores por teléfono","4","","524","","","","","",,"AYUDACOD_ISCO08"
"5245","5245","Expendedores de gasolineras","4","","524","","","","","",,"AYUDACOD_ISCO08"
"5246","5246","Vendedores de comidas al mostrador","4","","524","","","","","",,"AYUDACOD_ISCO08"
"5249","5249","Vendedores no clasificados bajo otros epígrafes","4","","524","","","","","",,"AYUDACOD_ISCO08"
"53","53","Trabajadores de los cuidados personales","2","","5","","","","","",,"AYUDACOD_ISCO08"
"531","531","Cuidadores de niños y auxiliares de maestros","3","","53","","","","","",,"AYUDACOD_ISCO08"
"5311","5311","Cuidadores de niños","4","","531","","","","","",,"AYUDACOD_ISCO08"
"5312","5312","Auxiliares de maestros","4","","531","","","","","",,"AYUDACOD_ISCO08"
"532","532","Trabajadores de los cuidados personales en servicios de salud","3","","53","","","","","",,"AYUDACOD_ISCO08"
"5321","5321","Trabajadores de los cuidados personales en instituciones","4","","532","","","","","",,"AYUDACOD_ISCO08"
"5322","5322","Trabajadores de los cuidados personales a domicilio","4","","532","","","","","",,"AYUDACOD_ISCO08"
"5329","5329","Trabajadores de los cuidados personales en servicios de salud no clasificados bajo otros epígrafes","4","","532","","","","","",,"AYUDACOD_ISCO08"
"54","54","Personal de los servicios de protección","2","","5","","","","","",,"AYUDACOD_ISCO08"
"541","541","Personal de los servicios de protección","3","","54","","","","","",,"AYUDACOD_ISCO08"
"5411","5411","Bomberos","4","","541","","","","","",,"AYUDACOD_ISCO08"
"5412","5412","Policías","4","","541","","","","","",,"AYUDACOD_ISCO08"
"5413","5413","Guardianes de prisión","4","","541","","","","","",,"AYUDACOD_ISCO08"
"5414","5414","Guardias de protección","4","","541","","","","","",,"AYUDACOD_ISCO08"
"5419","5419","Personal de los servicios de protección no clasificados bajo otros epígrafes","4","","541","","","","","",,"AYUDACOD_ISCO08"
"6","6","Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros","1",""," ","","","","","",,"AYUDACOD_ISCO08"
"61","61","Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado","2","","6","","","","","",,"AYUDACOD_ISCO08"
"611","611","Agricultores y trabajadores calificados de jardines y de cultivos para el mercado","3","","61","","","","","",,"AYUDACOD_ISCO08"
"6111","6111","Agricultores y trabajadores calificados de cultivos extensivos","4","","611","","","","","",,"AYUDACOD_ISCO08"
"6112","6112","Agricultores y trabajadores calificados de plantaciones de árboles y arbustos","4","","611","","","","","",,"AYUDACOD_ISCO08"
"6113","6113","Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines","4","","611","","","","","",,"AYUDACOD_ISCO08"
"6114","6114","Agricultores y trabajadores calificados de cultivos mixtos","4","","611","","","","","",,"AYUDACOD_ISCO08"
"612","612","Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines","3","","61","","","","","",,"AYUDACOD_ISCO08"
"6121","6121","Criadores de ganado","4","","612","","","","","",,"AYUDACOD_ISCO08"
"6122","6122","Avicultores y trabajadores calificados de la avicultura","4","","612","","","","","",,"AYUDACOD_ISCO08"
"6123","6123","Apicultores y sericultores y trabajadores calificados de la apicultura y la sericultura","4","","612","","","","","",,"AYUDACOD_ISCO08"
"6129","6129","Criadores y trabajadores pecuarios calificados de la cría de animales no clasificados bajo otros epígrafes","4","","612","","","","","",,"AYUDACOD_ISCO08"
"613","613","Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado","3","","61","","","","","",,"AYUDACOD_ISCO08"
"6130","6130","Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado","4","","613","","","","","",,"AYUDACOD_ISCO08"
"62","62","Trabajadores forestales calificados, pescadores y cazadores","2","","6","","","","","",,"AYUDACOD_ISCO08"
"621","621","Trabajadores forestales calificados y afines","3","","62","","","","","",,"AYUDACOD_ISCO08"
"6210","6210","Trabajadores forestales calificados y afines","4","","621","","","","","",,"AYUDACOD_ISCO08"
"622","622","Pescadores, cazadores y tramperos","3","","62","","","","","",,"AYUDACOD_ISCO08"
"6221","6221","Trabajadores de explotaciones de acuicultura","4","","622","","","","","",,"AYUDACOD_ISCO08"
"6222","6222","Pescadores de agua dulce y en aguas costeras","4","","622","","","","","",,"AYUDACOD_ISCO08"
"6223","6223","Pescadores de alta mar","4","","622","","","","","",,"AYUDACOD_ISCO08"
"6224","6224","Cazadores y tramperos","4","","622","","","","","",,"AYUDACOD_ISCO08"
"63","63","Trabajadores agropecuarios, pescadores, cazadores y recolectores de subsistencia","2","","6","","","","","",,"AYUDACOD_ISCO08"
"631","631","Trabajadores agrícolas de subsistencia","3","","63","","","","","",,"AYUDACOD_ISCO08"
"6310","6310","Trabajadores agrícolas de subsistencia","4","","631","","","","","",,"AYUDACOD_ISCO08"
"632","632","Trabajadores pecuarios de subsistencia","3","","63","","","","","",,"AYUDACOD_ISCO08"
"6320","6320","Trabajadores pecuarios de subsistencia","4","","632","","","","","",,"AYUDACOD_ISCO08"
"633","633","Trabajadores agropecuarios de subsistencia","3","","63","","","","","",,"AYUDACOD_ISCO08"
"6330","6330","Trabajadores agropecuarios de subsistencia","4","","633","","","","","",,"AYUDACOD_ISCO08"
"634","634","Pescadores, cazadores, tramperos y recolectores de subsistencia","3","","63","","","","","",,"AYUDACOD_ISCO08"
"6340","6340","Pescadores, cazadores, tramperos y recolectores de subsistencia","4","","634","","","","","",,"AYUDACOD_ISCO08"
"0","0","Ocupaciones militares","1",""," ","","","","","",,"AYUDACOD_ISCO08"
"01","01","Oficiales de las fuerzas armadas","2","","0","","","","","",,"AYUDACOD_ISCO08"
"011","011","Oficiales de las fuerzas armadas","3","","01","","","","","",,"AYUDACOD_ISCO08"
"0110","0110","Oficiales de las fuerzas armadas","4","","011","","","","","",,"AYUDACOD_ISCO08"
"02","02","Suboficiales de las fuerzas armadas","2","","0","","","","","",,"AYUDACOD_ISCO08"
"021","021","Suboficiales de las fuerzas armadas","3","","02","","","","","",,"AYUDACOD_ISCO08"
"0210","0210","Suboficiales de las fuerzas armadas","4","","021","","","","","",,"AYUDACOD_ISCO08"
"03","03","Otros miembros de las fuerzas armadas","2","","0","","","","","",,"AYUDACOD_ISCO08"
"031","031","Otros miembros de las fuerzas armadas","3","","03","","","","","",,"AYUDACOD_ISCO08"
"0310","0310","Otros miembros de las fuerzas armadas","4","","031","","","","","",,"AYUDACOD_ISCO08"
"1","1","Directores y gerentes","1",""," ","","","","","",,"AYUDACOD_ISCO08"
"11","11","Directores ejecutivos, personal directivo de la administración pública y miembros del poder ejecutivo y de los cuerpos legislativos","2","","1","","","","","",,"AYUDACOD_ISCO08"
"111","111","Miembros del poder ejecutivo y de los cuerpos legislativos","3","","11","","","","","",,"AYUDACOD_ISCO08"
"1111","1111","Miembros del poder legislativo","4","","111","","","","","",,"AYUDACOD_ISCO08"
"1112","1112","Personal directivo de la administración pública","4","","111","","","","","",,"AYUDACOD_ISCO08"
"1113","1113","Jefes de pequeñas poblaciones","4","","111","","","","","",,"AYUDACOD_ISCO08"
"1114","1114","Dirigentes de organizaciones que presentan un interés especial","4","","111","","","","","",,"AYUDACOD_ISCO08"
"112","112","Directores generales y gerentes generales","3","","11","","","","","",,"AYUDACOD_ISCO08"
"1120","1120","Directores generales y gerentes generales","4","","112","","","","","",,"AYUDACOD_ISCO08"
"12","12","Directores administradores y comerciales","2","","1","","","","","",,"AYUDACOD_ISCO08"
"121","121","Directores de administración y servicios","3","","12","","","","","",,"AYUDACOD_ISCO08"
"1211","1211","Directores financieros","4","","121","","","","","",,"AYUDACOD_ISCO08"
"1212","1212","Directores de recursos humanos","4","","121","","","","","",,"AYUDACOD_ISCO08"
"1213","1213","Directores de políticas y planificación","4","","121","","","","","",,"AYUDACOD_ISCO08"
"1219","1219","Directores de administración y servicios no clasificados bajo otros epígrafes","4","","121","","","","","",,"AYUDACOD_ISCO08"
"122","122","Directores de ventas, comercialización y desarrollo","3","","12","","","","","",,"AYUDACOD_ISCO08"
"1221","1221","Directores de ventas y comercialización","4","","122","","","","","",,"AYUDACOD_ISCO08"
"1222","1222","Directores de publicidad y relaciones públicas","4","","122","","","","","",,"AYUDACOD_ISCO08"
"1223","1223","Directores de investigación y desarrollo","4","","122","","","","","",,"AYUDACOD_ISCO08"
"13","13","Directores y gerentes de producción y operaciones","2","","1","","","","","",,"AYUDACOD_ISCO08"
"131","131","Directores de producción agropecuaria, silvicultura y pesca","3","","13","","","","","",,"AYUDACOD_ISCO08"
"1311","1311","Directores de producción agropecuaria y silvicultura","4","","131","","","","","",,"AYUDACOD_ISCO08"
"1312","1312","Directores de producción de piscicultura y pesca","4","","131","","","","","",,"AYUDACOD_ISCO08"
"132","132","Directores de industrias manufactureras, de minería, construcción y distribución","3","","13","","","","","",,"AYUDACOD_ISCO08"
"1321","1321","Directores de industrias manufactureras","4","","132","","","","","",,"AYUDACOD_ISCO08"
"1322","1322","Directores de explotaciones de minería","4","","132","","","","","",,"AYUDACOD_ISCO08"
"1323","1323","Directores de empresas de construcción","4","","132","","","","","",,"AYUDACOD_ISCO08"
"1324","1324","Directores de empresas de abastecimiento, distribución y afines","4","","132","","","","","",,"AYUDACOD_ISCO08"
"133","133","Directores de servicios de tecnología de la información y las comunicaciones","3","","13","","","","","",,"AYUDACOD_ISCO08"
"1330","1330","Directores de servicios de tecnología de la información y las comunicaciones","4","","133","","","","","",,"AYUDACOD_ISCO08"
"134","134","Directores  y gerentes de servicios profesionales","3","","13","","","","","",,"AYUDACOD_ISCO08"
"1341","1341","Directores de servicios de cuidados infantiles","4","","134","","","","","",,"AYUDACOD_ISCO08"
"1342","1342","Directores de servicios de salud","4","","134","","","","","",,"AYUDACOD_ISCO08"
"1343","1343","Directores de servicios de cuidado de las personas de edad","4","","134","","","","","",,"AYUDACOD_ISCO08"
"1344","1344","Directores  de servicios de bienestar social","4","","134","","","","","",,"AYUDACOD_ISCO08"
"1345","1345","Directores de servicios de educación","4","","134","","","","","",,"AYUDACOD_ISCO08"
"1346","1346","Gerentes de sucursales de bancos, de servicios financieros y de seguros","4","","134","","","","","",,"AYUDACOD_ISCO08"
"1349","1349","Directores y gerentes de servicios profesionales no clasificados bajo otros epígrafes","4","","134","","","","","",,"AYUDACOD_ISCO08"
"14","14","Gerentes de hoteles, restaurantes, comercios y otros servicios","2","","1","","","","","",,"AYUDACOD_ISCO08"
"141","141","Gerentes de hoteles y restaurantes","3","","14","","","","","",,"AYUDACOD_ISCO08"
"1411","1411","Gerentes de hoteles","4","","141","","","","","",,"AYUDACOD_ISCO08"
"1412","1412","Gerentes de restaurantes","4","","141","","","","","",,"AYUDACOD_ISCO08"
"142","142","Gerentes de comercios al por mayor y al por menor","3","","14","","","","","",,"AYUDACOD_ISCO08"
"1420","1420","Gerentes de comercios al por mayor y al por menor","4","","142","","","","","",,"AYUDACOD_ISCO08"
"143","143","Otros gerentes de servicios","3","","14","","","","","",,"AYUDACOD_ISCO08"
"1431","1431","Gerentes de centros deportivos, de esparcimiento y culturales","4","","143","","","","","",,"AYUDACOD_ISCO08"
"1439","1439","Gerentes de servicios no clasificados bajo otros epígrafes","4","","143","","","","","",,"AYUDACOD_ISCO08"
"2","2","Profesionales científicos e intelectuales","1",""," ","","","","","",,"AYUDACOD_ISCO08"
"21","21","Profesionales de las ciencias y de la ingeniería","2","","2","","","","","",,"AYUDACOD_ISCO08"
"211","211","Físicos, químicos y afines","3","","21","","","","","",,"AYUDACOD_ISCO08"
"2111","2111","Físicos y astrónomos","4","","211","","","","","",,"AYUDACOD_ISCO08"
"2112","2112","Meteorólogos","4","","211","","","","","",,"AYUDACOD_ISCO08"
"2113","2113","Químicos","4","","211","","","","","",,"AYUDACOD_ISCO08"
"2114","2114","Geólogos y geofísicos","4","","211","","","","","",,"AYUDACOD_ISCO08"
"212","212","Matemáticos, actuarios y estadísticos","3","","21","","","","","",,"AYUDACOD_ISCO08"
"2120","2120","Matemáticos, actuarios y estadísticos","4","","212","","","","","",,"AYUDACOD_ISCO08"
"213","213","Profesionales en ciencias biológicas","3","","21","","","","","",,"AYUDACOD_ISCO08"
"2131","2131","Biólogos, botánicos, zoólogos y afines","4","","213","","","","","",,"AYUDACOD_ISCO08"
"2132","2132","Agrónomos y afines","4","","213","","","","","",,"AYUDACOD_ISCO08"
"2133","2133","Profesionales de la protección medioambiental","4","","213","","","","","",,"AYUDACOD_ISCO08"
"214","214","Ingenieros (excluyendo electrotecnólogos)","3","","21","","","","","",,"AYUDACOD_ISCO08"
"2141","2141","Ingenieros industriales y de producción","4","","214","","","","","",,"AYUDACOD_ISCO08"
"2142","2142","Ingenieros civiles","4","","214","","","","","",,"AYUDACOD_ISCO08"
"2143","2143","Ingenieros medioambientales","4","","214","","","","","",,"AYUDACOD_ISCO08"
"2144","2144","Ingenieros mecánicos","4","","214","","","","","",,"AYUDACOD_ISCO08"
"2145","2145","Ingenieros químicos","4","","214","","","","","",,"AYUDACOD_ISCO08"
"2146","2146","Ingenieros de minas, metalúrgicos y afines","4","","214","","","","","",,"AYUDACOD_ISCO08"
"2149","2149","Ingenieros no clasificados bajo otros epígrafes","4","","214","","","","","",,"AYUDACOD_ISCO08"
"215","215","Ingenieros en electrotecnología","3","","21","","","","","",,"AYUDACOD_ISCO08"
"2151","2151","Ingenieros electricistas","4","","215","","","","","",,"AYUDACOD_ISCO08"
"2152","2152","Ingenieros electrónicos","4","","215","","","","","",,"AYUDACOD_ISCO08"
"2153","2153","Ingenieros en telecomunicaciones","4","","215","","","","","",,"AYUDACOD_ISCO08"
"216","216","Arquitectos, urbanistas, agrimensores y diseñadores","3","","21","","","","","",,"AYUDACOD_ISCO08"
"2161","2161","Arquitectos","4","","216","","","","","",,"AYUDACOD_ISCO08"
"2162","2162","Arquitectos paisajistas","4","","216","","","","","",,"AYUDACOD_ISCO08"
"2163","2163","Diseñadores de productos y de prendas","4","","216","","","","","",,"AYUDACOD_ISCO08"
"7","7","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios","1",""," ","","","","","",,"AYUDACOD_ISCO08"
"71","71","Oficiales y operarios de la construcción excluyendo electricistas","2","","7","","","","","",,"AYUDACOD_ISCO08"
"711","711","Oficiales y operarios de la construcción (obra gruesa) y afines","3","","71","","","","","",,"AYUDACOD_ISCO08"
"7111","7111","Constructores de casas","4","","711","","","","","",,"AYUDACOD_ISCO08"
"7112","7112","Albañiles","4","","711","","","","","",,"AYUDACOD_ISCO08"
"7113","7113","Mamposteros, tronzadores, labrantes y grabadores de piedra","4","","711","","","","","",,"AYUDACOD_ISCO08"
"7114","7114","Operarios en cemento armado, enfoscadores y afines","4","","711","","","","","",,"AYUDACOD_ISCO08"
"7115","7115","Carpinteros de armar y de obra blanca","4","","711","","","","","",,"AYUDACOD_ISCO08"
"7119","7119","Oficiales y operarios de la construcción (obra gruesa) y afines no clasificados bajo otros epígrafes","4","","711","","","","","",,"AYUDACOD_ISCO08"
"712","712","Oficiales y operarios de la construcción (trabajos de acabado) y afines","3","","71","","","","","",,"AYUDACOD_ISCO08"
"7121","7121","Techadores","4","","712","","","","","",,"AYUDACOD_ISCO08"
"7122","7122","Parqueteros y colocadores de suelos","4","","712","","","","","",,"AYUDACOD_ISCO08"
"7123","7123","Revocadores","4","","712","","","","","",,"AYUDACOD_ISCO08"
"7124","7124","Instaladores de material aislante y de insonorización","4","","712","","","","","",,"AYUDACOD_ISCO08"
"7125","7125","Cristaleros","4","","712","","","","","",,"AYUDACOD_ISCO08"
"7126","7126","Fontaneros e instaladores de tuberías","4","","712","","","","","",,"AYUDACOD_ISCO08"
"7127","7127","Mecánicos-montadores de instalaciones de refrigeración y climatización","4","","712","","","","","",,"AYUDACOD_ISCO08"
"713","713","Pintores, limpiadores de fachadas y afines","3","","71","","","","","",,"AYUDACOD_ISCO08"
"7131","7131","Pintores y empapeladores","4","","713","","","","","",,"AYUDACOD_ISCO08"
"7132","7132","Barnizadores y afines","4","","713","","","","","",,"AYUDACOD_ISCO08"
"7133","7133","Limpiadores de fachadas y deshollinadores","4","","713","","","","","",,"AYUDACOD_ISCO08"
"72","72","Oficiales y operarios de la metalurgia, la construcción mecánica y afines","2","","7","","","","","",,"AYUDACOD_ISCO08"
"721","721","Moldeadores, soldadores, chapistas, caldereros, montadores de estructuras metálicas y afines","3","","72","","","","","",,"AYUDACOD_ISCO08"
"7211","7211","Moldeadores y macheros","4","","721","","","","","",,"AYUDACOD_ISCO08"
"7212","7212","Soldadores y oxicortadores","4","","721","","","","","",,"AYUDACOD_ISCO08"
"7213","7213","Chapistas y caldereros","4","","721","","","","","",,"AYUDACOD_ISCO08"
"7214","7214","Montadores de estructuras metálicas","4","","721","","","","","",,"AYUDACOD_ISCO08"
"7215","7215","Aparejadores y empalmadores de cables","4","","721","","","","","",,"AYUDACOD_ISCO08"
"722","722","Herreros, herramentistas y afines","3","","72","","","","","",,"AYUDACOD_ISCO08"
"7221","7221","Herreros y forjadores","4","","722","","","","","",,"AYUDACOD_ISCO08"
"7222","7222","Herramentistas y afines","4","","722","","","","","",,"AYUDACOD_ISCO08"
"7223","7223","Reguladores y operadores de máquinas herramientas","4","","722","","","","","",,"AYUDACOD_ISCO08"
"7224","7224","Pulidores de metales y afiladores de herramientas","4","","722","","","","","",,"AYUDACOD_ISCO08"
"723","723","Mecánicos y reparadores de máquinas","3","","72","","","","","",,"AYUDACOD_ISCO08"
"7231","7231","Mecánicos y reparadores de vehículos de motor","4","","723","","","","","",,"AYUDACOD_ISCO08"
"7232","7232","Mecánicos y reparadores de motores de avión","4","","723","","","","","",,"AYUDACOD_ISCO08"
"7233","7233","Mecánicos y reparadores de máquinas agrícolas e industriales","4","","723","","","","","",,"AYUDACOD_ISCO08"
"7234","7234","Reparadores de bicicletas y afines","4","","723","","","","","",,"AYUDACOD_ISCO08"
"73","73","Artesanos y operarios de las artes gráficas","2","","7","","","","","",,"AYUDACOD_ISCO08"
"731","731","Artesanos","3","","73","","","","","",,"AYUDACOD_ISCO08"
"7311","7311","Mecánicos y reparadores de instrumentos de precisión","4","","731","","","","","",,"AYUDACOD_ISCO08"
"7312","7312","Fabricantes y afinadores de instrumentos musicales","4","","731","","","","","",,"AYUDACOD_ISCO08"
"7313","7313","Joyeros, orfebres y plateros","4","","731","","","","","",,"AYUDACOD_ISCO08"
"7314","7314","Alfareros y afines (barro, arcilla y abrasivos)","4","","731","","","","","",,"AYUDACOD_ISCO08"
"7315","7315","Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio","4","","731","","","","","",,"AYUDACOD_ISCO08"
"7316","7316","Redactores de carteles, pintores decorativos y grabadores","4","","731","","","","","",,"AYUDACOD_ISCO08"
"7317","7317","Artesanos en madera, cestería y materiales similares","4","","731","","","","","",,"AYUDACOD_ISCO08"
"7318","7318","Artesanos de los tejidos, el cuero y materiales similares","4","","731","","","","","",,"AYUDACOD_ISCO08"
"7319","7319","Artesanos no clasificados bajo otros epígrafes","4","","731","","","","","",,"AYUDACOD_ISCO08"
"732","732","Oficiales y operarios de las artes gráficas","3","","73","","","","","",,"AYUDACOD_ISCO08"
"7321","7321","Cajistas, tipógrafos y afines","4","","732","","","","","",,"AYUDACOD_ISCO08"
"7322","7322","Impresores","4","","732","","","","","",,"AYUDACOD_ISCO08"
"7323","7323","Encuadernadores y afines","4","","732","","","","","",,"AYUDACOD_ISCO08"
"74","74","Trabajadores especializados en electricidad y la elecrotecnología","2","","7","","","","","",,"AYUDACOD_ISCO08"
"741","741","Instaladores y reparadores de equipos eléctricos","3","","74","","","","","",,"AYUDACOD_ISCO08"
"7411","7411","Electricistas de obras y afines","4","","741","","","","","",,"AYUDACOD_ISCO08"
"7412","7412","Mecánicos y ajustadores electricistas","4","","741","","","","","",,"AYUDACOD_ISCO08"
"7413","7413","Instaladores y reparadores de líneas eléctricas ","4","","741","","","","","",,"AYUDACOD_ISCO08"
"742","742","Instaladores y reparadores de equipos electrónicos y de telecomunicaciones","3","","74","","","","","",,"AYUDACOD_ISCO08"
"7421","7421","Mecánicos y reparadores en electrónica","4","","742","","","","","",,"AYUDACOD_ISCO08"
"7422","7422","Instaladores y reparadores en tecnología de la información y las comunicaciones","4","","742","","","","","",,"AYUDACOD_ISCO08"
"75","75","Operarios y oficiales de procesamiento de alimentos, de la confección, ebanistas, otros artesanos y afines","2","","7","","","","","",,"AYUDACOD_ISCO08"
"751","751","Oficiales y operarios de procesamiento de alimentos y afines","3","","75","","","","","",,"AYUDACOD_ISCO08"
"7511","7511","Carniceros, pescaderos y afines","4","","751","","","","","",,"AYUDACOD_ISCO08"
"7512","7512","Panaderos, pasteleros y confiteros","4","","751","","","","","",,"AYUDACOD_ISCO08"
"7513","7513","Operarios de la elaboración de productos lácteos","4","","751","","","","","",,"AYUDACOD_ISCO08"
"7514","7514","Operarios de la conservación de frutas, legumbres, verduras y afines","4","","751","","","","","",,"AYUDACOD_ISCO08"
"7515","7515","Catadores y clasificadores de alimentos y bebidas","4","","751","","","","","",,"AYUDACOD_ISCO08"
"7516","7516","Preparadores y elaboradores de tabaco y sus productos","4","","751","","","","","",,"AYUDACOD_ISCO08"
"752","752","Oficiales y operarios del tratamiento de la madera, ebanistas y afines","3","","75","","","","","",,"AYUDACOD_ISCO08"
"7521","7521","Operarios del tratamiento de la madera","4","","752","","","","","",,"AYUDACOD_ISCO08"
"7522","7522","Ebanistas y afines","4","","752","","","","","",,"AYUDACOD_ISCO08"
"7523","7523","Reguladores y operadores de máquinas de labrar madera","4","","752","","","","","",,"AYUDACOD_ISCO08"
"753","753","Oficiales y operarios de la confección y afines","3","","75","","","","","",,"AYUDACOD_ISCO08"
"7531","7531","Sastres, modistos, peleteros y sombrereros","4","","753","","","","","",,"AYUDACOD_ISCO08"
"7532","7532","Patronistas y cortadores de tela y afines","4","","753","","","","","",,"AYUDACOD_ISCO08"
"7533","7533","Costureros, bordadores y afines","4","","753","","","","","",,"AYUDACOD_ISCO08"
"7534","7534","Tapiceros, colchoneros y afines","4","","753","","","","","",,"AYUDACOD_ISCO08"
"7535","7535","Apelambradores, pellejeros y curtidores","4","","753","","","","","",,"AYUDACOD_ISCO08"
"7536","7536","Zapateros y afines","4","","753","","","","","",,"AYUDACOD_ISCO08"
"754","754","Otros oficiales, operarios y artesanos de artes mecánicas y de otros oficios","3","","75","","","","","",,"AYUDACOD_ISCO08"
"7541","7541","Buzos","4","","754","","","","","",,"AYUDACOD_ISCO08"
"7542","7542","Dinamiteros y pegadores","4","","754","","","","","",,"AYUDACOD_ISCO08"
"7543","7543","Clasificadores y probadores de productos (excluyendo alimentos y bebidas)","4","","754","","","","","",,"AYUDACOD_ISCO08"
"7544","7544","Fumigadores y otros controladores de plagas y malas hierbas","4","","754","","","","","",,"AYUDACOD_ISCO08"
"7549","7549","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios no clasificados bajo otros epígrafes","4","","754","","","","","",,"AYUDACOD_ISCO08"
"8","8","Operadores de instalaciones y máquinas y ensambladores","1",""," ","","","","","",,"AYUDACOD_ISCO08"
"81","81","Operadores de instalaciones fijas y máquinas","2","","8","","","","","",,"AYUDACOD_ISCO08"
"811","811","Operadores de instalaciones mineras y de extracción y procesamiento de minerales","3","","81","","","","","",,"AYUDACOD_ISCO08"
"8111","8111","Mineros y operadores de instalaciones mineras","4","","811","","","","","",,"AYUDACOD_ISCO08"
"8112","8112","Operadores de instalaciones de procesamiento de minerales y rocas","4","","811","","","","","",,"AYUDACOD_ISCO08"
"8113","8113","Perforadores y sondistas de pozos y afines","4","","811","","","","","",,"AYUDACOD_ISCO08"
"8114","8114","Operadores de máquinas para fabricar cemento y otros productos minerales","4","","811","","","","","",,"AYUDACOD_ISCO08"
"812","812","Operadores de instalaciones de procesamiento y recubridoras de metales","3","","81","","","","","",,"AYUDACOD_ISCO08"
"8121","8121","Operadores de instalaciones de procesamiento de metales","4","","812","","","","","",,"AYUDACOD_ISCO08"
"8122","8122","Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales ","4","","812","","","","","",,"AYUDACOD_ISCO08"
"813","813","Operadores de instalaciones y máquinas de productos químicos y fotográficos","3","","81","","","","","",,"AYUDACOD_ISCO08"
"8131","8131","Operadores de plantas y máquinas de productos químicos","4","","813","","","","","",,"AYUDACOD_ISCO08"
"8132","8132","Operadores de máquinas para fabricar productos fotográficos","4","","813","","","","","",,"AYUDACOD_ISCO08"
"814","814","Operadores de máquinas para fabricar productos de caucho, de papel y de material plástico","3","","81","","","","","",,"AYUDACOD_ISCO08"
"8141","8141","Operadores de máquinas para fabricar productos de caucho","4","","814","","","","","",,"AYUDACOD_ISCO08"
"8142","8142","Operadores de máquinas para fabricar productos de material plástico","4","","814","","","","","",,"AYUDACOD_ISCO08"
"8143","8143","Operadores de máquinas para fabricar productos de papel","4","","814","","","","","",,"AYUDACOD_ISCO08"
"815","815","Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero","3","","81","","","","","",,"AYUDACOD_ISCO08"
"8151","8151","Operadores de máquinas de preparación de fibras, hilado y devanado","4","","815","","","","","",,"AYUDACOD_ISCO08"
"8152","8152","Operadores de telares y otras máquinas tejedoras","4","","815","","","","","",,"AYUDACOD_ISCO08"
"8153","8153","Operadores de máquinas de coser","4","","815","","","","","",,"AYUDACOD_ISCO08"
"8154","8154","Operadores de máquinas de blanqueamiento, teñido y limpieza de tejidos","4","","815","","","","","",,"AYUDACOD_ISCO08"
"8155","8155","Operadores de máquinas de tratamiento de pieles y cueros","4","","815","","","","","",,"AYUDACOD_ISCO08"
"8156","8156","Operadores de máquinas para la fabricación de calzado y afines","4","","815","","","","","",,"AYUDACOD_ISCO08"
"8157","8157","Operadores de máquinas lavarropas","4","","815","","","","","",,"AYUDACOD_ISCO08"
"8159","8159","Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificados bajo otros epígrafes","4","","815","","","","","",,"AYUDACOD_ISCO08"
"816","816","Operadores de máquinas para elaborar alimentos y productos afines","3","","81","","","","","",,"AYUDACOD_ISCO08"
"8160","8160","Operadores de máquinas para elaborar alimentos y productos afines","4","","816","","","","","",,"AYUDACOD_ISCO08"
"817","817","Operadores de instalaciones para la preparación de papel y de procesamiento de la madera","3","","81","","","","","",,"AYUDACOD_ISCO08"
"8171","8171","Operadores de instalaciones para la preparación de pasta para papel y papel","4","","817","","","","","",,"AYUDACOD_ISCO08"
"8172","8172","Operadores de instalaciones de procesamiento de la madera","4","","817","","","","","",,"AYUDACOD_ISCO08"
"818","818","Otros operadores de máquinas y de instalaciones fijas","3","","81","","","","","",,"AYUDACOD_ISCO08"
"8181","8181","Operadores de instalaciones de vidriería y cerámica","4","","818","","","","","",,"AYUDACOD_ISCO08"
