"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA","NOMBRE"
"2652","2652","Músicos, cantantes y compositores","4","","265","","","","","",,"AYUDACOD_ISCO08"
"2653","2653","Bailarines y coreógrafos","4","","265","","","","","",,"AYUDACOD_ISCO08"
"2654","2654","Directores de cine, de teatro y afines","4","","265","","","","","",,"AYUDACOD_ISCO08"
"2655","2655","Actores","4","","265","","","","","",,"AYUDACOD_ISCO08"
"2656","2656","Locutores de radio, televisión y otros medios de comunicación","4","","265","","","","","",,"AYUDACOD_ISCO08"
"2659","2659","Artistas creativos e interpretativos no clasificados bajo otros epígrafes","4","","265","","","","","",,"AYUDACOD_ISCO08"
"3","3","Técnicos y profesionales de nivel medio","1",""," ","","","","","",,"AYUDACOD_ISCO08"
"31","31","Profesionales de las ciencias y la ingeniería de nivel medio","2","","3","","","","","",,"AYUDACOD_ISCO08"
"311","311","Técnicos en ciencias físicas y en ingeniería","3","","31","","","","","",,"AYUDACOD_ISCO08"
"3111","3111","Técnicos en ciencias físicas y químicas","4","","311","","","","","",,"AYUDACOD_ISCO08"
"3112","3112","Técnicos en ingeniería civil","4","","311","","","","","",,"AYUDACOD_ISCO08"
"3113","3113","Electrotécnicos","4","","311","","","","","",,"AYUDACOD_ISCO08"
"3114","3114","Técnicos en electrónica","4","","311","","","","","",,"AYUDACOD_ISCO08"
"3115","3115","Técnicos en ingeniería mecánica","4","","311","","","","","",,"AYUDACOD_ISCO08"
"3116","3116","Técnicos en química industrial","4","","311","","","","","",,"AYUDACOD_ISCO08"
"3117","3117","Técnicos en ingeniería de minas y metalurgia","4","","311","","","","","",,"AYUDACOD_ISCO08"
"3118","3118","Delineantes y dibujantes técnicos","4","","311","","","","","",,"AYUDACOD_ISCO08"
"3119","3119","Técnicos en ciencias físicas y en ingeniería no clasificados bajo otros epígrafes","4","","311","","","","","",,"AYUDACOD_ISCO08"
"312","312","Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción","3","","31","","","","","",,"AYUDACOD_ISCO08"
"3121","3121","Supervisores en ingeniería de minas","4","","312","","","","","",,"AYUDACOD_ISCO08"
"3122","3122","Supervisores de industrias manufactureras","4","","312","","","","","",,"AYUDACOD_ISCO08"
"3123","3123","Supervisores de la construcción","4","","312","","","","","",,"AYUDACOD_ISCO08"
"313","313","Técnicos en control de procesos","3","","31","","","","","",,"AYUDACOD_ISCO08"
"3131","3131","Operadores de instalaciones de producción de energía","4","","313","","","","","",,"AYUDACOD_ISCO08"
"3132","3132","Operadores de incineradores, instalaciones de tratamiento de agua y afines","4","","313","","","","","",,"AYUDACOD_ISCO08"
"3133","3133","Controladores de instalaciones de procesamiento de productos químicos","4","","313","","","","","",,"AYUDACOD_ISCO08"
"3134","3134","Operadores de instalaciones de refinación de petróleo y gas natural","4","","313","","","","","",,"AYUDACOD_ISCO08"
"3135","3135","Controladores de procesos de producción de metales","4","","313","","","","","",,"AYUDACOD_ISCO08"
"3139","3139","Técnicos en control de procesos no clasificados bajo otros epígrafes","4","","313","","","","","",,"AYUDACOD_ISCO08"
"314","314","Técnicos y profesionales de nivel medio en ciencias biológicas y afines","3","","31","","","","","",,"AYUDACOD_ISCO08"
"3141","3141","Técnicos en ciencias biológicas (excluyendo la medicina)","4","","314","","","","","",,"AYUDACOD_ISCO08"
"3142","3142","Técnicos agropecuarios","4","","314","","","","","",,"AYUDACOD_ISCO08"
"3143","3143","Técnicos forestales","4","","314","","","","","",,"AYUDACOD_ISCO08"
"315","315","Técnicos y controladores en navegación marítima y aeronáutica","3","","31","","","","","",,"AYUDACOD_ISCO08"
"3151","3151","Oficiales maquinistas en navegación","4","","315","","","","","",,"AYUDACOD_ISCO08"
"3152","3152","Capitanes, oficiales de cubierta y prácticos","4","","315","","","","","",,"AYUDACOD_ISCO08"
"3153","3153","Pilotos de aviación y afines","4","","315","","","","","",,"AYUDACOD_ISCO08"
"3154","3154","Controladores de tráfico aéreo","4","","315","","","","","",,"AYUDACOD_ISCO08"
"3155","3155","Técnicos en seguridad aeronáutica","4","","315","","","","","",,"AYUDACOD_ISCO08"
"32","32","Profesionales de nivel medio de la salud","2","","3","","","","","",,"AYUDACOD_ISCO08"
"321","321","Técnicos médicos y farmacéuticos","3","","32","","","","","",,"AYUDACOD_ISCO08"
"3211","3211","Técnicos en aparatos de diagnóstico y tratamiento médico","4","","321","","","","","",,"AYUDACOD_ISCO08"
"3212","3212","Técnicos de laboratorios médicos","4","","321","","","","","",,"AYUDACOD_ISCO08"
"3213","3213","Técnicos y asistentes farmacéuticos","4","","321","","","","","",,"AYUDACOD_ISCO08"
"3214","3214","Técnicos de prótesis médicas y dentales","4","","321","","","","","",,"AYUDACOD_ISCO08"
"322","322","Profesionales de nivel medio de enfermería y partería","3","","32","","","","","",,"AYUDACOD_ISCO08"
"3221","3221","Profesionales de nivel medio de enfermería","4","","322","","","","","",,"AYUDACOD_ISCO08"
"3222","3222","Profesionales de nivel medio de partería","4","","322","","","","","",,"AYUDACOD_ISCO08"
"323","323","Profesionales de nivel medio de medicina tradicional y alternativa","3","","32","","","","","",,"AYUDACOD_ISCO08"
"3230","3230","Profesionales de nivel medio de medicina tradicional y alternativa","4","","323","","","","","",,"AYUDACOD_ISCO08"
"324","324","Técnicos y asistentes veterinarios","3","","32","","","","","",,"AYUDACOD_ISCO08"
"3240","3240","Técnicos y asistentes veterinarios","4","","324","","","","","",,"AYUDACOD_ISCO08"
"325","325","Otros profesionales de nivel medio de la salud","3","","32","","","","","",,"AYUDACOD_ISCO08"
"3251","3251","Dentistas auxiliares y ayudantes de odontología","4","","325","","","","","",,"AYUDACOD_ISCO08"
"3252","3252","Técnicos en documentación sanitaria","4","","325","","","","","",,"AYUDACOD_ISCO08"
"3253","3253","Trabajadores comunitarios de la salud","4","","325","","","","","",,"AYUDACOD_ISCO08"
"3254","3254","Técnicos en optometría y ópticos","4","","325","","","","","",,"AYUDACOD_ISCO08"
"3255","3255","Técnicos y asistentes fisioterapeutas","4","","325","","","","","",,"AYUDACOD_ISCO08"
"3256","3256","Practicantes y asistentes médicos","4","","325","","","","","",,"AYUDACOD_ISCO08"
"3257","3257","Inspectores de la salud laboral,  medioambiental y afines","4","","325","","","","","",,"AYUDACOD_ISCO08"
"3258","3258","Ayudantes de ambulancias","4","","325","","","","","",,"AYUDACOD_ISCO08"
"3259","3259","Profesionales de la salud de nivel medio no clasificados bajo otros epígrafes","4","","325","","","","","",,"AYUDACOD_ISCO08"
"33","33","Profesionales de nivel medio en operaciones financieras y administrativas","2","","3","","","","","",,"AYUDACOD_ISCO08"
"331","331","Profesionales de nivel medio en finanzas y matemáticas","3","","33","","","","","",,"AYUDACOD_ISCO08"
"3311","3311","Agentes de bolsa, cambio y otros servicios financieros","4","","331","","","","","",,"AYUDACOD_ISCO08"
"3312","3312","Oficiales de préstamos y créditos","4","","331","","","","","",,"AYUDACOD_ISCO08"
"3313","3313","Tenedores de libros","4","","331","","","","","",,"AYUDACOD_ISCO08"
"3314","3314","Profesionales de nivel medio de servicios estadísticos, matemáticos y afines","4","","331","","","","","",,"AYUDACOD_ISCO08"
"3315","3315","Tasadores","4","","331","","","","","",,"AYUDACOD_ISCO08"
"332","332","Agentes comerciales y corredores","3","","33","","","","","",,"AYUDACOD_ISCO08"
"3321","3321","Agentes de seguros","4","","332","","","","","",,"AYUDACOD_ISCO08"
"3322","3322","Representantes comerciales","4","","332","","","","","",,"AYUDACOD_ISCO08"
"3323","3323","Agentes de compras","4","","332","","","","","",,"AYUDACOD_ISCO08"
"3324","3324","Agentes de compras y consignatarios","4","","332","","","","","",,"AYUDACOD_ISCO08"
"333","333","Agentes de servicios comerciales","3","","33","","","","","",,"AYUDACOD_ISCO08"
"3331","3331","Declarantes o gestores de aduana","4","","333","","","","","",,"AYUDACOD_ISCO08"
"3332","3332","Organizadores de conferencias y eventos","4","","333","","","","","",,"AYUDACOD_ISCO08"
"3333","3333","Agentes de empleo y contratistas de mano de obra","4","","333","","","","","",,"AYUDACOD_ISCO08"
"3334","3334","Agentes inmobiliarios","4","","333","","","","","",,"AYUDACOD_ISCO08"
"3339","3339","Agentes de servicios comerciales no clasificados bajo otros epígrafes","4","","333","","","","","",,"AYUDACOD_ISCO08"
"334","334","Secretarios administrativos y especializados","3","","33","","","","","",,"AYUDACOD_ISCO08"
"3341","3341","Supervisores de secretaría","4","","334","","","","","",,"AYUDACOD_ISCO08"
"3342","3342","Secretarios jurídicos","4","","334","","","","","",,"AYUDACOD_ISCO08"
"3343","3343","Secretarios administrativos y ejecutivos","4","","334","","","","","",,"AYUDACOD_ISCO08"
"3344","3344","Secretarios médicos","4","","334","","","","","",,"AYUDACOD_ISCO08"
"335","335","Agentes de la administración pública para la aplicación de la ley y afines","3","","33","","","","","",,"AYUDACOD_ISCO08"
"3351","3351","Agentes de aduana e inspectores de fronteras","4","","335","","","","","",,"AYUDACOD_ISCO08"
"3352","3352","Agentes de administración tributaria","4","","335","","","","","",,"AYUDACOD_ISCO08"
"3353","3353","Agentes de servicios de seguridad social","4","","335","","","","","",,"AYUDACOD_ISCO08"
"3354","3354","Agentes de servicios de expedición de licencias y permisos","4","","335","","","","","",,"AYUDACOD_ISCO08"
"3355","3355","Inspectores de policía y detectives","4","","335","","","","","",,"AYUDACOD_ISCO08"
"3359","3359","Agentes de la administración pública para la aplicacion de la ley y afines no clasificados bajo otros epígrafes","4","","335","","","","","",,"AYUDACOD_ISCO08"
"34","34","Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines","2","","3","","","","","",,"AYUDACOD_ISCO08"
"341","341","Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos","3","","34","","","","","",,"AYUDACOD_ISCO08"
"3411","3411","Profesionales de nivel medio del derecho y servicios legales y afines","4","","341","","","","","",,"AYUDACOD_ISCO08"
"3412","3412","Trabajadores y asistentes sociales de nivel medio","4","","341","","","","","",,"AYUDACOD_ISCO08"
"3413","3413","Auxiliares laicos de las religiones","4","","341","","","","","",,"AYUDACOD_ISCO08"
"342","342","Entrenadores de deportes y aptitud física","3","","34","","","","","",,"AYUDACOD_ISCO08"
"3421","3421","Atletas y deportistas","4","","342","","","","","",,"AYUDACOD_ISCO08"
"3422","3422","Entrenadores, instructores y árbitros de actividades deportivas","4","","342","","","","","",,"AYUDACOD_ISCO08"
"3423","3423","Instructores de educación física y actividades recreativas","4","","342","","","","","",,"AYUDACOD_ISCO08"
"343","343","Profesionales de nivel medio en actividades culturales, artísticas y culinarias","3","","34","","","","","",,"AYUDACOD_ISCO08"
"3431","3431","Fotógrafos","4","","343","","","","","",,"AYUDACOD_ISCO08"
"3432","3432","Diseñadores y decoradores de interior","4","","343","","","","","",,"AYUDACOD_ISCO08"
"3433","3433","Técnicos en galerías de arte, museos y bibliotecas","4","","343","","","","","",,"AYUDACOD_ISCO08"
"3434","3434","Chefs","4","","343","","","","","",,"AYUDACOD_ISCO08"
"3435","3435","Otros profesionales de nivel medio en actividades culturales y artísticas","4","","343","","","","","",,"AYUDACOD_ISCO08"
"35","35","Técnicos de la tecnología de la información y las comunicaciones","2","","3","","","","","",,"AYUDACOD_ISCO08"
"351","351","Técnicos en operaciones de tecnología de la información y las comunicaciones y asistencia al usuario","3","","35","","","","","",,"AYUDACOD_ISCO08"
"3511","3511","Técnicos en operaciones de tecnología de la información y las comunicaciones","4","","351","","","","","",,"AYUDACOD_ISCO08"
"3512","3512","Técnicos en asistencia al usuario de tecnología de la información y las comunicaciones","4","","351","","","","","",,"AYUDACOD_ISCO08"
"3513","3513","Técnicos en redes y sistemas de computadores","4","","351","","","","","",,"AYUDACOD_ISCO08"
"3514","3514","Técnicos de la Web","4","","351","","","","","",,"AYUDACOD_ISCO08"
"352","352","Técnicos en telecomunicaciones y radiodifusión","3","","35","","","","","",,"AYUDACOD_ISCO08"
"3521","3521","Técnicos de radiodifusión y grabación audio visual","4","","352","","","","","",,"AYUDACOD_ISCO08"
"3522","3522","Técnicos de ingeniería de las telecomunicaciones","4","","352","","","","","",,"AYUDACOD_ISCO08"
"4","4","Personal de apoyo administrativo","1",""," ","","","","","",,"AYUDACOD_ISCO08"
"41","41","Oficinistas","2","","4","","","","","",,"AYUDACOD_ISCO08"
"411","411","Oficinistas generales","3","","41","","","","","",,"AYUDACOD_ISCO08"
"4110","4110","Oficinistas generales","4","","411","","","","","",,"AYUDACOD_ISCO08"
"412","412","Secretarios (general)","3","","41","","","","","",,"AYUDACOD_ISCO08"
"4120","4120","Secretarios (general)","4","","412","","","","","",,"AYUDACOD_ISCO08"
"413","413","Operadores de máquinas de oficina","3","","41","","","","","",,"AYUDACOD_ISCO08"
"4131","4131","Operadores de máquinas de procesamiento de texto y mecanógrafos","4","","413","","","","","",,"AYUDACOD_ISCO08"
"4132","4132","Grabadores de datos","4","","413","","","","","",,"AYUDACOD_ISCO08"
"42","42","Empleados en trato directo con el público","2","","4","","","","","",,"AYUDACOD_ISCO08"
"421","421","Pagadores y cobradores de ventanilla y afines","3","","42","","","","","",,"AYUDACOD_ISCO08"
"4211","4211","Cajeros de bancos y afines","4","","421","","","","","",,"AYUDACOD_ISCO08"
"4212","4212","Receptores de apuestas y afines","4","","421","","","","","",,"AYUDACOD_ISCO08"
"4213","4213","Prestamistas","4","","421","","","","","",,"AYUDACOD_ISCO08"
"4214","4214","Cobradores y afines","4","","421","","","","","",,"AYUDACOD_ISCO08"
"422","422","Empleados de servicios de información al cliente","3","","42","","","","","",,"AYUDACOD_ISCO08"
"4221","4221","Empleados de agencias de viajes","4","","422","","","","","",,"AYUDACOD_ISCO08"
"4222","4222","Empleados de centros de llamadas","4","","422","","","","","",,"AYUDACOD_ISCO08"
"4223","4223","Telefonistas","4","","422","","","","","",,"AYUDACOD_ISCO08"
"4224","4224","Recepcionistas de hoteles","4","","422","","","","","",,"AYUDACOD_ISCO08"
"4225","4225","Empleados de ventanillas de informaciones","4","","422","","","","","",,"AYUDACOD_ISCO08"
"4226","4226","Recepcionistas (general)","4","","422","","","","","",,"AYUDACOD_ISCO08"
"4227","4227","Entrevistadores de encuestas y de investigaciones de mercados","4","","422","","","","","",,"AYUDACOD_ISCO08"
"4229","4229","Empleados de servicios de información al cliente no clasificados bajo otros epígrafes","4","","422","","","","","",,"AYUDACOD_ISCO08"
"43","43","Empleados contables y encargados del registro de materiales","2","","4","","","","","",,"AYUDACOD_ISCO08"
"431","431","Auxiliares contables y financieros","3","","43","","","","","",,"AYUDACOD_ISCO08"
"4311","4311","Empleados de contabilidad y cálculo de costos","4","","431","","","","","",,"AYUDACOD_ISCO08"
"4312","4312","Empleados de servicios estadísticos, financieros y de seguros","4","","431","","","","","",,"AYUDACOD_ISCO08"
"4313","4313","Empleados encargados de las nóminas","4","","431","","","","","",,"AYUDACOD_ISCO08"
"432","432","Empleados encargados del registro de materiales y de transportes","3","","43","","","","","",,"AYUDACOD_ISCO08"
"4321","4321","Empleados de control de abastecimientos e inventario","4","","432","","","","","",,"AYUDACOD_ISCO08"
"4322","4322","Empleados de servicios de apoyo a la producción","4","","432","","","","","",,"AYUDACOD_ISCO08"
"4323","4323","Empleados de servicios de transporte","4","","432","","","","","",,"AYUDACOD_ISCO08"
"44","44","Otro personal de apoyo administrativo","2","","4","","","","","",,"AYUDACOD_ISCO08"
"441","441","Otro personal de apoyo administrativo","3","","44","","","","","",,"AYUDACOD_ISCO08"
"4411","4411","Empleados de bibliotecas","4","","441","","","","","",,"AYUDACOD_ISCO08"
"4412","4412","Empleados de servicios de correos","4","","441","","","","","",,"AYUDACOD_ISCO08"
"4413","4413","Codificadores de datos, correctores de pruebas de imprenta y afines","4","","441","","","","","",,"AYUDACOD_ISCO08"
"4414","4414","Escribientes públicos y afines","4","","441","","","","","",,"AYUDACOD_ISCO08"
"4415","4415","Empleados de archivos","4","","441","","","","","",,"AYUDACOD_ISCO08"
"4416","4416","Empleados del servicio de personal","4","","441","","","","","",,"AYUDACOD_ISCO08"
"4419","4419","Personal de apoyo administrativo no clasificado bajo otros epígrafes","4","","441","","","","","",,"AYUDACOD_ISCO08"
"5","5","Trabajadores de los servicios y vendedores de comercios y mercados","1",""," ","","","","","",,"AYUDACOD_ISCO08"
"51","51","Trabajadores de los servicios personales","2","","5","","","","","",,"AYUDACOD_ISCO08"
"511","511","Personal al servicio directo de los pasajeros","3","","51","","","","","",,"AYUDACOD_ISCO08"
"5111","5111","Auxiliares de servicio de abordo","4","","511","","","","","",,"AYUDACOD_ISCO08"
"5112","5112","Revisores y cobradores de los transportes públicos","4","","511","","","","","",,"AYUDACOD_ISCO08"
"5113","5113","Guías de turismo","4","","511","","","","","",,"AYUDACOD_ISCO08"
"512","512","Cocineros","3","","51","","","","","",,"AYUDACOD_ISCO08"
"5120","5120","Cocineros","4","","512","","","","","",,"AYUDACOD_ISCO08"
"513","513","Camareros","3","","51","","","","","",,"AYUDACOD_ISCO08"
"5131","5131","Camareros de mesas","4","","513","","","","","",,"AYUDACOD_ISCO08"
"5132","5132","Camareros de barra","4","","513","","","","","",,"AYUDACOD_ISCO08"
"514","514","Peluqueros, especialistas en tratamientos de belleza y afines","3","","51","","","","","",,"AYUDACOD_ISCO08"
"5141","5141","Peluqueros","4","","514","","","","","",,"AYUDACOD_ISCO08"
"5142","5142","Especialistas en tratamientos de belleza y afines","4","","514","","","","","",,"AYUDACOD_ISCO08"
"515","515","Supervisores de mantenimiento y limpieza de edificios","3","","51","","","","","",,"AYUDACOD_ISCO08"
"5151","5151","Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos","4","","515","","","","","",,"AYUDACOD_ISCO08"
"5152","5152","Ecónomos y mayordomos domésticos ","4","","515","","","","","",,"AYUDACOD_ISCO08"
"5153","5153","Conserjes","4","","515","","","","","",,"AYUDACOD_ISCO08"
"516","516","Otros trabajadores de servicios personales","3","","51","","","","","",,"AYUDACOD_ISCO08"
"5161","5161","Astrólogos, adivinadores y afines","4","","516","","","","","",,"AYUDACOD_ISCO08"
"5162","5162","Acompañantes y ayudantes de cámara","4","","516","","","","","",,"AYUDACOD_ISCO08"
"5163","5163","Personal de pompas fúnebres y embalsamadores","4","","516","","","","","",,"AYUDACOD_ISCO08"
"5164","5164","Cuidadores de animales","4","","516","","","","","",,"AYUDACOD_ISCO08"
"5165","5165","Instructores de autoescuela","4","","516","","","","","",,"AYUDACOD_ISCO08"
"5169","5169","Trabajadores de servicios personales no clasificados bajo otros epígrafes","4","","516","","","","","",,"AYUDACOD_ISCO08"
"52","52","Vendedores","2","","5","","","","","",,"AYUDACOD_ISCO08"
"521","521","Vendedores callejeros y de puestos de mercado","3","","52","","","","","",,"AYUDACOD_ISCO08"
"5211","5211","Vendedores de quioscos y de puestos de mercado","4","","521","","","","","",,"AYUDACOD_ISCO08"
"5212","5212","Vendedores ambulantes de productos comestibles","4","","521","","","","","",,"AYUDACOD_ISCO08"
