"CODIGO1","CODIGO2","CODINT1","CODINT2","COMENTARIO","VALORCOMENTARIO","FECHA","TIPO_ACTUALIZACION"
"15882","1086","DA15882","C1086","Alimentos de régimen.
Alimentos dieteticos.
Alimentos pobres en sodio.
Alimentos sin gluten.
Alimentos destinados a combatir el desgaste causado por un esfuerzo muscular.
Alimentos para diabéticos.","","",""
"15890","1089","DA15890","C1089","Elaboración de sopas, potajes y caldos de cualquier tipo.
Elaboracion de levadura.
Elaboración de productos alimenticios enriquecidos en vitaminas, proteinas, etc.","","",""
"15911","1101","DA15911","C1101","Obtención de aguardientes por destilación: guisqui, coñac, ginebra, etc.
Obtención de alcohol etílico sin desnaturalizar con un grado alcohólico volumétrico menor o igual al 80% vol.","","",""
"28630","2572","DJ28630","C2572","","","",""
"28630","3311","DJ28630","C3311","Reparación de de cerraduras y herrajes.","","",""
"28630","8020","DJ28630","N8020","Instalación de cerraduras incluidas las eléctricas y de apertura magnética.","","",""
"28710","3311","DJ28710","C3311","Reparación de bidones y toneles de acero.","","",""
"28710","2591","DJ28710","C2591","Fabricacion de cubos, bidones, botes, baldes y cajas de capacida inferior a 300 litros.","","",""
"28720","2592","DJ28720","C2592","","","",""
"28730","2593","DJ28730","C2593","Fabricación de cables metálicos y artículos similares.
Fabricación de artículos de hilo metálico
Fabricación de clavos, puntas, grapas, agujas de coser.","","",""
"28740","2594","DJ28740","C2594","Fabricación de productos de tornillería.
Fabricación de arandelas, remaches, clavijas.","","",""
"28740","2593","DJ28740","C2593","Fabricación de muelles: ballestas, muelles helicoidales, barras de torsión de hojas de muelle.
Fabricación de cadenas salvo cadenas de transmisión mecánica.","","",""
"28751","3311","DJ28751","C3311","Reparación de productos metálicos de menaje doméstico.","","",""
"28751","2599","DJ28751","C2599","Fabricación de articulos metálicos para el hogar: cacerolas, sartenes, etc.
Pequeños aparatos y utensilios de cocina.
Fabricación de bañeras, fregaderos, lavabos y artículos análogos de metales comunes.
Estropajos metálicos.","","",""
"28752","3311","DJ28752","C3311","Reparación de cajas fuertes y puertas de seguridad.","","",""
"28752","2599","DJ28752","C2599","Fabricación de armarios blindados, cajas fuertes, puertas blindadas, etc.","","",""
"28753","2571","DJ28753","C2571","Fabricación de armas blancas: navajas, machetes, espadas, bayonetas, etc.","","",""
"28753","3311","DJ28753","C3311","Reparación de productos metálicos diversos.","","",""
"28753","2599","DJ28753","C2599","Fabricación de pequeños artículos metálicos de oficina.
Fabricación de helices y anclas de barco.
Fabricación de artículos diversos de metales comunes: arneses de seguridad metálicos, cierres, etc.","","",""
"28753","3299","DJ28753","C3299","Fabricación de corchetes.","","",""
"29110","3312","DK29110","C3312","Reparacion de turbinas, válvulas.","","",""
"29110","2811","DK29110","C2811","Motores de pistones de combustión interna no destinados a la propulsión de aeronaves, vehículos automóviles.
Motores para barcos.
Motores para ferrocarril.
Turbinas de vapor de agua.
Turbinas hidraulicas.
Turbinas de gas.
Válvulas de admisión y escape.","","",""
"29110","3320","DK29110","C3320","Instalación, reparación y mantenimiento de turbinas.","","",""
"29121","2813","DK29121","C2813","Bombas de aire o de vacío.
Bombas para líquidos.","","",""
"29121","3312","DK29121","C3312","Reparación y mantenimiento de bombas de aire, de vacío  y de líquidos.","","",""
"29121","3320","DK29121","C3320","Instalación de bombas de aire o vacio y de bombas para líquidos.","","",""
"29122","2813","DK29122","C2813","Fabricación de compresores de gas o aire.","","",""
"29122","3312","DK29122","C3312","Reparación y mantenimiento de compresores de gas o de aire.","","",""
"29122","3320","DK29122","C3320","Instalación de compresores de gas o de aire.","","",""
"29123","2812","DK29123","C2812","Equipos de transmisión hidráulica o neumática.","","",""
"29123","3312","DK29123","C3312","Reparación y mantenimiento de equipos de transmisión hidráulica.","","",""
"29123","3320","DK29123","C3320","Instalación de equipos de transmisión hidráulica o neumática.","","",""
"29130","2814","DK29130","C2814","Grifos y valvulas industriales, incluidas las válvulas reguladoras y los grifos de admisión.
Grifos y válvulas para sanitarios.
Grifos y válvulas para aparatos de calefacción.","","",""
"29141","2815","DK29141","C2815","Rodamientos y piezas para los mismos.","","",""
"29142","2815","DK29142","C2815","Manivelas y cigueñales.
Cajas de cojinetes y cojinetes.
Engranajes y ruedas de fricción.
Embragues y acoplamientos axiales de árboles.
Volantes y poleas.
Cadenas de eslabones articulados y de transmisión hidráulica.","","",""
"29210","3312","DK29210","C3312","Reparación de hornos y quemadores industriales.","","",""
"29210","2821","DK29210","C2821","Hornos eléctricos, hornos industriales o de laboratorio, incluidos los incineradores.
Quemadores.
Cargadores mecánicos, rejillas, descargadores de ceniza.","","",""
"29210","3320","DK29210","C3320","Instalación de hornos y quemadores industriales.","","",""
"29221","2822","DK29221","C2822","Ascensores y escaleras mecánicas, pasillos rodantes.","","",""
"29222","2822","DK29222","C2822","Aparatos de elevación, carga, descarga y manipulación.
Polipastos y otros elavadores fijos.
Grúas, pórticos.
Carretillas automóviles.
Manipuladores mecánicos y robots industriales.
Telesféricos, telesillas y telesquís.","","",""
"29222","3312","DK29222","C3312","Reparación y mantenimiento de: aparatos de elevación, carga, descarga y manipulación.
Polipastos y otros elavadores fijos.
Grúas, pórticos.
Carretillas automóviles.
Manipuladores mecánicos y robots industriales.
Telesféricos, telesillas y telesquís.","","",""
"29230","3312","DK29230","C3312","Reparación y matenimiento de ventilación y refrigeración no domésica.","","",""
"29230","2825","DK29230","C2825","Maquinaria de congelación y refrigeración industrial.
Aparatos de aire acondicionado incluidos los de vehículos automóviles.
Intercambiadores de calor.
Ventiladores que no sean de uso doméstico.","","",""
"29241","2829","DK29241","C2829","Máquinas y aparatos para empaquetar o embalar.
Máquinas y aparatos para limpiar y secar botellas y para gasificar bebidas.","","",""
"29241","3312","DK29241","C3312","Reparación de máquinas y aparatos para empaquetar o embalar.
Máquinas y aparatos para limpiar y secar botellas y para gasificar bebidas.","","",""
"35500","3099","DM35500","C3099","Fabricación de vehículos impulsados a mano: carros de mano, etc.
Fabricación de vehículos tirados por tracción animal.","","",""
"35500","3311","DM35500","C3311","Reparación y mantenimiento de carros para la compra.","","",""
"35500","3317","DM35500","C3317","Reparación de carros de tracción animal.","","",""
"36110","3011","DN36110","C3011","Fabricación de asientos para embarcaciones.","","",""
"36110","3020","DN36110","C3020","Fabricación de asientos para trenes.","","",""
"36110","3030","DN36110","C3030","Fabricacion de asientos de para aviones.","","",""
"36110","9524","DN36110","S9524","Retapizado y reparación de sillas y asientos.","","",""
"36110","3102","DN36110","C3102","Fabricación de asientos de cocina.","","",""
"36110","2932","DN36110","C2932","Fabricación de asientos para vehículos.","","",""
"36110","3101","DN36110","C3101","Fabicación de sillas y asientos para oficinas y otros tipo de locales como cines, teatros, restaurantes.","","",""
"36110","3109","DN36110","C3109","Fabricación de sofas, sofás cama y tresillos.
Fabricación de sillas y asientos para jardín.
Fabricación de bancos para vías públicas.","","",""
"36120","3101","DN36120","C3101","Fabricación de muebles de cocina.
Fabricación de mobiliario especial para establecimientos comerciales, mostradores, aparatos, etc.
Fabricación de muebles para iglesias, restaurantes, escuelas.","","",""
"36130","3102","DN36130","C3102","Fabricación de mobiliario de cocina y baño.","","",""
"55300","5610","HH55300","I5610","","","",""
"55400","5630","HH55400","I5630","","","",""
"55510","5629","HH55510","I5629","Venta de comidas y bebidas, normalmente a precio reducido para un grupo de personas con un vínculo profesional.
Explotación de cantinas o cafeterías en fábricas, oficinas,etc.
Comedores escolares, universitarios.","","",""
"55522","5621","HH55522","I5621","","","",""
"60100","5221","II60100","H5221","Servicios de tracción o remolque ferroviario, por el seguimiento con la CPA2008 concretamente código CPA 60.10.30.","","",""
"60100","4910","II60100","H4910","Transporte de pasajeros por ferrocarril interurbano.","","",""
"60100","4920","II60100","H4920","Transporte de mercancías por ferrocarril interurbano.","","",""
"60211","4931","II60211","H4931","Transporte urbano y suburbano por ferrocarril (metro y superficie).","","",""
"60212","4931","II60212","H4931","Transporte regular de pasajeros, urbano y suburbano, por itinerarios regulares y según un horario establecido. Estos servicios pueden ser dados por autobuses, tranvías, trolebuses, etc.","","",""
"60213","4939","II60213","H4939","Servicios regulares de autobuses de largo recorrido.","","",""
"60214","4931","II60214","H4931","Explotación de funiculares, teleféricos, telesillas, etc si forman parte del tránsito urbano, suburbano o metropolitano.","","",""
"60214","4939","II60214","H4939","Servicios de funiculares, telefericos, etc.,  si no forman parte de los sistemas de tránsito urbano, suburbano o metropolitano.","","",""
"60220","4932","II60220","H4932","","","",""
"60230","4939","II60230","H4939","Servicios discrecionales de autocares para excursiones.","","",""
"60241","4942","II60241","H4942","","","",""
"60242","4941","II60242","H4941","Servicios de transporte de mercancias por carretera: transporte de animales, transporte pesado, de frigorificos, de mercancias a granel como la recogida de leche de las explotaciones en camiones cisterna.","","",""
"60243","4941","II60243","H4941","Alquiler de camiones y furgonetas con conductor.","","",""
"60300","4950","II60300","H4950","Transporte de gases, líquidos y otros productos por tuberías.","","",""
"61100","5020","II61100","H5020","Transporte de mercancias por agua, sea regular o no.
Alquiler de embarcaciones con tripulación (incluido el costero) de mercancías.","","",""
"61100","5010","II61100","H5010","Transporte marítimo de pasajeros sea regular o no.
Actvidades de barcos de excursión, turísticos o cruceros, transbordadores, embarcaciones de taxi.
Alquiler de embarcaciones de recreo con tripulación incluido el costero.","","",""
"61200","5040","II61200","H5040","Transporte de mercancías por ríos, canales, lagos y otra vías navegables, incluidos puertos y dársenas.","","",""
"61200","5030","II61200","H5030","Transporte de pasajeros por ríos, canales, lagos y otras vías navegables, incluidos puertos y dársenas. 
Alquiler de embarcaciones de recreo con tripulación por aguas interiores.","","",""
"62100","5110","II62100","H5110","Transporte aéreo regular de pasajeros.","","",""
"62100","5121","II62100","H5121","Transporte aéreo regular de mercancías.","","",""
"62200","5110","II62200","H5110","Transporte aéreo discrecional de pasajeros.","","",""
"62200","5121","II62200","H5121","Transporte aéreo discrecional  de mercancías.","","",""
"62300","5122","II62300","H5122","","","",""
"63110","5224","II63110","H5224","","","",""
"63121","5210","II63121","H5210","Depósito y almacenamiento frigorífico.
Se incluye el almacenamiento de mercancías en zonas francas.","","",""
"63122","5210","II63122","H5210","Depósito y almacenamiento de mercancías peligrosas.
Se incluye el almacenamiento de mercancías en zonas francas.","","",""
"92711","9200","OO92711","R9200","Explotación de casinos incluidos los casinos flotantes.
Explotación de máquinas tragaperras.","","",""
"92712","9200","OO92712","R9200","Venta de billetes de loteria.","","",""
"92713","9200","OO92713","R9200","Explotación de sitios de internet dedicados a los juegos de azar virtuales.
Correduría de apuestas y otras actividades afines.
Explotación de agencias de apuestas hípicas.","","",""
"92720","9329","OO92720","R9329","Actividades de parques recreativos sin alojamiento.
Alquiler de equipos de recreo y ocio.
Actividades de las playas, incluido el alquiler de las instalaciones.","","",""
"93010","9601","OO93010","S9601","Lavado, teñido, limpieza en seco, planchado de todo tipo de prendas de vestir a mano o en maquinas accionadas con monedas.
Lavado de alfombras y tapicesy limpieza de cortinas y colgaduras.","","",""
"93020","9602","OO93020","S9602","","","",""
"93030","9603","OO93030","S9603","","","",""
"93042","9604","OO93042","S9604","Actividades de baños turcos, saunas, baños de vapor, solarios, salones de adelgazamiento y masaje, etc.","","",""
"93050","9609","OO93050","S9609","","","",""
"95000","9700","PP95000","T9700","","","",""
"99000","9900","QQ9900","U9900","","","",""
"55102","5590","HH55102","I5590","Pensiones.","","",""
"55521","5629","HH55521","I5629","Provisión de servicios de comida durante un periodo determinado a compañias de tranporte, empresas, etc.","","",""
"15130","1089","DA15130","C1089","Extractos y jugos de pescados e invertebrados acuáticos.","","",""
"15620","1089","DA15620","C1089","Fabricación de caramelo y miel artificial.","","",""
"15812","1089","DA15812","C1089","Pizzas frescas de corta duración.","","",""
"15850","1085","DA15850","C1085","Pasta, cocidas, rellenas o preparas de otra forma.","","",""
"15982","1054","DA15982","C1054","Producción de bebidas a base de leche y cacao.","","",""
"29563","2573","DK29563","C2573","Fabricación de moldes, cajas de fundición.","","",""
"30020","3320","DL30020","C3320","Instalación de grandes ordenadores.","","",""
"30020","6209","DL30020","J6209","Instalación de ordenadores personales.","","",""
"33300","3320","DL33300","C3320","Instalación de equipos de control de procesos industriales.","","",""
"33500","3213","DL33500","C3213","Fabricación de correas de reloj metálicas.","","",""
"32300","2670","DL32300","C2670","Fabricación de cámaras de (películas y digitales).
Proyectores de vídeo.","","",""
"29241","3320","DK29241","C3320","Instalación de máquinas y aparatos para empaquetar o embalar.
Instalación de máquinas y aparatos para limpiar y secar botellas y para gasificar bebidas.","","",""
"29242","2829","DK29242","C2829","Máquinas y aparatos para pesar pero no de laboratorio.","","",""
"29242","3312","DK29242","C3312","Reparación de máquinas y aparatos para pesar pero no de laboratorio.","","",""
"29242","3320","DK29242","C3320","Instalación de máquinas y aparatos para pesar pero no de laboratorio.","","",""
"29243","2829","DK29243","C2829","Fabricación de máquinas para el filtrado o depuración de liquidos.
Fabricación de máquinas para proyectar, dispersar o pulverizar.
Fabricación de unidades de destilación y rectificación.
Fabricación de generadores de gas.
Fabricación de calandrias, centrifugadoras.
Fabricación de máquinas expendedoras automáticas.
Fabricación de juntas de estanqueidad.","","",""
"29243","3312","DK29243","C3312","Reparacíón de máquinas para el filtrado o depuración de liquidos.
Reparacíón de máquinas para proyectar, unidades de destilación y rectificación.
Reparacíón de generadores de gas.
Reparacíón de calandrias, centrifugadoras.
Reparacíón de máquinas expendedoras automáticas.
Reparacíón de juntas de estanqueidad.","","",""
"29243","3320","DK29243","C3320","Instalación de máquinas para el filtrado o depuración de liquidos.
Instalación de máquinas para proyectar.
Instalación de generadores de gas.
Instalación de calandrias, centrifugadoras.
Instalación de máquinas expendedoras automáticas.
Instalación de juntas de estanqueidad.
Instalación de unidades de destilación y rectificación.","","",""
"29310","2830","DK29310","C2830","Fabricación de tractores para la agricultura y la silvicultura.
Fabricación de motocultores.","","",""
"29310","3312","DK29310","C3312","Reparación de tractores para la agricultura y la silvicultura.
Reparación de motocultores.","","",""
"29321","2830","DK29321","C2830","Fabricación de segadoras.
Fabricación de remolques y semirremolques. 
Fabricación de máquinas y aparatos agrícolas para preparar el suelo, plantar y abonar los cultivos agrícolas.
Fabricación de maquinaria cosechaora y trilladora.
Fabricación de máquinas de ordeño.
Fabricación de máquinas de pulverización.
Fabricación de máquinas clasificadoras de huevos.","","",""
"29322","3312","DK29322","C3312","Reparación de maquinaria agrícola y ganadera y para la selvicultura.","","",""
"29322","3320","DK29322","C3320","Instalación de esparcidoras de estiercol, gradas.
Instalación de máquinas de ordeño.
Instalación de máquinas de pulverizacion.
Instalación de máquinas clasificadoras de huevos.
Instalación de esparcidoras de estiercol, máquinas de pulverización para usos agrícolas.","","",""
"29410","2824","DK29410","C2824","Fabricación de máquinas herramientas manuales, con motor eléctrico o no, o neumáticas.
Fabricación de partes de dichas herramientas.","","",""
"29410","3312","DK29410","C3312","Reparación de máquinas herramientas manuales, con motor eléctrico o no, o neumáticas
Reparación de partes de dichas herramientas.","","",""
"29420","2841","DK29420","C2841","Fabricación de máquinas herramientas para el trabajo de los metáles, mediante láser y similares.
Fabricación de tornos, mandrinadoras y fresadoras.
Fabricación de partes y accesorios de las mismas.","","",""
"29420","3312","DK29420","C3312","Reparación de máquinas herramientas para el trabajo de los metáles, mediante láser y similares.
Reparación de tornos, mandrinadoras y fresadoras.
Reparación de partes y accesorios de las mismas.","","",""
"29430","2790","DK29430","C2790","Fabricación de herramientas para la soldaura blanda o autógena.
Fabricación de máquinas y aparatos eléctricos para templado de superficies y proyección en caliente.","","",""
"29430","3312","DK29430","C3312","Reparación de máquinas herramienta para la piedra, la madera y similares.
Reparación de prensas para tableros de partículas aglomeradas.
Reparación de herramientas para soldadura.
Reparación de máquinas fijas para clavar.
Reparación de portapiezas para máquinas herramientas.
Reparación de dispositivos divisores.
Reparación de partes de las máquinas indicadas.","","",""
"29510","3312","DK29510","C3312","Reparación de maquinaria y equipos mecánicos para la manipulación de metales en caliente:covertidores, lingoteras, calderos de colada.
Reparación de laminadoras, trenes de laminación y cilindros de laminadores.","","",""
"29510","2891","DK29510","C2891","Fabricación de maquinaria y equipos mecánicos para la manipulación de metales en caliente:covertidores, lingoteras, calderos de colada.
Fabricación de laminadoras, trenes de laminación y cilindros de laminadores.","","",""
"29510","3320","DK29510","C3320","Instalación de maquinaria y equipos mecánicos para la manipulación de metales en caliente: covertidores, lingoteras, calderos de colada.
Instalación de laminadoras, trenes de laminación y cilindros de laminadores.","","",""
"29520","3312","DK29520","C3312","Reparación y mantenimiento de maquinaria para las industrias extractivas y de la construcción.","","",""
"29520","2892","DK29520","C2892","Fabricación de elevadores y transportadores.
Fabricación de máquinas para perforar, cortar, ..
Fabricación de máquinas para tratamiento de los minerales.
Fabricación de hormigoneras mezcladoras de mortero.
Fabricación de máquinas para movimiento de tierras.
Fabricación de martinetes y extractores de pilotes.
Fabricación de tractores oruga.","","",""
"29520","3320","DK29520","C3320","Instalación de maquinaria para la industria extractiva y la construcción.
Instalación de elevadores y transportadores. 
Instalación de máquinas para perforar, cortar, ..
Instalación de máquinas para tratamiento de los minerales.
Instalación de máquinas para movimiento de tierras.
Instalación de martinetes y extractores de pilotes.","","",""
"29530","3312","DK29530","C3312","Reparación y mantenimiento de máquinas para la industria de la alimentación, bebidas y tabaco.","","",""
"29530","2893","DK29530","C2893","Fabricación de hornos secadores de productos agrícolas.
Fabricación de máquinas para transformar la leche: homogeneizadoras, moldeadoras,..
Fabricación de máquinas para la fabricación de queso, molinería, pastas  alimenticias, bebidas, tabaco y alimentos diversos.
Fabricación de máquinas para extracción de grasas.","","",""
"29530","3320","DK29530","C3320","Instalación de maquinaria para la industria de la alimentación, bebidas y tabaco.","","",""
"29541","3312","DK29541","C3312","Reparación y mantenimiento de máquinas para la industria textil y de la confección.","","",""
"29541","2894","DK29541","C2894","Fabricación de maquinaria para la industria textil: máquinas de extrusión, cortado,etc.
Fabricación de máquinas para  la industria textil.
Fabricación de máquinas para la preparación de hilos textiles.
Fabricación de accesorios para las máquinas anteriores.
Fabricación de máquinas de coser, agujas y cabezalles.","","",""
"29541","3320","DK29541","C3320","Instalación de máquinas para coser, para la industria textil en general.","","",""
"29542","3312","DK29542","C3312","Reparación y mantenimiento de máquinas para lavandería y limpieza en seco.","","",""
"29542","2894","DK29542","C2894","Fabricación de máquinas y aparatos de lavandería: planchas, lavadoras, secadoras, etc.","","",""
"29542","3320","DK29542","C3320","Instalación de máquinas para lavandería y limpieza en seco.","","",""
"29543","3312","DK29543","C3312","Reparación y mantenimiento de máquinas para la industria del cuero y del calzado.","","",""
"29543","2894","DK29543","C2894","Fabricación de máquinas para la industria del cuero: curtido, reparación del calzado u otras manufacturas.","","",""
"29543","3320","DK29543","C3320","Instalación de máquinas para la industria del cuero y del calzado.","","",""
"29550","3312","DK29550","C3312","Reparación y mantenimiento de maquinaria para la elaboración de pasta de papel, de papel y cartón y en la producción de artículos de papel y cartón.","","",""
"29550","2895","DK29550","C2895","Fabricación de maquinaria empleada en la elaboración de pasta de papel, de papel y cartón y en la producción de artículos de papel y cartón.","","",""
"29550","3320","DK29550","C3320","Instalación de maquinaria empleada en la elaboración de pasta de papel, de papel y cartón y en la producción de artículos de papel y cartón.","","",""
"29561","2894","DK29561","C2894","Fabricación de maquinas para impresión textil.","","",""
"29561","2899","DK29561","C2899","Fabricación de máquinas y aparatos para la imprenta y la encuadernación.","","",""
"29561","3312","DK29561","C3312","Reparación y mantenimiento de máquinas y aparatos para la imprenta y la encuadernación.","","",""
"29561","3320","DK29561","C3320","Instalación de máquinas y aparatos para la imprenta y la encuadernación.","","",""
"29562","3312","DK29562","C3312","Reparación y mantenimiento de máquinas y aparatos para trabajar el plástico y la materias plásticas.","","",""
"29562","3320","DK29562","C3320","Instalación de máquinas y aparatos para trabajar el plástico y la materias plásticas.","","",""
"29562","2896","DK29562","C2896","Fabricación de máquinas y aparatos para trabajar el caucho y las materias plásticas.","","",""
"29563","3312","DK29563","C3312","Reparación de moldes y cajas de fundición.","","",""
"29563","3320","DK29563","C3320","Instalación de moldes metálicos industriales.","","",""
"29564","2899","DK29564","C2899","Fabricación de máquinas para producir baldosas, cerámicas, etc.
Fabricación de máquinas para montaje de equipos eléctricos, electrónicos, tubos.
Fabricación de máquinas para la separación isotópica y de fabricación de cables.
Fabricación de secadoras de papel.","","",""
"29564","3312","DK29564","C3312","Reparacion y mantenimiento de máquinas para producir baldosas, cerámicas, etc.
Reparacion y mantenimiento de máquinas para montaje de equipos eléctricos, de secadoras de papel, etc
Reparacion y mantenimiento de máquinas centrífugadoras de ropa.
Reparacion y mantenimiento de secadoras de papel.","","",""
"29564","3320","DK29564","C3320","Instalación de máquinas para producir baldosas, cerámicas, etc.
Instalación de máquinas para montaje de equipos eléctricos, de secadoras de papel, etc.","","",""
"29601","2540","DK29601","C2540","Fabricación de artillería.
Fabricación de municiones de guerra de armamento pesado.
Fabricación de dispositivos explosivos como bombas, minas y torpedos.","","",""
"29601","3040","DK29601","C3040","Fabricación de carros de combate y otros vehículos de combate.","","",""
"29601","3317","DK29601","C3317","Reparación y mantenimiento de carros de combate y otros vehículos de combate.","","",""
"29602","2540","DK29602","C2540","Fabricación de armas ligeras.
Fabricación de municiones de guerra de armas ligeras.
Fabricación de armas de fuego y municiones para la práctica deportiva o la defensa personal.","","",""
"29710","2751","DK29710","C2751","Fabricación de refrigeradores y congeladores, secadoras, trituradoras de basuras, trituradoras de alimentos, mezcladoras, abrelatas, etc.
Fabricación de aparatos electrotérmicos de uso doméstico: calentadores, mantas eléctricas, ventiladores portátiles.","","",""
"29710","2821","DK29710","C2821","Fabricación de calentadores eléctricos de montaje permanente y calentadores eléctricos para piscinas.","","",""
"29720","2752","DK29720","C2752","Fabricación de aparatos domésticos no eléctricos para calefacción y cocina: hornillos, estufas, calentadores de agua, aparatos para cocinar.","","",""
"29720","2821","DK29720","C2821","Fabricación de equipos de calefacción domésticos no eléctricos de montaje permanente, como calefacción por energía solar, por vapor, de fueloil y equipos similares de hornos y calefacción.","","",""
"30010","2823","DL30010","C2823","Fabricación de máquinas de escribir, calculadoras, cajas registradoras, franqueadoras, de imprimir, fotocopiadoras. clasificadoras de material de oficina, contadores de dinero, cajeros automáticos, grapadoras, sacapuntas.","","",""
"30020","2620","DL30020","C2620","Fabricación de todo tipo de ordenadores.
Fabricación de unidades periféricas como impresoras, monitores, teclados.","","",""
"31100","3313","DL31100","C3313","","","",""
"19201","1512","DC19201","C1512","Fabricación de artículos de viaje, bolsas de mano, artículos semejantes de cuero natural, artificial o regenerado, de plástico, materias textiles de fibra vulcanizada o cartón, siempre que se utilice la misma tecnología que para el cuero.","","",""
"19202","1512","DC19202","C1512","Fabricación de diversos artículos de cuero natural, artificial o regenerado: correas de transmisión, envases.
Fabricación de correas no metálicas para relojes.
Fabricación de artículos de guarnicionería y talabartería.","","",""
"19300","1629","DC19300","C1629","Fabricación de partes del calzado de madera: tacones, hormas","","",""
"19300","1520","DC19300","C1520","Fabricación de calzado de cualquier tipo y de cualquier material, producido mediante cualquier proceso.
Fabricación de partes del calzado.
Fabricación de botines, polainas y artículos similares.","","",""
"19300","2219","DC19300","C2219","Fabricación de suelas y otras partes del calzado de caucho.","","",""
"19300","2229","DC19300","C2229","Fabicación de hormas de zapato de plástico.","","",""
"20101","1610","DD20101","C1610","Aserrado y cepillado de madera.
Traviesas de madera para vías ferreas.
Madera sin ensamblar para entarimado.
Fabricación de lana, harina y virutas de madera.
Secado de madera.","","",""
"20102","1610","DD20102","C1610","Impregnación y o tratamiento químico de la madera con agentes conservantes u otras materias.","","",""
"20200","1621","DD20200","C1621","Fabricación de toda clase de tableros.
Madera densificada, en bloques, láminas, etc.","","",""
"20301","1623","DD20301","C1623","Puertas, ventanas, persianas y sus marcos.
Escaleras y barandillas.
Listones y molduras.","","",""
"20301","1622","DD20301","C1622","Tablas o tablillas de parquet, tiras, etc, ensambladas en planchas.","","",""
"20302","1623","DD20302","C1623","Estructuras de madera y piezas de carpinteria.
Vigas, viguetas, vigas maestras.
Ripias para tejado.
Construcción de edificios prefabricados o sus elementos, hechos en su mayor parte de madera.","","",""
"20400","1624","DD20400","C1624","","","",""
"20400","3319","DD20400","C3319","Reparación o reacondicionamiento de toneles, barriles y paletas de madera, así como artículos análogos.","","",""
"20510","1629","DD20510","C1629","Herramientas, mangos, monturas, escobas y cepillos
Hormas, tensores de madera para el calzado, etc.
Utensilios de madera para uso doméstico, percheros.
Estatuillas, marcos, objetos decorativos de madera como cajas, cofres y otros artículos de madera.","","",""
"20510","3299","DD20510","C3299","Ataudes.","","",""
"20521","3299","DD20521","C3299","Salvavidas de corcho.","","",""
"20521","1629","DD20521","C1629","Preparación de corcho natural en bruto.
Fabricación de corcho aglomerado.
Fabricación de articulos de corcho natural o aglomerado.","","",""
"21111","1711","DE21111","C1711","Fabricación de pasta papelera a partir de fibra virgen  blanqueada, semiblanqueada o cruda.","","",""
"21112","1711","DE21112","C1711","Fabricación de pasta papelera a partir de fibra regenerada como por ejemplo de papeles usados despues de eliminar la tinta.","","",""
"21120","1712","DE21120","C1712","Fabricación de papel y carton con vistas a un tratamiento industrial posterior: encolado, impregnación.
Papel rizado o plegado.
Papel prensa.
Papel de guata de celulosa y bandas de fibras de celulosa.","","",""
"21210","1721","DE21210","C1721","","","",""
"21220","1722","DE21220","C1722","","","",""
"21230","1723","DE21230","C1723","Fabricación de papel listo para impresión y escritura, para impresión en ordenador, autocopiativo, papel engomado, o adhesivo.
Sobres, tarjetas, carteras y juegos de artículos de escritorio.","","",""
"21240","1724","DE21240","C1724","","","",""
"21250","1729","DE21250","C1729","Fabricación de etiquetas no impresas.
Papel y cartón filtrantes.
Tambores y bobinas.
Embalajes alveolares.
Tarjetas de papel o cartón para máquinas Jacquard.","","",""
"22110","3299","DE22110","C3299","Fabricación de globos terraqueos.","","",""
"22110","5811","DE22110","J5811","Edición de libros, folletos y publicaciones similares, incluida la edición de diccionarios y publicaciones
Ediición de mapas","","",""
"22110","5812","DE22110","J5812","Edición de directorios y compilaciones, como jurisprudencia, farmacopeas
Listas de direcciones postales.
Guías telefónicas, etc.","","",""
"22120","5813","DE22120","J5813","","","",""
"22130","5814","DE22130","J5814","","","",""
"22140","5920","DE22140","J5920","Edición de discos, CD, DVD y cintas de música u otras grabaciones sonoras.
Partituras musicales.
Edición de partituras musicales.","","",""
"22150","5819","DE22150","J5819","Edición de fotografías, grabados y postales.
Tarjetas de felicitación.
Carteles, reproducciones de obra de arte.
Calcamonias y otros materiales impresos tales como tarjetas.","","",""
"22210","1811","DE22210","C1811","","","",""
"22220","1812","DE22220","C1812","Impresión por medio de prensas de imprenta, multicopista, impresoras controlada por ordenador como revistas y otras publicaciones periódicas, partituras de música, mapas, atlas.
Impresión de etiquetas, bolsas, artículos de plástico, de vidrio, metal.","","",""
"22230","1814","DE22230","C1814","","","",""
"22240","1813","DE22240","C1813","","","",""
"22310","1820","DE22310","C1820","Reproducción para difusión comercial, a partir de grabaciones originales, de discos, discos compactos y cintas de música u otras grabaciones sonoras.","","",""
"22320","1820","DE22320","C1820","Reproducción para difusión comercial, a partir de grabaciones originales, de discos, discos compactos y cintas de películas y otras grabaciones de vídeo.","","",""
"22330","1820","DE22330","C1820","Reproducción para difusión comercial, a partir de grabaciones originales, de programas y datos informáticos en cintas y discos.","","",""
"23100","1910","DF23100","C1910","Producción de coque
Producción de gas de hulla en coquerías
Producción de hulla en bruto y de alquitran de hulla y de lignito.","","",""
"31200","2611","DL31200","C2611","Fabricación de interruptores para aplicaciones electrónicas.
Fabricación de inductores como limitadores de potencia.","","",""
