"CODIGO1","CODIGO2","CODINT1","CODINT2","COMENTARIO","VALORCOMENTARIO","FECHA","TIPO_ACTUALIZACION"
"31200","2733","DL31200","C2733","Fabricación de portalámparas, pararrayos, interruptores, conmutadores para cableado eléctrico (conmutadores de presión), interruptores de acción rápida.
Cajas para cableado eléctrico (zócalos, de empalme,etc).
Clavijas (por la CPA).","","",""
"31200","2790","DL31200","C2790","Supresores de sobretensión excepto para el nivel de voltaje de distribución.","","",""
"31200","3314","DL31200","C3314","Reparación y mantenimiento de aparatos y cuadros de conmutación, relés y controles indutriales, cuadros de distribución.","","",""
"31300","2611","DL31300","C2611","Fabricación de cables de impresora y monitor, cables USB.","","",""
"31300","2790","DL31300","C2790","Fabricación de cables de aparatos, cables de extensión y otros juegos de cables eléctricos con alambre aislado y conectores.","","",""
"31300","2731","DL31300","C2731","Faabricación de cables de fibras ópticas para la transmisión de datos codificados.","","",""
"31300","2732","DL31300","C2732","Fabricación de cables e hilos aislados realizados en acero, cobre, aluminio.","","",""
"31400","2720","DL31400","C2720","Fabricación de pilas y baterías de pila.
Fabricación de acumuladores y de las piezas de los mismos.","","",""
"31501","2740","DL31501","C2740","Fabricación de lámparas y tubos eléctricos de incandescencia y descarga como lámparas de arco, de infrarrojos, etc.
Fabricación de juegos de luces para árboles de Navidad.","","",""
"31502","2740","DL31502","C2740","Fabricación de aparatos de iluminación y sus accesorios como lámparas de mesa, portátiles.
Equipo de alumbrado para vías públicas.","","",""
"31502","3314","DL31502","C3314","Reparación y mantenimiento de aparatos de iluminación y sus accesorios como lámparas de mesa, portátiles, de techo.","","",""
"31611","2931","DL31611","C2931","Fabricación de dispositivos de encendido y arranque eléctricos como generadores, dínamos, bujías de encendido, reguladores de tensión, conjuntos de cables, ensamblajes de cables para  automoción.
Dispositivos de limpiaparabrisa, eliminadores de escarcha.","","",""
"31612","2790","DL31612","C2790","Fabricación de aparatos y dispositivos eléctricos de señalización sonora y visual como indicadores exteriores para taxis, policía, ambulancias, claxons, sirenas, semáforos, dispositivos de señalización para peatones","","",""
"31612","2740","DL31612","C2740","Fabricación de dispositivos de iluminación de equipos de transporte como faros, dínamos para bicicletas.","","",""
"31620","3314","DL31620","C3314","Reparación y mantenimiento de equipos de alumbrado eléctrico","","",""
"31620","2790","DL31620","C2790","Fabricación de aisladores eléctricos metálicos que no sean de vidrio o cerámicos.
Electroimanes.
Electrodos de carbón o grafito.
Aceleradores de partículas.","","",""
"31620","2651","DL31620","C2651","Fabricación de detectores de minas, generadores de señales, detonadores eléctricos","","",""
"31620","2630","DL31620","C2630","Fabricación de aparatos y dispositivos eléctricos de señalización acústica y visual como timbres y sonerías, alarmas contra robos e incendios.","","",""
"31620","2599","DL31620","C2599","Fabricación de imanes metálicos permanentes.","","",""
"31620","3020","DL31620","C3020","Fabricación de aparatos y dispositivos eléctricos de señalización, seguridad y control de tráfico para autopistas, carreteras, calles,aparcamientos.","","",""
"32100","2611","DL32100","C2611","Fabricación de tubos electrónicos, diodos, transistores y otros semiconductores de genero, circuitos integrados, inductores (bobinas y transformadores) como componentes electrónicas, microplaquetas, semiconductores, resistencias.","","",""
"32100","2790","DL32100","C2790","Fabricación de capacitadores, condensadores, resistencias y componentes eléctricas similares","","",""
"32100","2612","DL32100","C2612","Fabricación de circuitos impresos ensamblados.","","",""
"32201","2630","DL32201","C2630","Fabricación de transmisores para televisión incluidas las cámaras de televisión.
Fabricación de aparatos transmisores de radiodifusión.","","",""
"32201","9512","DL32201","S9512","Reparación y mantenimiento de transmisores para televisión incluidas las cámaras de televisión.
aparatos transmisores de radiodifusión.","","",""
"32201","3320","DL32201","C3320","Instalación de transmisores para televisión incluidas las cámaras de televisión.
Instalación de aparatos de transmisores de radiodifusión.","","",""
"32202","2630","DL32202","C2630","Fabricación de transmisores de radiotelefonía, aparatos receptores de radiotelefonia y aparatos para telefonía.
Fabricación equipos de transmisión de datos, como puentes, enrutadores y puntos de acceso.","","",""
"32202","9512","DL32202","S9512","Reparación y mantenimiento de transmisores de radiotelefonía, aparatos receptores de radiotelefonia y aparatos para telefonía.
Equipos de transmisión de datos, como puentes, enrutadores y puntos de acceso.","","",""
"32202","3320","DL32202","C3320","Instalación de sistemas de telecomunicaciones como transmisores de radiotelefonía, aparatos receptores de radiotelefonia y aparatos para telefonía.
Equipos de transmisión de datos, como puentes, enrutadores y puntos de acceso.","","",""
"32300","2630","DL32300","C2630","Fabricación de magnetófonos y de otros aparatos de reproducción de sonido incluidos los contestadores telefónicos automáticos, los aparatos de registro que utilicen cintas magnéticas en casets.","","",""
"32300","2640","DL32300","C2640","Fabricación de aparatos de grabación y reproducción de vídeo, televisiones, receptores de radiodifusión, videocamaras de uso doméstico, amplificadores para instrumentos musicales, micrófonos, reproductores de CD y DVD, sistemas de altavoces y megafonía.","","",""
"32300","2611","DL32300","C2611","Fabricación de de lectores fonogáficos, brazos de lectura, cabezales de lectura.","","",""
"32300","3320","DL32300","C3320","Instalación de equipos de recepción, grabación y reproducción de sonido e imagen.","","",""
"32300","9512","DL32300","S9512","Reparación y mantenimiento de equipos de comunicaciones.","","",""
"32300","2823","DL32300","C2823","Fabricación de dictáfonos.","","",""
"33100","3313","DL33100","C3313","Reparación y mantenimiento de equipos de radiación, electromédicos, electroterapéuticos como de resonancia magnética, de ultrasonidos, etc..","","",""
"23200","1920","DF23200","C1920","Producción de combustibles para motores: gasolina, queroseno.
Aceite ligero, medio, pesado, gases de refinería como etano, propano, butano.
Aceites o grasa lubricantes derivadas del petróleo.
Industria petroquímica.
Bencina mineral, vaselina, parafina.","","",""
"23301","2013","DF23301","C2013","Enriquecimiento de uranio.","","",""
"23301","2120","DF23301","C2120","Fabricación de sustancias radioactivas para uso industrial o médico.","","",""
"23302","3822","DF23302","E3822","Tratamiento de residuos nucleares.","","",""
"23302","2446","DF23302","C2446","Procesado de combustibles nucleares.
Producción de combustibles nucleares.","","",""
"24110","2011","DG24110","C2011","","","",""
"24120","2012","DG24120","C2012","","","",""
"24130","2013","DG24130","C2013","Fabricación de elementos químicos (excepto gases industriales y metáles básicos).
Fabricación de compuestos inorgánicos excepto ácido nítrico y amoniaco.
Tostación de piritas de hierro.","","",""
"24141","2014","DG24141","C2014","Hidrocaburos.
Alcoholes acíclico y ciclicos.
Acidos mono y policarboxílicos.
Compuestos de función nitrógeno, incluidas las aminas.","","",""
"24142","2014","DG24142","C2014","Compuestos orgánicos procedentes de la destilación de la madera como por ejemplo el carbón vegetal.
Fabricación de productos sintéticos aromáticos.
Destilación de alquitran de hulla.","","",""
"24150","2015","DG24150","C2015","","","",""
"24160","2016","DG24160","C2016","","","",""
"24170","2017","DG24170","C2017","","","",""
"24200","2020","DG24200","C2020","","","",""
"24301","2030","DG24301","C2030","Fabricación de pinturas, pigmentos, tintes, masillas, disolventes, preparados quitabarnices.","","",""
"24302","2030","DG24302","C2030","Fabricación de tintas de imprenta.","","",""
"24410","2110","DG24410","C2110","","","",""
"24421","2120","DG24421","C2120","Fabricación de medicamentos: antisueros y otras fracciones sanguineas, vacunas, preparados homeopáticos.
Preparados químicos contraceptivos de uso externo y medicamentos contraceptivos a base de hormonas.
Infusiones médicas.","","",""
"24422","3250","DG24422","C3250","Fabricación de productos de obturación dental y cemento dental y cementos para la reconstrucción de huesos. 
Fabricación de gasas estériles.","","",""
"24510","2041","DG24510","C2041","Fabricación de agentes tensoactivos orgánicos.
Fabricación de jabones.
Fabricación de glicerina.
Preparados tensoactivos.
Productos de limpieza y abrillantamiento.","","",""
"24520","2042","DG24520","C2042","Fabricación de perfumes y aguas de tocador, maquillaje, productos de prevención de qiuemaduras solares, champús, dentríficos, preparados para el afeitado, desodorantes y sales de baño, depilatorios,etc.","","",""
"24611","2051","DG24611","C2051","Fabricación de explosivos.
Fabricación de polvoras de proyección.","","",""
"24612","2051","DG24612","C2051","Fabricación de artículos pirotécnicos","","",""
"24620","2052","DG24620","C2052","Fabricación de colas y adhesivos preparados, incluidos colas y adhesivos a base de caucho.","","",""
"24630","2053","DG24630","C2053","","","",""
"24640","2059","DG24640","C2059","Fabricación de placas fotográficas, películas fotográficas cinematográficas, papel sensibilizado y otros materiales sensibilizados sin impresionar.
Fabricación de preparados químicos para uso fotográfico.","","",""
"24650","2680","DG24650","C2680","Fabricación de soportes vírgenes para la grabación de sonido y video, excepto las películas cinematográficas y fotográficas.
Fabricación de disquetes y discos ópticos virgenes para ordenador.
Fabricación de discos y cintas virgenes para ordenador.","","",""
"24661","2059","DG24661","C2059","Fabricación de aceites y grasas modificadas químicamente.
Fabricación de lubricantes especiales y aditivos para lubricantes.
Fabricación de antidetonante, anticongelantes, líquidos para transmisión hidráulica.
Fabricación productos utilizados en el acabado de productos textiles y cuero.","","",""
"24662","2059","DG24662","C2059","Fabricación de peptonas, materias proteicas y derivados.
Fabricación pastas para soldar.
Preparados  decapado de metales.
Fabricación de aditivos para cementos carbón activado, aditivos para lubricantes, aceleradores de vulcanización, catalizadores.
Reactivos de diagnostico.
Fabicación de tintas escritura.","","",""
"24700","2060","DG24700","C2060","","","",""
"25110","2211","DH25110","C2211","Fabricación de cubiertas de caucho para vehículos, aparatos, maquinaria móvil, neumáticos, cubiertas macizas o huecas
camaras de aire para neumáticos, bandas de rodadura intercambiables, de fondo de llanta, de rodadura para el recauchutado de cubiertas.","","",""
"25120","2211","DH25120","C2211","Recauchutado y reconstrucción de neumáticos.","","",""
"25130","2219","DH25130","C2219","Planchas,  hojas, tubos, cintas transportadoras, artículos de caucho para usos higienicos, prendas de vestir de caucho, revestimientos de caucho, hilos, cuerdas, materiales textiles, moldes, colchones inflables, material para reparación artículo caucho.","","",""
"25210","2221","DH25210","C2221","Fabricación de productos de materias plásticas como cintas autoadhesivas, placas, planchas, películas, tubos, conductos, mangueras, accesorios para tuberías y mangueras.","","",""
"25220","2222","DH25220","C2222","","","",""
"25230","2223","DH25230","C2223","Fabricación de puertas, ventanas, cercos, tanques, depósitos.
Revestimentos de plastico para suelos, paredes o techos. 
Fabricación de artículos de plástico de uso sanitario: bañeras, platos de ducha, lavabos. 
Fabricación de construcciones prefabricadas de plastico.","","",""
"25241","3299","DH25241","C3299","Fabricación de cascos de plástico de seguridad por ejemplo de deporte o trabajo.","","",""
"25241","2229","DH25241","C2229","Fabricación de productos de plástico como aislamientos, piezas de lámparas y accesorios, artículos de escritorio y  escolar, cintas transportadoras. 
Fabricación de prendas vestir por adhesión.
Servicios de mesa, cocina, tocador, de plástico.
Gorros de plastico.","","",""
"25242","2733","DH25242","C2733","Subcontratación de la preparación de dispositivos de cableado de plástico.","","",""
"25242","2229","DH25242","C2229","Fabricación de productos de plástico como aislamientos, piezas de lámparas y accesorios, artículos de escritorio y  escolar, cintas transportadoras.
Fabricación de prendas vestir por adhesión.
Servicios de mesa, tocador, cocina.
Gorros de plástico.","","",""
"26110","2311","DI26110","C2311","","","",""
"26120","2312","DI26120","C2312","Fabricación de vidrio plano endurecido o laminado, espejos de vidrio, aisladores de vidrio de varias capas.","","",""
"26130","2313","DI26130","C2313","Fabricación de botellas y otros recipientes y envolturas, de vidrio o de cristal.
Fabricación de vasos de bebidas y otros artículos para el hogar, de vidrio o de cristal.","","",""
"26150","2319","DI26150","C2319","Objetos de vidrio para laboratorio higiene o farmacia.
Cristales para relojes, vidrio óptico y elementos de éste no trabajados ópticamente.
Aisladores de vidrio y accesorios.
Vidrio en forma de varillas o tubos.
Ampollas y tubos para lámparas.","","",""
"26210","2341","DI26210","C2341","","","",""
"26220","2342","DI26220","C2342","","","",""
"26230","2343","DI26230","C2343","","","",""
"26240","2344","DI26240","C2344","Fabricación de productos cerámicos para usos de laboratorio, químicos e industriales.","","",""
"26250","2349","DI26250","C2349","","","",""
"26260","2320","DI26260","C2320","","","",""
"26300","2331","DI26300","C2331","","","",""
"26400","2332","DI26400","C2332","","","",""
"26510","2351","DI26510","C2351","","","",""
"26520","2352","DI26520","C2352","Fabricación de cal viva, apagada y yeso natural.","","",""
"26530","2352","DI26530","C2352","Fabricación de yeso calcinado y preparados de yeso natural.","","",""
"26610","2361","DI26610","C2361","","","",""
"26620","2362","DI26620","C2362","","","",""
"26630","2363","DI26630","C2363","","","",""
"26640","2364","DI26640","C2364","","","",""
"26650","2365","DI26650","C2365","","","",""
"26660","2369","DI26660","C2369","","","",""
"26701","2370","DI26701","C2370","Aserrado, cortado, tallado, y acabado de la piedra para su empleo en la construcción, carreteras, etc.","","",""
"26810","2391","DI26810","C2391","","","",""
"26820","3299","DI26820","C3299","Fabricación de prendas de vestir de amianto y otros minerales no metálicos.","","",""
"26820","2399","DI26820","C2399","Materiales de fricción y artículos sin montar.
Corindón artificial.
Materiales minerales aislantes.
Artículos de sustancias minerales diversas.","","",""
"27100","2410","DJ27100","C2410","","","",""
"27211","2451","DJ27211","C2451","Fabicación de tubos de hierro.","","",""
"27212","2451","DJ27212","C2451","Fabricacion de accesorios de tubos de hierro en acero moldeado y fabricación de otros accesorios de hierro.","","",""
"27221","2420","DJ27221","C2420","Fabricación de tubos, perfiles, etc de acero excepto accesorios.","","",""
"27222","2420","DJ27222","C2420","Fabricación de accesorios de acero.","","",""
"27310","2431","DJ27310","C2431","","","",""
"27320","2432","DJ27320","C2432","","","",""
"27330","2433","DJ27330","C2433","Fabricación de perfiles o chapas perfiladas por conformación en un tren de laminación o mediante plegado en una prensa, de productos planos de acero laminados.","","",""
"27340","2434","DJ27340","C2434","","","",""
"27410","2441","DJ27410","C2441","","","",""
"27420","2442","DJ27420","C2442","","","",""
"27431","2443","DJ27431","C2443","Producción de plomo a partir de minerales y mediante el afinado electrolítico de los desehechos y chatarras de estos metales.
Producción de aleaciones y primera transformación del plomo.","","",""
"27432","2443","DJ27432","C2443","Producción de zinc a partir de minerales y mediante el afinado electrolítico de los desehechos y chatarras de estos metales.
Producción de aleaciones y primera transformación del zinc.","","",""
"27433","2443","DJ27433","C2443","Producción de estaño a partir de minerales y mediante el afinado electrolítico de los desehechos y chatarras de estos metales.
Producción de aleaciones y primera transformación del estaño.","","",""
"27440","2444","DJ27440","C2444","Producción de cobre a partir de minerales y del afinado electrolítico de los desechos y chatarra de cobre
Producción de aleaciones de cobre.
Fabricación de hilo y lámina fusibles.
Semifacturas de cobre.","","",""
"27450","2445","DJ27450","C2445","Producción de cromo, manganeso, níquel, etc a partir de minerales u óxidos, afinado y aluminotérmico.
Producción de aleaciones. 
Productos de primera transformación y de matas de níquel.","","",""
"27510","2451","DJ27510","C2451","Fundición de productos semielaborados de hierro, piezas de moldeo de hierro, piezas esferoidales de grafito.
Productos maleables de hierro fundido.","","",""
"27520","2452","DJ27520","C2452","Productos semielaborados de acero.
Piezas de moldeo de acero.","","",""
"27530","2453","DJ27530","C2453","","","",""
"27540","2454","DJ27540","C2454","Fundición de productos acabados o semiacabados de metales pesados y de metales preciosos.
Fundición de piezas de moldeo metálicas pesadas y de metales preciosos.","","",""
"28110","3311","DJ28110","C3311","Reparación de estructuras metálicas.","","",""
"28110","2511","DJ28110","C2511","Fabricación de estructuras o armazones metálicos para la construcción y sus partes.
Fabricación de estructuras industriales de metal.
Fabricación de edificios metálicos prefabricados.","","",""
"28120","2512","DJ28120","C2512","Fabricación de puertas, puertas de garajes, persianas,etc","","",""
"28210","2529","DJ28210","C2529","Fabricacion de cisternas, grandes depósitos y contenedores de metal con capacidad superior a 300 litros.
Fabricación de recipientes metálicos para gases comprimidos o licuados.","","",""
"28210","3311","DJ28210","C3311","Reparación y mantenimiento de cisternas, grandes depósitos y contenedores de metal.","","",""
"28220","3311","DJ28220","C3311","Reparación y mantenimiento de radiadores y calderas para calefacción central.","","",""
"28220","2521","DJ28220","C2521","","","",""
"28300","2530","DJ28300","C2530","","","",""
"28300","3311","DJ28300","C3311","Reparación y mantenimiento de generadores de vapor. 
Reparación de aparatos auxiliares para generadores de vapor: condensadores, economizadores. 
Reparación de reactores nucleares.
Reparación de piezas de  calderas marinas.
Reparación de tubos y tuberias.","","",""
"28401","2550","DJ28401","C2550","Forja y estampación de metales.","","",""
"28402","2550","DJ28402","C2550","Troquelado y embutición de metales.","","",""
"28403","2550","DJ28403","C2550","Trabajos de pulvimetalurgia.
Fabricación de objetos fabricados a base de polvos metálicos por tratamiento térmico /(sinterización) y/o compresión.","","",""
"28510","2561","DJ28510","C2561","","","",""
"28520","2562","DJ28520","C2562","Perforación, torneado, fresado, desbastado, nivelado, esmerilado, soldadura.","","",""
"28610","2571","DJ28610","C2571","Fabricación de artículos de cuchillería y cubertería.
Fabricación de utensilios cortantes como navajas, cuchillas de afeitar, tijeras, máquinas de cortar el pelo.","","",""
"28610","3311","DJ28610","C3311","Reparación de artículos de cuchillería y cubertería.","","",""
"28621","3311","DJ28621","C3311","Reparación de herramientas manuales.","","",""
"28621","2573","DJ28621","C2573","Fabricacion de herramientas manuales como tenazas, martillos, etc.
Fabricación de palas, azadones, rastrillos para usos agrícolas.
Fabricación de útiles intercambiables para herramientasde mano.
Forjas, yunque, tornillos de banco, abrazaderas, etc.","","",""
"28622","3311","DJ28622","C3311","Reparación de de herramientas mecánicas.","","",""
"28622","2573","DJ28622","C2573","Fabricación de cuchillas, hojas cortantes para máquinas, hojas de sierra incluidas las hojas de sierras circulares y de cinta.
Fabricación de utiles intercambiables para herramientas mecánicas de mano y máquinas-herramientas: brocas, punzones, matrices.","","",""
"31100","2711","DL31100","C2711","Fabricación de motores eléctricos, transformadores, generadores, grupos electrógenos, convertidores.","","",""
"31100","2611","DL31100","C2611","Fabricación de transformadores eléctricos como componentes electrónicos.","","",""
"31100","3314","DL31100","C3314","Reparación y mantenimiento de motores, generadores y transformadres eléctricos y grupos electrógenos","","",""
"31200","2712","DL31200","C2712","Fabricación de aparatos eléctricos para conmutación, relés electricos, fusibles eléctricos.
Fabricación de cuadros de mando o distribución eléctrica, consolas, etc.
Fabricación de conmutadores potencia.
Fabricación de disyuntores circuitos eléctricos.
Fabricación de supresores sobretensión (de nivel de voltaje de distribución).","","",""
"64200","6120","II64200","J6120","Mantenimiento y explotación de redes de telecomunicación inalámbrica.","","",""
"64200","6110","II64200","J6110","Mantenimiento, explotación y distribución de telecomunicaciones por cable.
Distribucion por cable de señales de televisión.","","",""
"64200","6020","II64200","J6020","Difusión de señal de televisión.","","",""
"65110","6411","JJ65110","K6411","","","",""
"65121","6419","JJ65121","K6419","Actividades de bancos.","","",""
"65122","6419","JJ65122","K6419","Actividades de Cajas de Ahorros.","","",""
"65123","6419","JJ65123","K6419","Actividades de cooperativas de crédito.","","",""
"65210","6491","JJ65210","K6491","","","",""
"65224","6492","JJ65224","K6492","Servicios financieros relacionados fundamentalmente con la concesión de prestamos por instituciones no dedicadas a la intermediación monetaria.","","",""
"65225","6492","JJ65225","K6492","Servicios financieros relacionados fundamentalmente con la concesión de prestamos por instituciones no dedicadas a la intermediación monetaria.","","",""
"65232","6430","JJ65232","K6430","Sociedades y fondos de capital de riesgo.","","",""
"65234","6430","JJ65234","K6430","Inversión en fondos monetarios.","","",""
"65235","6430","JJ65235","K6430","Inversión colectiva de carácter financiero.","","",""
"65236","6420","JJ65236","K6420","Sociedades Holding financieras.","","",""
"66011","6511","JJ66011","K6511","Seguros de vida de entidades privadas.","","",""
"66012","6511","JJ66012","K6511","Seguros de vida de entidades de previsión social.","","",""
"66020","6530","JJ66020","K6530","Planes de pensiones.","","",""
"66031","6512","JJ66031","K6512","Seguros de accidentes, de enfermedad, de acidentes, de transporte, de vehículos y de perdidas de capital y responsabilidad civil.","","",""
"66032","6520","JJ66032","K6520","","","",""
"67110","6611","JJ67110","K6611","","","",""
"67123","6612","JJ67123","K6612","","","",""
"67124","6630","JJ67124","K6630","","","",""
"67125","6612","JJ67125","K6612","","","",""
"67132","6619","JJ67132","K6619","Actividades de asesores e intermediarios hipotecarios.","","",""
"67201","6622","JJ67201","K6622","","","",""
"67202","6622","JJ67202","K6622","","","",""
"67203","6629","JJ67203","K6629","Servicios actuariales, administración del salvamento.","","",""
"67203","6621","JJ67203","K6621","Peritajes de siniestros.
Liquidación de solicitudes de indemnización de siniestros.","","",""
"70111","4110","KK70111","F4110","Promocion inmobiliaria de viviendas.","","",""
"70112","4110","KK70112","F4110","Promoción inmobiliaria de edificios no residenciales.","","",""
"70120","6810","KK70120","L6810","","","",""
"70201","6820","KK70201","L6820","Alquiler y gestión de otros bienes inmobiliarios por cuenta propia no destinados a viviendas.
Alquiler y gestión de solares y terrenos.","","",""
"70202","6820","KK70202","L6820","Alquiler y gestión de otros bienes inmobiliarios por cuenta propia no destinados a viviendas.
Alquiler y gestión de solares y terrenos.","","",""
"70310","6831","KK70310","L6831","","","",""
"70321","6832","KK70321","L6832","Administracion de inmuebles residenciales.","","",""
"70321","8110","KK70321","N8110","Provisión de servicios de apoyo como limpieza, mantenimiento, eliminación de basura, la protección y la seguridad, el despacho de correo, servicios de recepción y lavanderia de inmuebles residenciales.","","",""
"70322","6832","KK70322","L6832","Administración de otros inmuebles no residenciales.","","",""
"70322","8110","KK70322","N8110","Provisión de servicios de apoyo como limpieza, mantenimiento, eliminación de basura, la protección y la seguridad, el despacho de correo, servicios de recepción y lavanderia de inmuebles no residenciales.","","",""
"71100","7711","KK71100","N7711","Alquiler y arrendamiento de vehiculos de pasajeros y otros vehículos de motor ligeros sin conductor (de menos de 3,5 toneladas).","","",""
"71210","7739","KK71210","N7739","Alquiler de medios de transporte terrrestre sin conductor, excepto automóviles: motocicletas, caravanas remolcables y autocaravanas, medios ferroviarios.
Alquiler de contenedores.
Alquiler de pallets.","","",""
"71210","7712","KK71210","N7712","Alquiler de camiones y otros vehículos pesados","","",""
"71220","7734","KK71220","N7734","","","",""
"71230","7735","KK71230","N7735","","","",""
"71310","7731","KK71310","N7731","Alquiler y arrendamiento de maquinaria y equipo agropecuario y forestal sin operarios.","","",""
"71320","7732","KK71320","N7732","Alquiler de maquinaria y equipo para construccion e ingenieria civil sin operarios.
Andamios y plataformas de trabajo sin su montaje y desmontaje.","","",""
"71320","7739","KK71320","N7739","Alquiler de construcciones móviles temporales para alojamiento u oficinas.","","",""
"71331","7733","KK71331","N7733","Alquiler de equipos informáticos.","","",""
"71332","7733","KK71332","N7733","Alquiler de máquinas de oficina como fotocopiadoras, máquinas de escribir, máquinas y equipos de contabilidad, calculadoras electrónicas.","","",""
"71340","7739","KK71340","N7739","","","",""
"71401","7729","KK71401","N7729","Alquiler de equipos electrónicos para uso doméstico.","","",""
"71402","7729","KK71402","N7729","Alquiler de uso personal o doméstico a hogares o empresas de productos textiles, vestuario y calzado.","","",""
"71403","7721","KK71403","N7721","Alquiler de barcas de recreo, bicicletas, esquís, sillas de montar.","","",""
"71404","7722","KK71404","N7722","Alquiler de cintas de video y discos.","","",""
"71404","7729","KK71404","N7729","Alquiler de mobiliario, objetos de cerámica y cristal, utensilios de cocina y servicio de mesa, electrodomésticos.
Alquiler de maquinaria y equipos de bricolaje.
Alquiler de libros y revistas.
Alquiler de flores y plantas.
Alquiler de joyería e instrumentos musicales.","","",""
"40130","3513","EE40130","D3513","Venta al usuario de la energía eléctrica.
Actividades de intermediación de energía eléctrica que gestionan la venta de energía eléctrica a través de las redes de distribución operadas por otros.","","",""
"40210","3521","EE40210","D3521","Producción de gas para su suministro por carbonización o por subproductos agrícolas.
Producción de combustibles gaseosos de valor calórico ordinario, mediante purificación y otros procesos, a partir de gases de diversos origenes, incluido el gas natural.","","",""
"40220","3522","EE40220","D3522","Distribución y suministro de combustibles gaseosos mediante tuberías.","","",""
"40220","3523","EE40220","D3523","Venta de gas al usuario por tuberías.
Actividades de intermediación de gas que gestionan la venta de gas a través de las redes de distribución operadas por otros.","","",""
"40300","3530","EE40300","D3530","Producción, captación y distribución de vapor y agua caliente para proporcionar calefacción, energía u otros suministros
Producción y distribución de agua fría o hielo con fines de refrigeración.","","",""
"41000","3600","EE41000","E3600","Captación, depuración y distribución de agua.
Desalinización de agua de mar para obtener agua como producto principal.","","",""
"45111","4311","FF45111","F4311","Demolición y derribo de edificios y otras estructuras.","","",""
"45112","4312","FF45112","F4312","Limpieza de escombros.
Excavación de zanjas.","","",""
"45120","4313","FF45120","F4313","Perforaciones, sondeos y muestreos con fines de construcción o para estudios geofísicos o geológicos.","","",""
"45211","4121","FF45211","F4121","Construcción de todo tipo de edificios residenciales.
Remodelación estructuras residenciales ya existentes.","","",""
"45211","4122","FF45211","F4122","Construcción de todo tipo de edificios no residenciales como edificios agrarios, industriales, comerciales y de servicios, aparcamientos,deportivos cubiertos.
Establecimientos colectivos.
Remodelación estructuras no residenciales ya existentes.","","",""
"45212","4213","FF45212","F4213","Construcción de puentes incluidos carreteras elevadas, viaductos, etc.","","",""
"45213","4213","FF45213","F4213","Construcción de túneles.","","",""
"45214","4221","FF45214","F4221","Construcción de redes de distribución de gas, agua, petróleo y redes de alcantarillado.","","",""
"45215","4222","FF45215","F4222","Construcción de líneas eléctricas.","","",""
"45216","4222","FF45216","F4222","Construcción de líneas de telecomunicación.","","",""
"45217","4299","FF45217","F4299","Construcción de instalaciones industriales distintas de edificios: refinerías de petroleo, plantas químicas.","","",""
"45217","4222","FF45217","F4222","Construcciones de centrales eléctricas.","","",""
"45221","4391","FF45221","F4391","Construcción de tejados y sus cubiertas.","","",""
"45222","4399","FF45222","F4399","Trabajos de impermeabilización.","","",""
"45231","4212","FF45231","F4212","Construcción de vías ferreas.","","",""
"45232","4211","FF45232","F4211","Construcción de autopistas, carreteras, calles y otras vías de circulación de vehículos y peatones.
Construcción de pistas de arterrizaje.
Asfaltado de carreteras.
Instalación de señales de tráfico, barreras de seguridad y similares.","","",""
"45232","4299","FF45232","F4299","Construcción de instalaciones deportivas al aire libre pero no de sus edificios.","","",""
"45240","4399","FF45240","F4399","Trabajos realizados bajo el agua.","","",""
"45240","4291","FF45240","F4291","Construcción de vías navegables, instalaciones portuarias y fluviales, puertos deportivos, esclusas.
Construcción de pantanos, y diques.
Construcción de dragados.","","",""
"45251","4399","FF45251","F4399","Montaje de estructuras metálicas que no sean de producción propia.
Curvado de acero.","","",""
"45252","4399","FF45252","F4399","Obras de cimentización incluida la hinca de pilotes.","","",""
"45253","4399","FF45253","F4399","Deshumidificación de obras.
Montaje de piezas de acero.
Trabajos de altura.
Excavación de pozos de minas.","","",""
"45253","4221","FF45253","F4221","Construcción y perforación de pozos hidráulicos.","","",""
"45310","8020","FF45310","N8020","Instalación y reparación de sistemas de alarmas contra robos o incendios con vigilancia a distancia.","","",""
"45310","4329","FF45310","F4329","Instalación en edificios y otras construcciones de ascensores y escaleras mecánicas.
Instalación de pararrrayos.","","",""
"45310","4321","FF45310","F4321","Instalación en edificios y obras de construcción de cables y material eléctrico.
Instalación en edificios y obras de construcción de cables de telecomunicación y redes informáticas.
Instalación de antenas en viviendas.
Instalación de sistemas de alarma contra incendios o robos sin vigilancia posterior.","","",""
"45310","4322","FF45310","F4322","Instalación de sistemas de calefacción eléctrica.","","",""
"45320","4329","FF45320","F4329","Instalación en edificios u otras construcciones de aislamientos térmicos, de sonido o de vibraciones.","","",""
"45331","4322","FF45331","F4322","Instalación en edificios y otras construcciones de fontanería y sanitarios
Instalación de aparatos de gas.
Instalación de sistemas de aspersión automática para riego.","","",""
"45332","4322","FF45332","F4322","Instalación en edificios y otras construcciones de colectores no eléctricos de energía solar.
Instalación en edificios y otras construcciones de equipos de conducciones de ventilación y aire acondicionado.","","",""
"45340","4329","FF45340","F4329","Reparación y mantenimiento técnicos generales de las instalaciones de edificios y obras.","","",""
"45340","4321","FF45340","F4321","Instalación de sistemas de iluminación y señalización eléctrica de calles y aeropuertos.","","",""
"45410","4331","FF45410","F4331","Aplicación en edificios y otras obras de yeso y estuco interior y exterior.","","",""
