"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","NOMBRE"
"8411","O8411","Actividades generales de la Administración Pública",4,"","841","Esta clase comprende: 
- la administración ejecutiva y legislativa central, autonómica y local
- la administración y supervisión de asuntos fiscales: 
 · la administración tributaria
 · la recaudación de impuestos o derechos sobre los productos y la investigación de las infracciones fiscales
 · la administración de aduanas
- la aplicación del presupuesto y la gestión de los fondos públicos y de la deuda pública:
 · la obtención y recepción de fondos y la fiscalización de su gasto
- la administración de la política de investigación y desarrollo general (civil) y administración de los fondos pertinentes 
- la gestión y administración de servicios estadísticos y de planificación social y económica global a distintos niveles de la Administración pública","Esta clase no comprende: 
- la explotación de edificios oficiales propiedad de la Administración pública o alquilados por ésta (véase 68.2 y 68.3)
- la administración de las políticas de investigación y desarrollo destinadas a aumentar el bienestar personal y administración de los fondos pertinentes (véase 84.12)
- la administración de las políticas de investigación y desarrollo destinadas a mejorar la economía y la competitividad (véase 84.13)
- la administración de las políticas de investigación y desarrollo en materia de defensa y de los fondos pertinentes (véase 84.22)
- la explotación de los archivos oficiales (véase 91.06)"," ","SI","","AYUDACOD_CNAE09"
"8412","O8412","Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",4,"","841","Esta clase comprende:
- la administración pública de programas destinados a mejorar el bienestar de los ciudadanos:
 · salud
 · educación
 · cultura
 · deporte
 · servicios recreativos
 · medio ambiente
 · vivienda
 · servicios sociales
- la administración pública de las políticas de investigación y desarrollo y administración de los fondos pertinentes

Esta clase comprende también:
- el patrocinio de actividades recreativas y culturales
- la concesión de becas públicas a artistas
- la administración de programas de suministro de agua potable
- la administración de servicios de recolección y eliminación de residuos
- la administración de programas de protección ambiental
- la administración de programas de vivienda","Esta clase no comprende:
- las actividades de saneamiento público y descontaminación (véase 37, 38 y 39)
- las actividades de la Seguridad Social obligatoria (véase 84.30)
- las actividades educativas (véase P)
- las actividades sanitarias (véase 86)
- las actividades de los museos y otras instituciones culturales (véase 91) 
- las actividades de bibliotecas y archivos de gestión gubernamental (véase 91.05 y 91.06)
- las actividades deportivas y otras actividades recreativas (véase 93)"," ","SI","","AYUDACOD_CNAE09"
"8413","O8413","Regulación de la actividad económica y contribución a su mayor eficiencia",4,"","841","Esta clase comprende:
- la administración pública y regulación, incluso concesión de subvenciones, de los distintos sectores económicos:
 · agricultura
 · ordenación territorial
 · recursos energéticos y mineros
 · infraestructuras
 · transportes
 · comunicaciones
 · hoteles y turismo
 · comercio al por mayor y al por menor
- la administración de las políticas de investigación y desarrollo y de los fondos pertinentes para mejorar los resultados económicos
- la administración de la política laboral
- la administración de políticas de desarrollo regional, por ejemplo para reducir el desempleo","Esta clase no comprende:
- las actividades de investigación y desarrollo experimental (véase 72)"," ","SI","","AYUDACOD_CNAE09"
"842","O842","Prestación de servicios a la comunidad en general",3,"","84","Este grupo comprende las actividades de asuntos exteriores, defensa y orden público y seguridad.",""," ","SI","","AYUDACOD_CNAE09"
"8421","O8421","Asuntos exteriores",4,"","842","Esta clase comprende:
- la administración y el funcionamiento del Ministerio de Asuntos Exteriores y de las representaciones diplomáticas y consulares acreditadas en el extranjero o ante organizaciones internacionales
- la administración, el funcionamiento y el apoyo de los servicios de información y cultura destinados a prestarse en el extranjero
- la concesión de ayuda económica a terceros países, esté o no canalizada a través de organizaciones internacionales
- la prestación de ayuda militar a otros países
- la organización del comercio exterior, la financiación internacional y cuestiones de carácter técnico","Esta clase no comprende:
- los servicios de asistencia internacional en situaciones de catástrofe o ayuda a refugiados (véase 88.99)"," ","SI","","AYUDACOD_CNAE09"
"8422","O8422","Defensa",4,"","842","Esta clase comprende:
- la administración, supervisión y funcionamiento de la defensa y de las fuerzas armadas de tierra, mar y aire, como:
 · los ejércitos de tierra, mar y aire
 · la ingeniería, transportes, comunicaciones, servicios de inteligencia, material, personal y otras fuerzas y mandos que no sean de combate
 · las fuerzas auxiliares y de reserva
 · la logística militar (el suministro de equipo, estructuras, suministros, etc.)
 · la asistencia sanitaria al personal militar en campaña
- la administración, la gestión y el apoyo de las fuerzas de defensa civil
- la prestación de apoyo a la elaboración de planes de emergencia y a la realización de ejercicios en que intervengan población e instituciones civiles
- la administración de las políticas de investigación y desarrollo en materia de defensa y administración de los fondos pertinentes","Esta clase no comprende:
- las actividades de investigación y desarrollo experimental (véase 72)
- la prestación de ayuda militar a otros países (véase 84.21)
- las actividades de los tribunales militares (véase 84.23)
- el abastecimiento de suministros para situaciones de emergencia en territorio nacional causadas por catástrofes en tiempos de paz (véase 84.24)
- las actividades docentes de colegios, escuelas y academias militares (véase 85.4)
- las actividades de hospitales militares (véase 86.10)"," ","SI","","AYUDACOD_CNAE09"
"8424","O8424","Orden público y seguridad",4,"","842","Esta clase comprende:
- la dirección y el funcionamiento de cuerpos de policía, regulares y auxiliares, que dependen de las autoridades públicas, de fuerzas de vigilancia portuaria, fronteriza y costera y otros cuerpos especiales, incluyendo la regulación del tráfico, el registro de extranjeros y el mantenimiento de registros de detenidos
- el abastecimiento de suministros para su utilización en situaciones de emergencia en territorio nacional causadas por catástrofes en tiempos de paz","Esta clase no comprende:
- la explotación de laboratorios policiales (véase 71.20)
- la administración y la dirección de las fuerzas armadas (véase 84.22)"," ","SI","","AYUDACOD_CNAE09"
"8425","O8425","Protección civil",4,"","842","Esta clase comprende:
- la prevención y extinción de incendios:
 · la administración y gestión de cuerpos de bomberos regulares y auxiliares, encargados de la prevención y extinción de incendios, el rescate de personas y animales, la asistencia en catástrofes civiles, inundaciones, accidentes en carretera, etc.","Esta clase no comprende:
- los servicios de prevención y extinción de incendios forestales (véase 02.40)
- los servicios de extinción de incendios en yacimientos de petróleo y gas (véase 09.10)
- los servicios de prevención y extinción de incendios en aeropuertos prestados por unidades no especializadas (véase 52.23)"," ","SI","","AYUDACOD_CNAE09"
"843","O843","Seguridad Social obligatoria",3,"","84","",""," ","","","AYUDACOD_CNAE09"
"8430","O8430","Seguridad Social obligatoria",4,"","843","Esta clase comprende:
- la financiación y administración de los programas de servicios públicos de seguridad social:
 · el seguro social de enfermedad, accidentes y desempleo
 · las pensiones de jubilación
 · los programas para cubrir la pérdida de ingresos en casos de maternidad, incapacidad temporal, viudedad, etc.","Esta clase no comprende:
- la Seguridad Social no obligatoria (véase 65.30)
- la prestación de servicios de asistencia social sin alojamiento (véase 88.1, 88.90)"," ","SI","","AYUDACOD_CNAE09"
"P","P","Educación",1,"","","Esta sección comprende la educación de cualquier nivel o para cualquier profesión. Se puede impartir de forma oral o escrita, tanto en aulas como por radio, televisión, Internet o correspondencia.

Comprende tanto la educación impartida por las diferentes instituciones del sistema educativo regular, en todos sus niveles, como la educación de adultos, programas de alfabetización, etc. También se incluyen en los niveles correspondientes las escuelas y academias militares, las escuelas en centros penitenciarios, etc. Esta sección comprende tanto la educación pública como la privada.

En cada nivel de la educación inicial, las clases comprenden la educación especial de alumnos con discapacidades físicas o mentales. 

El desglose por categorías de esta sección se basa en el nivel de educación que se ofrece según la definición de los niveles que figura en la Clasificación Internacional Normalizada de la Educación (CINE) de 1997. Las actividades de los centros educativos que imparten cursos del nivel 0 de la CINE se clasifican en la clase 85.10, las del nivel 1 de la CINE en la clase 85.20, las de los niveles 2 y 3 de la CINE en el grupo 85.3, las del nivel 4 de la CINE en la clase 85.41 y las de los niveles 5 y 6 de la CINE en las clases 85.43 y 85.44. 

Esta sección comprende también la educación relacionada principalmente con el deporte y las actividades recreativas como el tenis o el golf y las actividades de apoyo a la educación.",""," ","SI","","AYUDACOD_CNAE09"
"85","P85","Educación",2,"","P","",""," ","","","AYUDACOD_CNAE09"
"851","P851","Educación preprimaria",3,"","85","",""," ","","","AYUDACOD_CNAE09"
"8510","P8510","Educación preprimaria",4,"","851","Esta clase comprende:
- la educación preprimaria (educación que precede al primer nivel). La educación preprimaria se define como la primera etapa de la educación organizada, diseñada principalmente para introducir a los niños en un entorno educativo de tipo escolar, es decir, servir de puente entre el hogar y el medio escolar","Esta clase no comprende:
- las actividades de atención diurna de niños (véase 88.91)"," ","SI","","AYUDACOD_CNAE09"
"852","P852","Educación primaria",3,"","85","",""," ","","","AYUDACOD_CNAE09"
"8520","P8520","Educación primaria",4,"","852","Esta clase comprende la educación primaria: la impartición de cursos académicos y otras tareas relacionadas con el curso, que proporcionan a los estudiantes una sólida educación básica para la lectura, la escritura y las matemáticas, así como un nivel elemental de comprensión de disciplinas como la historia, la geografía, las ciencias naturales, las ciencias sociales, el arte y la música. 

Aunque este tipo de educación suele ofrecerse a niños, comprende también la impartición de programas de alfabetización incluidos o no en el sistema escolar, cuyos contenidos son similares a los programas de la educación primaria, si bien están dirigidos a aquellos que han superado la edad para integrarse en la escuela elemental (es decir, los programas de alfabetización para adultos).","Esta clase no comprende:
- los programas de educación para adultos definidos en la clase 85.5
- las actividades de atención diurna de niños, incluidas las guarderías diurnas para los alumnos (véase 88.91)"," ","SI","","AYUDACOD_CNAE09"
"7734","N7734","Alquiler de medios de navegación",4,"","773","Esta clase comprende:
- el alquiler de medios de navegación sin tripulación:
 · barcos y buques comerciales","Esta clase no comprende:
- el alquiler de medios de navegación con tripulación (véase 50) 
- el arrendamiento financiero (véase 64.91)
- el alquiler de embarcaciones de recreo (véase 77.21)"," ","SI","","AYUDACOD_CNAE09"
"7735","N7735","Alquiler de medios de transporte aéreo",4,"","773","Esta clase comprende:
- el alquiler de medios de transporte aéreo sin tripulación:
 · aeronaves
 · globos aerostáticos","Esta clase no comprende:
- el alquiler de medios de transporte aéreo con tripulación (véase 51) 
- el arrendamiento financiero (véase 64.91)"," ","SI","","AYUDACOD_CNAE09"
"7739","N7739","Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p.",4,"","773","Esta clase comprende:
- el alquiler, sin operarios, de otros tipos de maquinaria y equipos utilizados por lo general como bienes de capital por la industria:
 · motores y turbinas
 · máquinas herramienta
 · equipos de extracción minera y petrolífera
 · equipos de radio, televisión y comunicación
 · equipos profesionales de producción cinematográfica
 · equipos de medición y control
 · otra maquinaria de uso científico, comercial o industrial
- el alquiler de equipos de transporte terrestre (excepto vehículos de motor) sin conductor: 
 · motocicletas, caravanas remolcables y autocaravanas, etc.
 · vehículos ferroviarios

Esta clase comprende también:
- el alquiler de construcciones móviles temporales para alojamiento u oficinas
- el alquiler de animales (por ejemplo, rebaños, caballos de carreras)
- el alquiler de contenedores
- el alquiler de palets","Esta clase no comprende: 
- el arrendamiento financiero (véase 64.91)
- el alquiler de bicicletas (véase 77.21)
- el alquiler de maquinaria y equipo agropecuario y forestal (véase 77.31)
- el alquiler de maquinaria y equipo para construcción e ingeniería civil (véase 77.32)
- el alquiler de máquinas y equipos para oficina, incluidos ordenadores (véase 77.33)"," ","SI","","AYUDACOD_CNAE09"
"774","N774","Arrendamiento de la propiedad intelectual y productos similares, excepto trabajos protegidos por los derechos de autor",3,"","77","",""," ","","","AYUDACOD_CNAE09"
"7740","N7740","Arrendamiento de la propiedad intelectual y productos similares, excepto trabajos protegidos por los derechos de autor",4,"","774","Esta clase comprende las actividades destinadas a permitir a terceros usar la propiedad intelectual y otros productos similares por los que se paga un canon o una cuota de licencia al propietario del producto (es decir, al titular del activo). El arrendamiento de estos productos puede adoptar diversas formas, como el permiso de reproducción, el uso en procesos o productos posteriores, la explotación de una empresa en régimen de franquicia, etc. Los propietarios pueden o no haber creado tales productos. 

Esta clase comprende:
- el arrendamiento de la propiedad intelectual (excepto las obras sujetas a derechos de autor, como los libros o los programas informáticos)
- la recepción de cánones o cuotas de licencia por la utilización de:
 · entidades patentadas
 · marcas comerciales o marcas de servicio
 · nombres de marca
 · prospección y evaluación mineral
 · acuerdos de franquicia
- el alquiler o venta de resultados de investigaciones científicas (Febrero 2017)","Esta clase no comprende:
- la adquisición de derechos y la edición (véase 58 y 59)
- la producción, reproducción y distribución de obras sujetas a derechos de autor (libros, programas informáticos, películas) (véase 58 y 59)
- el arrendamiento de propiedades inmobiliarias (véase 68.20)
- el arrendamiento de bienes (activos) tangibles (véase 77.1, 77.2 y 77.3)"," ","SI","","AYUDACOD_CNAE09"
"78","N78","Actividades relacionadas con el empleo",2,"","N","Esta división comprende los servicios dedicados a informar sobre las ofertas de empleo disponibles y a seleccionar o colocar a los candidatos a un empleo ¿siempre que éstos no sean empleados de las agencias de colocación¿, y a dotar de trabajadores a las empresas de los clientes por un periodo de tiempo limitado para completar su plantilla, así como las actividades de provisión de otros recursos humanos. 

Esta división comprende:
- las actividades de búsqueda y colocación de personal, incluidos los ejecutivos
- las actividades de las agencias de casting teatral","Esta división no comprende:
- los servicios realizados por agentes en nombre de particulares encaminados a obtener contratos para actuar en películas cinematográficas, obras teatrales y otros espectáculos culturales o deportivos, así como a ofrecer a editores, productores, etc., libros, guiones, obras de arte, fotografías, etc. (véase 74.90)
- las actividades de las agencias de modelos (véase 74.90)"," ","SI","","AYUDACOD_CNAE09"
"781","N781","Actividades de las agencias de colocación",3,"","78","",""," ","","","AYUDACOD_CNAE09"
"7810","N7810","Actividades de las agencias de colocación",4,"","781","Esta clase comprende los servicios de información sobre ofertas de empleo disponibles y la selección o colocación de los candidatos a un empleo, siempre que éstos no sean empleados de las agencias de colocación.

Esta clase comprende:
- las actividades de búsqueda, selección y colocación de personal, incluida la colocación o búsqueda de ejecutivos 
- las actividades de las agencias y oficinas de casting de actores, como las agencias de casting teatral 
- las actividades de las agencias de colocación a través de Internet
- los cazatalentos de deportes (Febrero 2017)","Esta clase no comprende:
- las actividades de los agentes personales o agencias teatrales y artísticos (véase 74.90)"," ","SI","","AYUDACOD_CNAE09"
"782","N782","Actividades de las empresas de trabajo temporal",3,"","78","",""," ","","","AYUDACOD_CNAE09"
"7820","N7820","Actividades de las empresas de trabajo temporal",4,"","782","Esta clase comprende las actividades de dotación de trabajadores a las empresas de los clientes por periodos de tiempo limitados para sustituir temporalmente o complementar su plantilla, siempre que sean empleados de la empresa de trabajo temporal. Ahora bien, las unidades clasificadas en este apartado no se encargan de la supervisión de sus empleados en los centros de trabajo de los clientes.",""," ","SI","","AYUDACOD_CNAE09"
"783","N783","Otra provisión de recursos humanos",3,"","78","",""," ","","","AYUDACOD_CNAE09"
"7830","N7830","Otra provisión de recursos humanos",4,"","783","Esta clase comprende las actividades de provisión de recursos humanos para las empresas de los clientes. Las unidades clasificadas aquí representan al empleador ante los empleados en cuestiones relativas a nóminas, impuestos y otros asuntos fiscales y de recursos humanos, aunque no son responsables ni de dirigir ni de supervisar a los empleados. 

La provisión de recursos humanos suele hacerse a largo plazo o de manera permanente, y las unidades clasificadas aquí llevan a cabo una amplia variedad de tareas de gestión de personal y recursos humanos asociadas a esta provisión.","Esta clase no comprende:
- la prestación de funciones de recursos humanos junto con la supervisión o ejecución de la actividad empresarial (véase la clase en la actividad económica que corresponda a la empresa)
- la provisión de recursos humanos para complementar o reemplazar temporalmente a la plantilla del cliente (véase 78.20)"," ","SI","","AYUDACOD_CNAE09"
"79","N79","Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",2,"","N","Esta división comprende la actividad de las agencias cuya dedicación principal es vender servicios de viajes, recorridos turísticos, transporte y alojamiento al público en general y a clientes comerciales, así como la actividad de planificación y organización de recorridos turísticos cuya venta se realiza a través de agencias de viaje o directamente por los agentes, como los operadores turísticos; y otros servicios relacionados con los viajes, incluidos los servicios de reserva. Comprende también las actividades de los guías turísticos y las actividades de promoción del turismo.",""," ","SI","","AYUDACOD_CNAE09"
"791","N791","Actividades de agencias de viajes y operadores turísticos",3,"","79","Este grupo comprende las actividades de las agencias cuya dedicación principal es vender servicios de viajes, recorridos turísticos, transporte y alojamiento al público en general y a clientes comerciales, así como la actividad de planificación y organización de recorridos turísticos cuya venta se realiza a través de agencias de viaje o directamente de los agentes, como los operadores turísticos.",""," ","SI","","AYUDACOD_CNAE09"
"7911","N7911","Actividades de las agencias de viajes",4,"","791","Esta clase comprende: 
- las actividades de las agencias de viajes cuya dedicación principal es vender servicios de viajes, recorridos turísticos, transporte y alojamiento, al por mayor o al por menor, al público en general y a clientes comerciales",""," ","SI","","AYUDACOD_CNAE09"
"799","N799","Otros servicios de reservas y actividades relacionadas con los mismos",3,"","79","",""," ","","","AYUDACOD_CNAE09"
"7990","N7990","Otros servicios de reservas y actividades relacionadas con los mismos",4,"","799","Esta clase comprende: 
- otros servicios de reservas relacionados con los viajes:
 · reservas para transportes, hoteles, restaurantes, alquiler de vehículos, espectáculos y eventos deportivos, etc.
- los servicios de intercambio de multipropiedad
- los servicios de asistencia a los turistas:
 · la provisión de información sobre viajes a los turistas
 · las actividades de los guías turísticos
- las actividades de promoción turística

Esta clase comprende también:
- las actividades de venta de entradas para teatros, eventos deportivos y otros espectáculos y entretenimientos","Esta clase no comprende: 
- las actividades de las agencias de viaje (véase 79.11)
- las actividades de los operadores turísticos (véase 79.12)
- la organización y gestión de eventos como reuniones, convenciones y conferencias (véase 82.30)"," ","SI","","AYUDACOD_CNAE09"
"801","N801","Actividades de seguridad privada",3,"","80","",""," ","","","AYUDACOD_CNAE09"
"8010","N8010","Actividades de seguridad privada",4,"","801","Esta clase comprende la prestación de uno o más de los siguientes servicios: servicios de vigilancia y patrullaje, la recogida y entrega de dinero, recibos u otros artículos valiosos con personal y equipos para proteger esas propiedades mientras están en tránsito. 

Esta clase comprende:
- servicios de vehículos blindados
- servicios de guardaespaldas
- servicios de polígrafos
- servicios de identificación de huellas dactilares
- servicios de guardas jurados
- servicios de apoyo a la recogida de dinero en efectivo y servicios de depósito (Febrero 2017)

Esta clase comprende también:
- las actividades de las empresas dedicadas al control horario del estacionamiento de vehículos en vías públicas (ORA)","Esta clase no comprende: 
- actividades de mantenimiento del orden público y la seguridad (véase 84.24)"," ","SI","","AYUDACOD_CNAE09"
"802","N802","Servicios de sistemas de seguridad",3,"","80","",""," ","","","AYUDACOD_CNAE09"
"8020","N8020","Servicios de sistemas de seguridad",4,"","802","Esta clase comprende:
- la vigilancia a distancia o no de sistemas electrónicos de seguridad, como alarmas contra robos o incendios, incluida su instalación y su mantenimiento
- la instalación, la reparación, la reconstrucción y el ajuste mecánico o electrónico de dispositivos de cierre, cajas fuertes y cámaras acorazadas en relación con una posterior vigilancia, a distancia o no

Las unidades que llevan a cabo estas actividades pueden dedicarse también a la venta de estos sistemas de seguridad, dispositivos de cierre mecánicos o electrónicos, cajas fuertes y cámaras acorazadas.","Esta clase no comprende:
- la instalación de sistemas de seguridad como alarmas contra robos o incendios sin vigilancia posterior (véase 43.21)
- el comercio al por menor de sistemas eléctricos de alarma de seguridad, dispositivos de cierre mecánicos o electrónicos, cajas fuertes y cámaras acorazadas en establecimientos especializados sin servicio de vigilancia, instalación o mantenimiento (véase 47.59)
- las actividades de los asesores en seguridad (véase 74.90)
- las actividades de mantenimiento del orden público y la seguridad (véase 84.24)
- los servicios de duplicado de llaves (véase 95.29) 
- la instalación y reparación de cerraduras (véase 95.29)"," ","SI","","AYUDACOD_CNAE09"
"8899","Q8899","Otros actividades de servicios sociales sin alojamiento n.c.o.p.",4,"","889","Esta clase comprende:
- los servicios sociales, de asesoramiento, bienestar social, asilo, orientación y otras similares, que prestan a individuos o familias en su domicilio o en otros lugares, ciertos organismos oficiales u organizaciones privadas, organizaciones de auxilio en caso de catástrofes y organizaciones de ayuda de tipo nacional o local, así como los especialistas que prestan servicios de consejo y orientación:
 · las actividades de asistencia social y orientación de niños y adolescentes
 · los servicios de adopción y prevención de malos tratos a la infancia y a otros colectivos
 · el asesoramiento sobre el presupuesto familiar, orientación familiar y matrimonial
 · las actividades de ayuda a la comunidad o al vecindario
 · la prestación de auxilio a víctimas de catástrofes, refugiados, inmigrantes, etc. incluido su alojamiento temporal o prolongado
 · la rehabilitación ocupacional y la capacitación de personas desempleadas, siempre que el componente educativo sea limitado
 · la determinación de las personas con derecho a recibir asistencia social, ayudas para el alquiler de viviendas o cupones para comprar alimentos
 · los centros de día para personas sin hogar y otros grupos socialmente desfavorecidos
 · las actividades benéficas como la recaudación de fondos u otras actividades de apoyo a los servicios sociales
 . las actividades de organización de adopción (Febrero 2017)
 . la mediación cultural (Febrero 2017)
 . las actividades de reasentamiento de refugiados (Febrero 2017)","Esta clase no comprende:
- la financiación y administración de los programas de seguridad social obligatoria (véase 84.30)
- las actividades similares a las descritas en esta clase pero con alojamiento incluido (véase 87.90)"," ","SI","","AYUDACOD_CNAE09"
"900","R900","Actividades de creación, artísticas y espectáculos",3,"","90","En este grupo se incluyen las actividades relacionadas con las artes creativas y escénicas, y otras afines.",""," ","SI","","AYUDACOD_CNAE09"
"9001","R9001","Artes escénicas",4,"","900","Esta clase comprende:
- la producción de obras de teatro, conciertos, óperas, espectáculos de danza y otras actividades escénicas realizadas en directo:
 · las actividades de grupos, circos o compañías, orquestas o bandas
 · las actividades de artistas individuales como actores, bailarines, músicos, conferenciantes u oradores
. las actividades de organistas independientes (Febrero 2017)
· las actividades de los modelos de foto individuales/independientes (Febrero 2017)

Esta clase comprende también:
- las actividades de los modelos independientes","Esta clase no comprende:
- las actividades de los agentes y las agencias personales teatrales y artísticos (véase 74.90)
- las actividades de selección de reparto (casting) (véase 78.10)"," ","SI","","AYUDACOD_CNAE09"
"9002","R9002","Actividades auxiliares a las artes escénicas",4,"","900","Esta clase comprende: 
- las actividades complementarias para la producción de obras de teatro, conciertos, óperas, espectáculos de danza y otras actividades escénicas realizadas en directo: 
. las actividades de directores, productores, diseñadores y constructores de escenarios, tramoyistas, técnicos de iluminación, etc. 

Esta clase comprende también: 
- las actividades de los productores o empresarios de eventos artísticos en vivo, entre ellos los tablaos flamencos y demás espacios escénicos, con o sin instalaciones (Junio 2021) 
- la escenografía (Febrero 2017) 
- las actividades de los directores de cine (Febrero 2017) 
- la organización de eventos culturales, como festivales de cine, festivales de música o de danza (Febrero 2017) 
- las actividades integradas de fabricación, suministro, instalación y prestación de servicios de asistencia técnica de equipamientos para eventos y espectáculos culturales y artísticos con asistencia de público (Junio 2021)","Esta clase no comprende:
- las actividades de los agentes y las agencias personales teatrales y artísticos (véase 74.90)
- las actividades de selección de reparto (casting) (véase 78.10)"," ","SI","","AYUDACOD_CNAE09"
"9003","R9003","Creación artística y literaria",4,"","900","Esta clase comprende:
- las actividades de artistas individuales como escultores, pintores, dibujantes de dibujos animados, grabadores, aguafuertistas, etc.
- las actividades de escritores individuales de cualquier especialidad, incluida la escritura de ficción, la escritura técnica, etc.
- las actividades de periodistas independientes
- la restauración de obras de arte como cuadros, etc.
- la restauración de policromía interior, la restauración de azulejo de cerámica y de pintura decorativa (Febrero 2017)
- los textos y composiciones escritas en nombre de terceros (Febrero 2017)
- las actividades de los guionistas  (Febrero 2017)","Esta clase no comprende:
- la fabricación de estatuas distintas de las obras artísticas originales (véase 23.70)
- la restauración de órganos y otros instrumentos musicales históricos (véase 33.19)
- la producción de películas cinematográficas y de vídeos (véase 59.15)
- la restauración de muebles (excepto la restauración del tipo realizado en museos) (véase 95.24)"," ","SI","","AYUDACOD_CNAE09"
"9004","R9004","Gestión de salas de espectáculos",4,"","900","Esta clase comprende:
- la explotación de salas de teatro, salas de conciertos y otras salas de espectáculos","Esta clase no comprende:
- la explotación de las salas cinematográficas (véase 59.14)
- las actividades de las agencias de venta de entradas (véase 79.90)
- las actividades de museos de todo tipo (véase 91.02)"," ","SI","","AYUDACOD_CNAE09"
"91","R91","Actividades de bibliotecas, archivos, museos y otras actividades culturales",2,"","R","Esta división comprende las actividades de bibliotecas y archivos; las actividades de museos de todo tipo, jardines botánicos y zoológicos; la explotación de lugares históricos y las actividades de reservas naturales. Comprende asimismo la conservación y la exhibición de objetos, emplazamientos y maravillas naturales de interés histórico, cultural o educativo (por ejemplo, lugares patrimonio de la humanidad, etc.).","Esta división no comprende:
- las actividades deportivas, de ocio y recreativas como la explotación de playas para el baño y parques recreativos (véase 93)"," ","SI","","AYUDACOD_CNAE09"
"910","R910","Actividades de bibliotecas, archivos, museos y otras actividades culturales",3,"","91","",""," ","","","AYUDACOD_CNAE09"
"9102","R9102","Actividades de museos",4,"","910","Esta clase comprende:
- las actividades de museos de todo tipo:
 · museos de arte, joyería, muebles, trajes, cerámica, orfebrería
 · museos de historia natural, ciencia y tecnología, museos de historia, incluidos los museos militares
 · otros museos especializados
 · museos al aire libre","Esta clase no comprende:
- las actividades de las galerías de arte comerciales (véase 47.78)
- la restauración de obras de arte y objetos de colecciones de museos (véase 90.03)
- las actividades de las bibliotecas (véase 91.05)
- las actividades de los archivos (véase 91.06)"," ","SI","","AYUDACOD_CNAE09"
"9103","R9103","Gestión de lugares y edificios históricos",4,"","910","Esta clase comprende:
- la explotación y conservación de lugares y edificios históricos","Esta clase no comprende:
- la renovación y la restauración de lugares y edificios históricos (véase F)"," ","SI","","AYUDACOD_CNAE09"
"9104","R9104","Actividades de los jardines botánicos, parques zoológicos y reservas naturales",4,"","910","Esta clase comprende:
- la gestión de jardines botánicos y zoológicos, incluidos los infantiles
- la gestión de reservas naturales, incluyendo la protección de la vida salvaje, etc.","Esta clase no comprende:
- los servicios de paisajismo y mantenimiento de jardines, (véase 81.30)
- la explotación de cotos de pesca y de caza deportivas (véase 93.19)"," ","SI","","AYUDACOD_CNAE09"
"9106","R9106","Actividades de archivos",4,"","910","Esta clase comprende:
- las actividades de documentación e información de archivos públicos, destinadas a servir al público en general o a una clientela especializada como estudiantes, científicos o empleados, así como la gestión de los archivos oficiales:
 · la recuperación con objeto de atender necesidades de información, etc.",""," ","SI","","AYUDACOD_CNAE09"
"92","R92","Actividades de juegos de azar y apuestas",2,"","R","Esta división comprende la explotación de instalaciones para los juegos de azar, como casinos, bingos y salas de máquinas tragaperras, así como la prestación de servicios relacionados con el juego, como loterías y apuestas hípicas.",""," ","SI","","AYUDACOD_CNAE09"
"920","R920","Actividades de juegos de azar y apuestas",3,"","92","",""," ","","","AYUDACOD_CNAE09"
"9200","R9200","Actividades de juegos de azar y apuestas",4,"","920","Esta clase comprende las actividades de juegos de azar y apuestas como:
- la venta de billetes de lotería
- la explotación de máquinas tragaperras
- la explotación de sitios de Internet dedicados a los juegos de azar virtuales
- la correduría de apuestas y otras actividades afines
- la explotación de agencias de apuestas hípicas
- la explotación de casinos, incluidos los ""casinos flotantes""
- la suscripción a la aplicación Quiz con premios (Febrero 2017)",""," ","SI","","AYUDACOD_CNAE09"
"93","R93","Actividades deportivas, recreativas y de entretenimiento",2,"","R","Esta división comprende la provisión de actividades recreativas, de esparcimiento y deportivas (excepto las de museos, la conservación de lugares históricos, las actividades de jardines botánicos y zoológicos y de reservas naturales, y las apuestas y juegos de azar).","Se excluyen de esta división las artes escénicas, la música y otras artes y actividades de entretenimiento como la producción de obras de teatro, conciertos, óperas, espectáculos de danza y otras actividades escénicas realizadas en directo (véase 90)."," ","SI","","AYUDACOD_CNAE09"
"931","R931","Actividades deportivas",3,"","93","Este grupo comprende la explotación de instalaciones deportivas; las actividades de equipos o clubes deportivos participantes fundamentalmente en eventos deportivos en vivo ante una audiencia de pago; las actividades de deportistas independientes dedicados a la participación en eventos deportivos o carreras en vivo; las actividades de loa propietarios de automóviles, perros, caballos, etc. participantes en carreras y dedicados fundamentalmente a promover la competición de éstos en carreras u otros acontecimientos deportivos con espectadores; las actividades de entrenadores deportivos que prestan servicios especializados de apoyo a participantes en eventos y competiciones deportivas; la explotación de estadios; y otras actividades de organización, promoción y gestión de eventos deportivos n.c.o.p.",""," ","SI","","AYUDACOD_CNAE09"
